标题,Up主,URL链接,播放量,弹幕量,简介,点赞量,投币量,收藏量,分享量,分区,上传日期
游戏加速100倍+极限模式+一格物品栏通关MC!,节操Pro,https://www.bilibili.com/video/BV1Lb421E7dn,303.8万,1.6万,"啊啊啊啊终于做出来了 
然后的话其实最后一点赶最后一部分内容可能节奏不是很好 十分抱歉 
剪辑",41.7万,36.8万,41.7万,1.1万,"['万物皆可游戏', '游戏', '单机游戏', '游戏', '我的世界', '沙盒游戏', 'Minecraft', '一格物品栏', '加速100倍', '挑战', '极限模式']",2024-08-28 10:00:00
为了让大家多喝水，我做了这个…,老师好我叫何同学,https://www.bilibili.com/video/BV1N1421b7NL,488.7万,3385,-,47.4万,4.3万,47.4万,8914,"['影石Insta360', '生活', '日常', '何同学', '拇指相机GO3S']",2024-08-27 18:00:00
太突然了，全部随机毫无准备直接出国旅行！！【青春旅行团03】,小精灵real,https://www.bilibili.com/video/BV1B4421o7MT,204.0万,3.3万,"全！新！系！列！！《青春旅行团》第三期！！
随机一个人策划一期旅游，结果会是怎么样的？？？
一键三连，我们速速拍摄下一期拉！！！",26.2万,19.8万,26.2万,1.5万,"['值得纪念的一天', '生活', '日常', '日常', '搞笑', '生活', '生活记录', '旅游', '美食', '青春旅行团', '友情', '记录', '生活万花筒14.0-给生活的planB']",2024-08-27 18:40:00
大型记录片《英雄杨树朋》持续为你播出,孤独醒来,https://www.bilibili.com/video/BV1Wbs7e5EmH,208.8万,6450,-,53.6万,2.7万,53.6万,500,"['知识', '人文历史', '历史', '人文', '人物']",2024-08-26 18:33:52
纯黑《黑神话：悟空》全程无伤攻略解说 第三期,-纯黑-,https://www.bilibili.com/video/BV1ST421z7EW,173.5万,1.9万,"这不得三连支持一下！
ED非官方部分素材出处：BV1e7421R7sR质量越高速度越慢，视频越长速度越慢，既然视频又长质量又高那更新速度肯定不会快，所以请耐心等待。
一般情况下会根据游戏背景选择会用哪种语言的歌曲做片尾，但奈何自己中文歌听的太少（没有说中文歌不好的意思，死宅一般只听ACG相关歌曲导致的），只能选兼容性较强的英文歌了。制作片尾需要大量时间精力，已经做好的不可能再更换。",23.2万,26.3万,23.2万,1.3万,"['游戏', '单机游戏', '无伤', '攻略', '纯黑', '解说', '悟空', '黑神话', '小骊龙', '虎先锋']",2024-08-28 10:21:42
关于我开兰博基尼撞到外卖小哥事件的后续,涛哥测评,https://www.bilibili.com/video/BV1NW421X7RV,137.8万,4406,这件事的具体情况是：首先车辆碰撞发生是因为外卖小哥闯红灯，对方被交警判全责，而我无责。同时外卖小哥身体并无大碍。其次这辆兰博基尼是我朋友借我开的，不是我的。最后修车钱我自己一个人承担了，没有追究外卖小哥一点责任，毕竟大家都不容易，互相理解下吧。,26.0万,10.5万,26.0万,1690,"['生活', '日常', '兰博基尼', '日常', '交通事故', '车祸', '外卖小哥']",2024-08-28 20:43:00
《原神》角色预告-「玛拉妮：最佳观光体验」,原神,https://www.bilibili.com/video/BV1LW421X7BZ,216.9万,7972,"一般来说，旅行向导、水上用品专卖店店主、冲浪高手，是三种不同的职业。
但在玛拉妮这，大家可以一次性、全部、畅爽体验。

中文CV：
玛拉妮——王晓彤
基尼奇——斑马
卡齐娜——静宸
 
日文CV：
玛拉妮——东山奈央
基尼奇——杉山纪彰
卡齐娜——久保百合花

《原神》bilibili服下载地址：https://www.biligame.com/detail/?id=103496",20.1万,6.2万,20.1万,1.6万,"['游戏', '手机游戏', '玛拉妮', '米哈游', 'miHoYo', '原神', '原神5.0']",2024-08-27 12:00:00
小潮team的收藏品大选！,杜海皇,https://www.bilibili.com/video/BV1ME4m1R79t,180.2万,2.6万,"希望各位观众老爷们喜欢这期视频！
喜欢记得点赞/投币/收藏/分享！",17.0万,7.7万,17.0万,2074,"['搞笑研究所', '生活', '搞笑', '高能', '测评', '生活', '逗比', '魔性', '幽默', '娱乐', '搞笑', '杜海皇', '搞笑研究所2024 5.0']",2024-08-28 12:00:00
拜托大家，葫芦岛现在非常需要大家的支援和关注！,李哥我饿了,https://www.bilibili.com/video/BV1HM4m1Y7vx,132.4万,1664,Not Found,37.5万,20.9万,37.5万,2668,"['美食', '美食记录', '救灾', '葫芦岛']",2024-08-27 10:00:00
【明日方舟×迷宫饭】SideStory「泰拉饭」活动宣传PV,明日方舟,https://www.bilibili.com/video/BV1ZW421Q7PC,184.5万,1.8万,"【明日方舟×迷宫饭】SideStory「泰拉饭」限时活动即将开启

迷宫里......竟然存在这样的地方？
源石？泰拉？罗德岛？这些都是什么东西啦！
比搞不清楚状况还要可怕的......是营养不足！
“不是吃，就是被吃”的道理在这里也行得通吧？
收拾好刀剑和法杖，也别忘了锅、铲还有调料！
准备好了吗，我们可要开动了！

———————————— 
详细活动内容敬请关注《明日方舟》官网及游戏内相关公告。",16.3万,5.4万,16.3万,8.0万,"['游戏', '手机游戏', '明日方舟', '迷宫饭']",2024-08-28 10:58:54
离谱！我们真的把正义高达装进了魔蟹！MG1/100蟹壳完成！【RAY】,RAY的模型世界,https://www.bilibili.com/video/BV1zW421Q796,68.4万,6411,正义魔蟹这个梗，我们是不是玩的太认真了？,12.8万,16.5万,12.8万,3.3万,"['手办模玩怎么玩？', '动画', '模玩·周边', '机动战士高达', '手办模型', 'MG', '高达SEED', '模型制作', '夏亚', '高达模型', '万代', '模型', '动画嘉年华2024·无限同人']",2024-08-28 19:00:00
“机器人在机械舞比赛中获得了第二名”,发条人vall,https://www.bilibili.com/video/BV16E4m197S4,251.6万,1593,Not Found,32.7万,1.1万,32.7万,5978,"['全民街舞计划夏日季', '舞蹈', '街舞', 'POPPING', 'DANCE', '机械舞', '街舞', '俄罗斯', '原创编舞', 'Robot vall', 'ROBOT', 'Popping']",2024-08-26 18:48:38
《黑神话有中文至于吗，我看得懂英文啊》,碎嘴企鹅,https://www.bilibili.com/video/BV1LE4m197xG,155.2万,2462,Not Found,25.0万,1.2万,25.0万,848,"['我玩黑神话悟空belike', '生活', '搞笑', '主机游戏', '英文', '游戏', '情感', '原创', '搞笑', '吐槽', '黑神话', '段子', '搞笑研究所2024 5.0']",2024-08-27 17:32:19
当老6面见大圣，是什么反应 当我踏上登山路的时候，那感觉真是绝了，当看了悟空的回忆的时候，我感觉他真的活了，到最后带金箍的时候，我也紧张了，究竟是好坏,老6使命召唤,https://www.bilibili.com/video/BV1on4y1f7XJ,450.3万,5359,Not Found,13.5万,9421,13.5万,1048,"['游戏', '网络游戏', '黑神话悟空']",2024-08-26 22:30:10
讲一下怎么做表面功夫,一点就炸B站号,https://www.bilibili.com/video/BV1b4421o7By,80.1万,720,-,18.2万,8361,18.2万,5542,"['生活', '日常', '生活记录', '人际关系', '原生家庭', '婚姻情感', '认知思维']",2024-08-27 02:05:30
全国第1人，残障玩家用嘴打过黑神话虎先锋,阿铭铭丶,https://www.bilibili.com/video/BV1X1WredEdw,301.0万,1.1万,Not Found,60.8万,36.9万,60.8万,5.8万,"['黑神话天命人来也', '游戏', '单机游戏', '励志', '正能量', '吹气', '精彩集锦', '直播录像', '黑神话悟空', '动作游戏', '用嘴', '残疾人', '《黑神话：悟空》8.20 直面天命']",2024-08-25 21:01:55
假如二郎神是来花果山娶亲,大龙也丢啦GG,https://www.bilibili.com/video/BV1u2421o76W,125.4万,5095,视频引用了,15.1万,2.6万,15.1万,2.6万,"['黑神话被鬼畜了', '鬼畜', '鬼畜剧场', '孙悟空', '二郎神', '游戏', '国产游戏', '鬼畜', '搞笑', '黑神话悟空', '鬼畜剧场', '鬼畜星探企划']",2024-08-27 21:26:05
黑神话终章剧情反转，二郎神对悟空的心结之谜！,太阳游戏百科全说,https://www.bilibili.com/video/BV1eWsxeSESa,168.4万,2598,Not Found,18.5万,5076,18.5万,4587,"['黑神话天命人来也', '游戏', '单机游戏', '剧情', '#黑神话悟空', '《黑神话：悟空》8.20 直面天命']",2024-08-27 17:14:28
我在极限模式建造了150万效率刷铁机，直接实现铁块自由！,树下的大树,https://www.bilibili.com/video/BV1aCspeuEyz,111.3万,3157,-,15.6万,5.4万,15.6万,2101,"['整点电子榨菜', '游戏', '单机游戏', '极限生存', '单机游戏', '我的世界', '沙盒游戏', '新人', 'MC', '游戏实况', 'Minecraft', '像素风']",2024-08-27 07:16:21
国 产 单 机 游 戏 现 状,进击的金厂长,https://www.bilibili.com/video/BV1Cx4y1s73T,139.8万,5979,兄弟们最喜欢的国产游戏是什么？让我在评论区康康大家的答案！,15.0万,4.0万,15.0万,1148,"['我玩黑神话悟空belike', '生活', '搞笑', '搞笑', '搞笑动画', '短片', '国产游戏', '单机游戏', '黑神话悟空', '玩家', '国产单机', '金厂长', '搞笑研究所2024 5.0']",2024-08-28 17:58:25
鹰眼大舅正式面对主任,脱缰凯Kk,https://www.bilibili.com/video/BV1tr421T7Da,149.6万,4804,-,19.4万,1.0万,19.4万,1335,"['我在B站拍短剧', '影视', '小剧场', '校园', '原创', '短片', '搞笑', '学生', 'B站剧情创作人2.0']",2024-08-27 17:55:14
《张万鼠，下药了》,伤心欲茄222,https://www.bilibili.com/video/BV1sW421X7C2,210.9万,1200,-,31.3万,2.0万,31.3万,2.1万,"['搞笑研究所', '生活', '搞笑', '搞笑', '八嘎', '搞笑研究所2024 5.0']",2024-08-28 18:00:18
黑神话摄影师 | 小西天「亢金龙」海报级摄影【第三期】,可达波昂棒,https://www.bilibili.com/video/BV1EQsWeXE4e,153.1万,801,"下期选题还没着落~

1、摄影原图100%为up主自行拍摄。
2、展示图片有经过后期调整。
3、后期是因为摄影师的责任是将最好看的呈现给大家。
4、感谢游戏科学的坚持不懈，终于将我们中华文化展现了出来。
5、再次感谢游科的顶级美术！
5、为保证观看体验，建议大家横屏观看。",15.2万,1.5万,15.2万,9499,"['黑神话天命人来也', '游戏', '单机游戏', '国产游戏', '悟空', '黑神话悟空', '黑神话', '游戏摄影', '动作游戏', 'steam游戏', '游戏科学', '《黑神话：悟空》8.20 直面天命']",2024-08-27 12:18:17
「你 问 我 打 ？」,大炒面制造者Cen,https://www.bilibili.com/video/BV1rf421i7C7,97.1万,1.6万,"特别感谢萝卜吃米洛同学为这期视频付出的节目效果 下次控制水晶我一定来.jpg
因为录制的时候很多人都在外出差 所以人员上的变动会比较大哦
如果大家要发生贺视频/动态的话 记得加上话题#badcen2024年生贺 
题材来源：伟大的繁华",11.8万,5.9万,11.8万,719,"['我的世界还能这样玩', '游戏', '单机游戏', '我的世界', '单机游戏', '娱乐', '游戏', 'minecraft', '沙雕', '主播', '生存挑战', 'mc']",2024-08-28 08:00:00
我有什么问题,大伟老三,https://www.bilibili.com/video/BV16M4m117t4,229.8万,1063,-,29.4万,3698,29.4万,3624,"['搞笑研究所', '生活', '搞笑', '娱乐', '搞笑', '情感', '搞笑研究所2024 5.0']",2024-08-28 12:14:45
