他是真玩起来了。
黑神话·悟空~稀奇来马~弼马温~孙悟空，三桓（孟孙氏、叔孙氏、季孙氏）~三孙子~三损色~three sunset，日落之处，喀喇昆仑，道场悟道，冥界悟空，色即是空，譬喻即如绘画把颜色损到极致，就是黑！
比落恩佐打的好
才看到是新华社？？
别影响我玩游戏
张扬，哇酷哇酷
…注意，这是玉兔精
新华社张扬小姐姐。。。哇酷哇酷
记者太美了
你是？
哈哈哈
啊？
完了，这是恋爱的感觉。。。
帅欸！
最难忘的还是初恋啊
啊？
新手嘛你确定？
排面
中间的印章也很讲究是篆书里面的通关二字
认真打游戏，敷衍回答
帅！
等等，谁？
恋恋不舍地放下了手柄
？？？我没看错吧。。。新华社？？？？？
杨杨
这是防，这是攻，这是妖王虎先锋
丸辣
哎呀呀！！
广智，永远的神
排面拉满
黑马喽：悟空
Siu!!!
猴哥猴哥你真了不得
好家伙
主持人：啊？你说啥？
？？？
上头了上头了
好帅好帅好帅
比如我哈哈哈，从来没玩过主机游戏
‘’】】
'
啊？？？？？
身体动起来就是躲了啊
啊？
来自天庭的援助……
漂亮
黑神话：广智
啊？我勒个新华社
胡彦斌你让我哭！
我好想哭我好想哭我好想哭！！！
？
哇~~~
这个游动真帅
羊羊
哦，你就是策划是吧
猴子猴孙
大黑熊老师
也门要战斗
啊？
啊？我看着像萝卜
同款华为手表
嗯？新华社？？
我靠，他会飞，他好帅
不是哥们，UP主这是谁？
啊？
我走错频道了？还是？？？
我毕业论文写的就是《西游记》相关的课题
愈来愈近了，越来越近了
这个UP是谁？是我没睡醒吗？
好漂亮！
您哪位？
中国人一定要有自己的大树守卫！
这就算是大树守卫了？？这才到哪
啊？
什么叫游龙，翩若游龙，丝滑。
哈哈哈哈哈哈哈哈哈哈玩上头了
明明是采访，可是她靠近那一下我会心动（
不要打扰我玩游戏
这招没有用好
21号，还没见着它
体感游戏
《好吧》
随便按
音乐很棒，起鸡皮疙瘩了
好帅啊
土豆公公
《援军令》
“随便按”
啊？
啊？
啊？
我们山西取的景！
然后玩着玩着就变成你玩了（根据真实事件改编）
啊？
官方下场，排面
哎呀
1080p  60帧？
鱼虾：龙爷，您想吃海鲜还用钓吗
娘们要战斗~
因为一般来讲土地的形象或者是原型，会是德高望重的族老
刀哥
头感觉像树根
啊？？？
他俩都是认真的，哈哈
可以尝试开修改器
为什么不让孙悟空打天兵？
炸裂，我手残党在这里挂了好多次
排面
\
石头人空了也正常
这可算不上大树守卫，太弱了这个
好可爱啊哈哈哈哈
你谁？
啥？
新华社出息了，都蹭上悟空的热度了dog
啊？
Pv来了。
？
再次逝世
l莱福
哈哈哈哈
排面
啊啊？？？
哈哈哈，人参
啊？
0
排面
手柄是飞智八爪鱼4！
大笨熊
别招惹在钓鱼的钓鱼佬
赶紧出周边吧
好帅
广智还是牛啊
山海经
珊瑚龙？
气死我了
啊？
我没看错吧？新华社？
这笑容
场景太美了
？？？？？
没事，我们还有键盘
天命广智
帅
帅
好看啊 小冰冰
好看 是金鱼吗
我测好帅的钓鱼佬！
不是
？
我用键盘打的哈哈
求问手柄型号！
我看了下推荐配置，我想我要换个显卡和CPU。。内存好办。。。
哇（）
?
上来就开大
火出圈了
啊？
飞翔
排面呀
排面
钓鱼老是这样的
新华社？？？？？
是福德正神
我承认我酸了
啊？
新华背书，肯定好玩
？
玩玩游戏，对身心都有益得很
国产单机的春天应该要吹来了
刀哥
排面
啊？
啊？
仁济
新华社？
育碧服务器
啊？
？？？
青背龙输在钓鱼没戴头盔......
排面！
“无敌的效果”...然后被打飞
体感游戏
牌面牌面牌面牌面牌面牌面牌面牌面牌面牌面牌面牌面牌面牌面牌面牌面牌面牌面牌面牌面牌面牌面牌面牌面牌面牌面牌面牌面牌面牌面牌面牌面牌面
啊？
嗯嗯嗯？又一个央媒？！
不是哥们儿
我的天，好帅啊这个龙
这么有排面
土豆公公
大头儿子：你好，我是新手教程
魂系游戏玩家看到boss丝毫不慌
？
比如我
啊？谁出的视频？我没看错吧
mhy~启动~
电视玩是真的爽啊
昨天？！！
？
这不刀刀烈火？
姜太公
人参精？
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
等会哥们儿，不是。我把你鱼吓跑了吗？你起来就跟我打。
啊？！
牌面
文化输出
黑神话 广智
gimme the Yamato
不是72变是之前打死的妖怪的化身
多点记者画面，不看那猴子
传火那个，恍如昨日，嗤笑今朝
好帅呀
三头六臂不知道有没有
紧跟时事
?
捅劲？！龙王破？
好帅！！！
猴哥排面
纯正的中国龙形象
BGM贝斯真爽！！
哦对不起，原来是工作人员在打（）
点名
恋爱模拟
帅
！！！！好好看
刮痧
朋友教我用手柄的时候我也是这么菜的（安详）
我挖个人参都能拔掉我猴哥三根毛
妖怪？妖怪也是空军！
丸辣
这是最早的那个几年前的视频吧
啊？
都想要坐在她后面抱着她玩了
？？？？？？？？？？？？？
这个制作人我真的爱了，他眼里有光
ACT老手的我也被牛哥吃了两次，主要是新游戏不熟悉，不用担心
公费 打游戏
公费约会
？
？就知道火影火影。。。
因为空军怒刷大圣
我觉得挺好的，让不玩游戏的人也能体会到游戏的乐趣，是好事
啊？新华社？
排面
这么大排场结果是个阴谋论剧情，希望不是最后剧情，不然真的绷不住
龙车
广智救我
等会儿，新华社进军游戏区了？
牢洛呢
叫代了
被采访的打爽了不回答问题了
最满意虎先锋（
稳了，全部都稳了，新华社都给那些乐子上强度了
“我要战斗是吗”
看看up是谁
快拍成电影，非常想看，要找真正懂西游记再说什么的国人导演来拍真实的西游记里面的故事。这里没说游戏不好的意思。
啊这
龙钓鱼？
夹带私货的另有公司
飞智手栖！
啊？
啊？
钓鱼佬
大聪明莫菲特
给这么大篇幅
他是不是忘了这在采访
《捅劲》
好tm帅啊
啊？
啊？
《新手》
排面
你没蓝了！
挨一下就半血了哈哈哈
太帅了
我靠帅死了！！！
张扬
啊？
新华社？！
好美好美的姐姐
青背龙：两刀砍碎你的大圣梦
手柄一拿才是真正的躲避
放心，徐鲸鱼比你还外行
你是？
八爪鱼3代还是四代？
这是贺天帝
长得像循声者
果然广智才是天命人
我以为残影可以帮忙吸引攻击但是他娘的还是光看着我打啊，希望可以改一下不然残影的意义是什么？
等等，现打吗？!!!!!
←大哥她的意思可能是不玩儿游戏的
这才是真正的龙样
啊？
给我干哪来了？这还是新华社吗？
我嘞个火影啊，西游记比火影早几百年了
？新华社？？？
这是攻，这是防，这是教头老刀狼
这就是排场！！！！
啊？
刀哥
布什 戈门？？？
无聊
啊？
新华社？
黑神话丶广智
不是吧
他玩入神了。。。
啊？
空大了
一次过？
？
这不是火影里的影分身？
这动作好丝滑
《应该》
啊？
卧槽太帅了
？
不想玩
战斗，爽！
啊不是，新华社？？？？
啊？？？？
你是？
woc新华社？
公费恋爱是吧
新华社你真是火了
你也
怎么着猴哥不会飞的吗？飞起来打他呀
牛逼
欸，都不舍得让他被打死
新华社？黑神话：悟空？
咋感觉画质有点低啊
看得出来是纯萌新
你是？
这个问题相当尖锐，暗藏刀芒，不过补上后半句尤其是“夹带私货”这个词也算一个提醒
看了两分钟发现是新华社
谁？
啊？不是？wc新华社！！！！！！
蓝标！！！！！！！！！
钓鱼佬
啊？
牛逼
啊？
嚯嚯嚯，帅哦
啊？
新。。。华社。。。？
新。。。华社。。。？
啊？
>
啊？
看到这个女的眼睛，，感觉看到了青蛙精
这是官媒排面，更是黑神话排面
i~am~the~storm~that~approching
想起了以前和女朋友一起玩游戏的样子
猴哥的步法是融合了醉拳吗？
完了，恋爱了
龙须菜？
啊？
？
空军了，红温了
我酸了兄弟们
你可以逝世（凝重）
谁？
胸口的珊瑚看起来有点怪怪的
土豆发芽了
这告诉我们一个道理：钓不到鱼，要被猴打
“哪个是刹车？哪个是刹车！啊！！……”DUANG！～～～
啊？
让一让，你当着我看猴了
你们眼里只有冰冰，就不认识张扬姐姐吗？
翩若惊鸿，婉若游龙
你是谁？
我要这个女主持的资料
没事，起码你知道那个东西叫手柄...
啊？
我没看错吧，新华社？！
啊？
衍神兵？？？
新华社？
000000000000000000000000000000000000
不是哥们
啊？
大番薯
袈裟
啊？
坏了真玩进去了
？
啊？
萝卜
新华社！
亿点点
新华社？？？
啊？
挖趣！！！！！
大排面啊
？？？？
不是，新华社？黑神话悟空？
啊？
这个身法
啊？
官媒还是有牌面啊，都首发boss了
？？？！！！！
啊？
土地公公婆婆都有
新手设计（新人杀手）
帅帅帅
啊？
啊
slap起来了
青龙偃月刀
新华社？
电一下一半血？？？
？
汗流浃背了
网格员
那必然是虎先锋了
最成功的boss：虎先锋
卧槽，太帅了
还以为有二阶段变龙
新华社？？！
牌面
牌面
谁？
空军龙石锤
传奇naii
这个好吧 哈哈哈哈 太真实了
发芽土豆（）
泾河龙王的儿子之一
手柄？ps5吗
经费好足！
确实有一些是被猴哥吸引过来的
排面啊
动作冒险（黑魂）
牛大了
啊？
冰冰般的笑容
这个龙不练腿哈哈哈
已经懒得理记者了
他就叫空军龙！
好帅的龙
这个boss居然是个钓鱼佬（doge
救命小羊演我打老头环
牌面1
生姜
排面
不尴尬吗
新华社？！
我靠，你好帅，福瑞控狂喜.
还在藏
很棒了，文化，技术崛起
好漂亮！
这游戏必须买
不是哥们
？
好帅
啊
场面啊，上央视了
我在打，别吵我
哈哈
看了眼up名字
啊？
排面！
你的意思是除了这个还有三个？
啊？不是 哥们？！！！
啊？
有意思吗
新华社也是有排面了，能采访到黑猴
难看
飞智黑神话限量版
不是用键盘玩  鼠标玩的?
新华社？
谁，新华社
天庭:弼马温，启动！
啊？谁发的？
聪明的墨菲特
感觉更像土豆
啊？
《好吧》
哪个是刹车（有端联想）
好好好，不说话装高手是吧
穿花短裤的boss
其实传统神话中土地的地位很高的
萝卜！
《新华社》
《新手》
不是哥们，你新华社啊？？？？
新华社牌面嗷
难打死了
？？？？
吹毛成兵
WTF？
委托方？
等会，up是谁？我再看一眼
不是，这是新华社？
哇哦
排面
别改了
八爪鱼手柄
身外化身
扶着手手一起玩啊
蓝v冒险记
帅的
土豆发芽了
啊？
林克感觉好熟悉
中国龙
啊？
《会掉毒丹》
喜欢！能把西游记里悟空使的招都做出来的话，一定一定很精彩
啊？
你是？
师傅你是做什么工作的
啊？
？哥们儿你谁？
排面
排面
版本上线前
帅
是真的没什么好办法躲避
啊？
青牛精很多，但太上老君的青牛就比较
阿？
龙能上天入海啊大哥，谁给你地形杀
啊？
把嘴闭上
等等，你是谁？
这游走 我看了3遍 太帅了
哇哇哇~
很多雪=没有鱼
钓鱼不带头盔！
啊？
这样子？？
哈哈哈，我们理工直男是这样的
这是一支清油精～
这BGM太出戏了
啊！！！！
woc，这up的ID，，吓死
你不是新华社 你是谁？！
啊？
国产战神
不用请假就能光明正大的玩是吧
黑熊精
啊？
哎呀，我也想玩。
啊？新华社？我眼花了？
谁？
牌面
啊？
啊？
加百列二阶段（幻视）
新华社！？？
我要看猴哥，看美女干嘛
《好吧》
啊？
啊？
不是，哥们
捅劲
啊？
啊？
好吧 hhhhh
类魂游戏
不是，谁？
新华社？  排面啊！！
拍画面啊！拍人干嘛！
这家伙刚收了我的一血
灰常牛逼，中国的文艺复兴
这个问题我也想问来着~
济水现在没了，但是济源、济南这些城市名称证明它存在过。
四渎，即长江、黄河、淮河、济水，古代都是独流入海的大河，成为河流崇拜的象征。
改到上线前一个小时是吗~哈哈哈哈~
动作好潇洒啊~
新华社宣发！
哇~~~~~~~~~~~~~~~~~~~~~
？
UP主竟然是新华社！
才发现，这竟然是新华社的账号！！！
卧槽
是你，紫猫，虚无之灵
"风灵月影,启动!"
是你，紫猫虚无质量
新华社？
萝卜!
可爱
排面！！！
啊？
找女记者干嘛啊，你们游戏不是不需要女玩家吗
啊？
《好吧》
啊？
啊？
小青龙。。。
啊？
啊？
还有高手
这么帅？！
随便按  电源按钮 c-
这……这么严肃的地方尽然……你越来越可爱了
啊？
加大BOSS进攻欲望！
什么？新华社？
？？？？？啊？
啊？
您？
好吧
哈哈哈哈哈
新华社？啊？？？
啊？
？？？？？？？？？？？
啊
好像女朋友找你看新衣服包包你在专心游戏的样子
我再次看了左下角
啊？
排面呀
啊？
牌面
新华社？
不确定，再看一眼ID
新华社？
虽然xbox不首发，但还是得用xbox手柄
哈哈哈哈顾不上说话了
新华社首发
说话啊 你说话啊
谢罪警告
没利远军厉害
啊？你是？
啊？
这快慢刀真绝了
发芽地瓜哈哈哈哈哈哈哈哈哈
发芽地瓜哈哈哈哈哈哈哈哈哈
帅啊
鸦香客，刚刚打完
小龙人
昨天？羡慕你玩了两天！！！
古达
啊？
你们结婚吧
能让管游戏这块游戏分级吗?实在受不了绿血了
今夕是何年
我觉得真可以试试能不能顶出去，看看他会不会飞回来（
渔女！？
人民万岁
布仕，戈门？
这是土豆公
啊？
熊罢怪
像是教新手开车，好想自己来
我又看了下谁发的这个
悟空太排面了！
火刀郎
怎么感觉像是怪物猎人里的什么龙
啊？
不是哥们儿？
把天赋点满再上手
啊？
奔波儿灞灞波儿奔
黑熊精
啊？
还有高手
新华社都上来了
啊？新华社？
排面
笑死 有钱充648买不起这个？
确定是新华社？
不是，你谁？
新华社哎！！！文化输出官方数输血！
不是你真来啊？
之狼
？
啊？
排面
帅
凯多！！！！
排面
啊？
啊
格局啊
帅哥老板，请给这位美女来个挂
空军之后急了
纯新
鸡皮疙瘩起来了
啊？新华社？
这把刀到时候绝对是个贼拉好看的周边
他好厉害
把妹
魂类游戏特有的锁视角
四渎？渎谁？
排面！
空了，笑死了，哈哈哈哈哈
新玩家都是侧身躲避
新华社？？？？？？？？
啊？
亢金龙最帅了，告诉外国人中国龙是啥样
带什么头盔，头上龙角都强制招架了
锁血啊
还有三分钟！！！
可爱捏
牌面！
就已经玩上了
排面
这是新华社？
？
猜猜有没有牢洛
一丝一丝
冰冰呢
我愿称2024为华夏重回世界之巅元年...
扬扬真的好聪明...上手真快...
老婆
刚才那一帧脚踩空了
赛马娘可以玩了么（doge）
官方教程
大（dai）王
啊？
爷们要战斗
扬扬我相信你可以的...
老婆
UC震惊部：震惊！新华社记者和主创一起说完了，究竟是什么原因，敬请期待doge
这么帅
漂浮感好帅
新华社？
？？？？
牛逼
哈哈哈
定身挠痒痒
帅
啊？
好帅
老婆
牌面
新华社！！！！！！！
空登是吧
8.20，9：25
方唐镜
这样的猴子怎么会有女生不喜欢！
刀狼教头！
中国古代是有犀牛的，只不过灭绝了
啊？
还在藏还在藏
仿身泪滴X4
啊？
石头人空大了
丸辣！
这不出周边的吗
？
？
牌面
我眼红了
啊？
我也喜欢刀狼！
丸辣
恋爱模拟器
悟空：天国搬救兵来啦
谁？
空大了哈哈
拿来把你
好帅啊，喷了
？这是真的吗
说了多少遍了，钓鱼一定要戴头盔
？我还以为是录的视频，没想到是现场直播。
？这还不够
官方排面
能推他下悬崖吗
上来就是一个浮空忍杀
卧槽，豪杰儿帅
神龙钓鱼，真酷吧
觉得女记者外套挺好看，一搜 好家伙 lv的 2w多，新华社记者这么有钱吗
等下？啊？
新华社？
新手还是用键盘吧
bgm不错
同款罗技鼠标
外媒：要不你看看你在说什么
黄哥发芽了
加密画质
请把公屏打在排面上
哈哈哈哈哈
扯淡精英怪，一刀半血强度高得很
新手，但是魂类
我没有看错吧
泾河龙王满门都在一起了
等等，这是新华社？
空军！
这是攻，这是防，这是苇名弦一郎
？
一棍秒了~有什么好说的~
这个主持是故意装作有点呆萌么···
石头人
什么！新华社！
记住她现在的笑
电棍
姐们儿要战斗！
帅啊
怎么全是吗喽在玩
锁了！
空军龙
出现了，TGY！！！
恋爱模拟
排面~！！！
凭什么
独钓万古空军龙！
这飞起来的动作第一反应：角战士
把阎魔刀给我！！
真官方
没教程？
哈哈哈
啊？
啊？
没有洛恩佐？
啊？
《新 华 社》
啊？
8月20日早上九点五十九
太帅了
新华社也是有面子了
啊啊？？UP是。。
啊？
此处应有一把塑料椅子（
排面。。。。
执行秘密任务？无双不久完事了
谁钓鱼不戴头盔啊？
抄袭西游记铁证
《好吧》
给我狠狠上头
我长大了，不像小时候只光顾看猴了。
不确定，再看一眼油婆主
够了够了给的实在太多了
牛头马面
叮
新手怪？
你是谁
你别玩了，看着挠心，还是换我来吧
风灵月影启动
袈裟仙人
刘易斯
香槟社
爽
播放量一天涨了100多w
发芽的刀哥
帅
爷们要战斗！爷们儿要战斗！！
新华社
新华社
啊！！！！新华社！！！！！
出息了  新华社
再见各位
他不过是来钓鱼的啊！
这女的一看就不玩游戏的，一脸尬笑
类混游戏其实我也没咋接触
我仔细看了看up 是我眼花了吗
新华社？？？？
还在藏
帅
恩？鱼情咋样
排面
新华社！
啊？
新华社？？
想要守护一个这样的笑容
懂了。抛瓦
卧槽 这个飞 真的有御空飞行的轻灵感
帅！！！
“你不用担心，这个是新手BOSS”
"""我们也是玩家！""看到了吗，这才是玩家"
按、按、按、好吧
身上这么多雪，看来是空军了
新，新华社？
这难道不是敖丙？？？
不会？我会，让我来
退款大将
变了一身
帅
更期待了
般配~
优雅
？？？？？
啊？
真爱
啊？
像拿刀的超梦
8月二十教你男朋友打黑猴的你，极度真实
游龙斩
才发现好适合做成游戏
一刀半血
？？？
帅啊
空军龙
调整，指二阶段
看的我手痒
我感受到到了里面呈现的文化底蕴了！
战斗！爽！！
新华社排面
太像小时候玩单人游戏了，打不过了把手柄立马给厉害的人，哈哈哈哈
我去，帅
如果主持人的衣服是正版的 那就是LV的 两万多一件儿吧
这棍子不会是打完亢金龙给的吧?
这根棍子有雷属性伤害加成
这视频早就拍了
布氏戈门
+‘’、
卧槽，帅啊
叫猴哥！
可爱可爱
啊？
怎么还有剧透
好吧……来自官方与官媒的联合剧透！
分身在喝药回血笑死了
72变！
还有三小时就能玩了
还有高手
敌大残！大残！
排面啊，黑猴出息了
用手柄玩过原神可以吗？
新华社？？？
啊？
女记者：⌓‿⌓。。。。（没看见）
女记者：⌓‿⌓。。。。没看见
好音乐！
捅劲
这武器好帅啊！！！
你才是真高手！！！！
大哥 这游戏不就是你做的么？你怎么玩的这么认真？
挖槽
别啊已经记不住了呀。。。。。
