希望这种法官能再多一些
异议
我们有人道主义赔偿
《移动棺材》
青天大姥姥
明白人
自行车椅子的那个洞原来这样用
翻译
逆转裁判
女士大义
这跟送死有什么区别……
蚊式战斗车
公正
青天大姥姥
本来挺怀疑的，你要这么说那确实是清汤大老爷！
马来西亚有没有人道主义赔偿?
这就是法律啊，不应该凌驾于同情之上的
看上去都老了很多
尊重自然选择
啊这……
华裔关我们什么事，他们是美国人
马来西亚管得不严
蚊式战斗车，历史性能0.1
蚊式战斗车，历史性能0.1
这是电动车吗？趴着骑行
完美受害者啊
刚看过
逆转裁判
一斤鸭梨！
青天大姥奶啊！
强健自行车
这就是真正的法律，因为这样能够避免更多人前赴后继的作死
马来西亚都普遍讲中文的
小先生挺理智
在中国真的不一样，二轮车行人不管怎么错，都不用负全责
邯郸？？？？
女士大义
正义是争取来的
遥遥领先啊
又是一个舆论裹挟法律的案例
太好了
国外的女法官
牛
牛！
？？？
驾车的人真是倒霉啊 碰上这种事情
华裔跟咱有关系？
青天大姥姥
为这位女法官点赞
青天大老爷！
uci警告
国内应该也要这么干。那些骑公路车的，都要被抓进去。
这种人在哪里都应该被值得学习。
零式战斗机
我了个青天大姥娘啊
这个我知道，前列腺加速
青天大姥姥！
天哪
？？？？
首先，这是国外，还有，这是法庭。日常我们接触的是警察。
逆转裁判照进现实
正义
外国版鬼火，明白了
超越我们了
传奇法官
逆转裁判
这个看着还恩不安全，也不带头盔
我记得马来西亚一大堆
卧槽？！
凌晨3点谁会到路上去骑自行车？还是没灯光的那种，还骑得这么快
逆天
就应该这样
我们需要更多女法官
的确是当代包青天
青天呀
能死8个？
天呐太危险了
正规的法官 不正规是法盲
神风特攻队
不是你撞的，你为什么要扶？！！！
单警官瞳孔震惊
你说老，但是最近才终审，判无罪
可以看出法律是为了正义而不是为了稳定
确实是寻死
青天大姥姥
聂警官看了嗤之以鼻的走了
投胎灵车
！
单警官
想搬家了
国内有没有过错，你机动车都要担责
我去，牛
头硬才能玩
为什么不提她的国籍？
死飞至少还有刹车啊
刚看完《2011年昆明17岁少年被当街……无人被判死刑》
弹幕莫惊讶，这些在大马只是冰山一角
最烦蚊子了
这事在国内，估计得看影响
能复制一百万个法官加入中国吗
学新闻学学的，大家往后看
清汤大老爷!披萨心肠!
自杀式自行车
车把在哪呢，，
花钱就能，一二审都是假的
青天大老姥
新闻学这牛逼
就是你们教导无方
下车推着走得了呗，神金病
神金。。。
“我的孩子是一个好人”
马来西亚汉族超多的
那最近骑行摔倒了的倒霉司机能不能参考啊？
逆天
太强了
哈？
牛！
标题起的，我只能说学新闻学的
前几周父带子骑行那个案子司机能没事吗？
这才是令人敬重的女士
好惨这女生
法律好评
？？？？？？
这已经不是霸凌了，是虐杀
这里面都是成年人，和我们那起未成年人的性质完全不同
突然想到一个女性骑电瓶车鬼探头被交警判全责的一个案件
这怎么动的？电动的吗
誰魯莽駕駛？？？
wc
公正之神
经典他是个好孩子
这是真青天大姥姥
真讽刺啊，包青天是中国的，对比之下
想想最近那个骑行摔倒的小男孩，司机不仅要挨打下跪还有罪
未成年又如何，就只是年纪小
还得是女法官，不是版本t5000
该啊，这种车子一点安全措施没有
女士大义！
又是新闻学
女青天之名实至名归
哇 绞刑厉害
怎么系安全带？
我们也缺这样的人
青天大老娘
哇！！
想到王子耀了
听不懂的理解成全速逆行的鬼火就好了
马来鬼火
哈达丽雅法官！
开车的确实是弱势群体
凭啥赔钱，人家正常驾驶平白无故背上人命，这些家属该给司机精神损失费
啥叫当做借口，意思是这位司机脸上应该长着带夜视功能的高速摄像机呗？
不好好管教孩子，这会儿知道哭了
？神经
果然，学新闻学的要来上强度了
？？？
中国没有
？？？不能理解
青天大姥姥
省流：少年深夜骑改装脚车（没有刹车）逆行导致的车祸
马来出息了
值得学习
嫌命太长
去了刹车闸？
达尔文自行车
不知道是哪些cs发明的这种标题
这是震慑！如果好人不长命，祸害遗千年，那还有人当好人吗？家长就会教育孩子，再有人欺负你，狠了打回去
青天大姥姥！
长见识了
青天大姥奶
wc
啊？
判死刑好啊
这才是法律正义的目的
青天大太太！！
牛逼
这新闻我当年看了，这么久了才判？！
？？？？残忍
马来西亚会汉语的人占70%
这种骑行姿势最早是环法一位车手发明的，后来被官方禁用了
？
群众的眼睛是雪亮的
天呐黑暗荣耀照进现实了
马来西亚华人是用简体中文的
支持！！！
中国能不能推行，未成年犯法监护人担责
可怜并不代表无罪。想想自己为什么可惜，想想他人为什么也可怜，你会明白，就因为你弱
交警：次要责任你跑不了
马来西亚华人华裔很多的，中文使用很广泛
翻译啊
尊重自然选择
啊？？？？10天？
原来是魔法攻击啊
鬼火啊那没事了
青天大老爷
不是你撞的你为什么去扶？  不是你的责任  为什么你会撞人
啊？? ? ?  ?
希望女士平安健康
女士大义！
？？？？
前几天那个被撞的公路自行车未成年人，那肇事司机也挺冤的
凌晨3点……你们孩子出去疯都不管……哭个屁
啊？啊？着急去投胎吧
反正都是有氧
突然想到说：不是你撞的，你为什么要扶的法官
唉呀
青天大姥姥！！
这才是真正的法官
马来西亚网民还挺好的
？出省不如啊
还得多小心？车不动也会被撞上
鱼雷
？
啊？
正常，马来西亚韩国都说中文的
我能提前8s反应就不错了（）
马来华裔特别多，而且马来用的简体
记得当时说那边大选想拿这个做文章挣选票
我勒个新闻学啊
天哪。。
减重用↑
又没超速场景，也确实暗，他还能预知未来吗？逆天
？
尊重生物多样性
青天大姥娘！
邯郸案呢？哎
nb
盲猜蚊型脚车
要是在国内这包进去的
青天大姥姥！
柯根
地狱空荡荡，魔鬼在人间
sz
以前马来西亚的电视剧还有引进到国内的，就是中文的，不用翻译
舆论太容易被引导了
要我我也跪！
学新闻学的
这很好啊，相比某些人道主义赔偿好多了
正义老天奶
这能小心到哪去啊，骑这种自行车那么想死也没有办法啊
中国的法律界良心那。
去了刹车...
晚上开车应该是开着车灯的吧
必死无疑车
被撞死也是他们自找的，男子汉就应该敢作敢当(
骑车运动靠胎阻，他们减风阻
不仅用中文‘而且简体
馬來華人團結且愛國
第一得有钱赔偿，你再怎么合理守法，可毕竟是六条人命。
？
那就私了好了
车轮不是阻力越大骑得越快吗？
有钱能使鬼推磨
王子耀需要这样的法官
父母连带学习，也需要！
死飞也没有刹车，一段时间国内青少年也流行骑死飞
?
大马华人是很可以的
我勒个青天大老姥啊
还是大运太少了惹的祸
原来是她
也最大程度阻止了事故生还可能
学学人家
疑似活够了
。。。。看不懂哪里好玩了
找4就是
提出上诉，是原告的权利。并没有任何问题
青天大姥姥
一针见血
马来西亚≠马来
坏人犯罪死了，他(她)如果做作也该承担法律责任。  这是正当的
啊？？什么自行车？
单车佬是这样
又是这一套
大义
知道国内为啥禁止改装车了吧
牛逼
希望邯郸案的法官可以看到
希望邯郸案的法官能看到
济南交警和稀泥执法，谁闹谁有理，连正常走路的行人都能判次责
爽！！！！！
逆天
逆转裁判
主要是霸凌者没有后台吧
刹车都没有，他是去投胎的吗？
这个学学马来西亚吧咱们可以学，霸凌真的该管管了
离谱，像印度的迷之操作
不是，难道不是他们自己撞上来的吗？
把思维逆转过来！
好绞！
6
怎么踩脚蹬子啊
？
这个才是法律
蚊式战机(不是
啊啊啊，我看过这个报道，原来改判了吗好棒！
车把在哪？
几年？
《叮人的蚊子》
早知道当自行车也会被（）
我们的包青天呢
迪克杀手
这是电动的吗？脚不能蹬，怎么骑起来啊？我普通自行车都骑不了多好
法官太棒了！！！！女人中的女人
哪有方向把？
逆转裁判！
当代炮烙
打同情牌是吧
牛啊
应该凌迟
？
女王！！
也是非常可刑
邯郸霸凌杀人案呢？？？看看人家怎么判！！！
看看人家
看看
有啥兴奋的，同样的女法官，公正判决才能得到爱戴和尊重
哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇
马来的华人抗日期间捐钱捐物，只有中国强大了，华裔才有地位
笑死
作死
作死
非常好
青天大老奶
这种事在马来西亚很常发生，多数都是马来男性
我靠这是人吗
生前不管死后跳出来了
女人中的女人，雌性中的雌性
女士大义！
司机何罪之有
哗众取宠的标语
希望好人一生平安！
牛！
马来西亚说中文的很多
好美
国内不太可能出现，路人反手一个122，都得进去
哈？
哇塞
死飞少年亡
看过
没毛病
一命抵一命才是王法
这不是作死害人嘛
国内人道赔偿
建议引进
青天大姥姥家
绝
没有刹车
要是没有华裔两字估计，在这没有这热度了，阿婆会拿捏国人的情绪
男性魅力时刻
靠！
这才是法律！必须有震慑的意义
原来是她
啊~那就难怪了
对对对!就是要惩罚监护人才有用
那边法律这么好的么？
学新闻学的
10天，我真是无语
不是你撞的你为什么扶
@罗老师 这个您怎么看 如果按国内法律法规会有什么样的结果
所以他们是有法律的
女性的法官，确实更感性，也人性
？？？？？
真正的逆转裁判
所以怎么下来
好厉害
恶魔
青天大姥姥
好感动
我能反应自行车
她真的好厉害
？？？？？？？
青天大姥姥
自行车危险驾驶
居然没有人道主义赔偿
活菩萨
最小程度的自杀
马来西亚有大量华人啊
阎王爷：这车我喜欢
王佳佳出来挨打
愿她平安
你可太适合学新闻了
反正是那几个人触发法律了。
这个好像是我们老师讲过，还是谁说过？
而且不刹车他们不会装上来吗
就这一句话，这才是就事论事
尊重
这个猫啊，我做一个轿车在一条有有人家两端三字路口直行百八米长的接农村国道，中间一只猫股咚一声滚重了
几个人都骑着自行车，速度太快被一窝端了
今马来，何时邯郸？
这是法官做的事？?你说的律师吧
没有刹车？！？！
集美魅力时刻
BYD
BYD
正义
青天大姥姥
女王！
良心法官
马来西亚就是说中文啊
这是女菩萨，舍命超度了
《逆转裁判》
尊重自然选择
马来祖先都是华人，他们很重视学中文的
不是肚子顶是用胩胩顶
牛批
这是把自行车当面包车来开了是吧
老外没有青天大老爷的说法
卧槽
6
这种法官太厉害了，无关性别无关国籍
我之前还以为他是违反了什么交通事故啊他撞了8个人，还有150多个网友支持他。
这才是真正女法官
青天大老爷！
鸡皮疙瘩都起来了
太残忍了我的天
？？
参他哈哈哈哈哈哈
想到了保定轧死骑行孩子的司机
卧槽！凶残至极！
那为什么要骑文型自行车？
天啊
感觉像伊藤润二漫画里的蚊子怪。
鼓掌
老李？！
别国的女法官
神风特工队
文明社会
天呐
科幻片
666
好家伙
关我屁事 华裔
大晚上在机动车道骑去掉刹车，方向杆和减速纹的非法自行车被撞死反过来说开车的没长眼睛，6
真·青天大姥姥
马来西亚华人很多，甚至很多马来西亚华人还会说粤语
学新闻学的
对啊，必须罚款，人家凭什么遭受这些
神金。。。
objection!
沈可婷没要你们赔就不错了，搁这来祸害别人
死了的家庭得赔女生钱，又不是人家错还损失这么多
太伟大了
怎么包青天都在国外，国内的一言难尽
题外话 大马很多讲广东话的华人。
一斤鸭梨！
青天大姥姥
该！！！！！
我曹，出生吧
作死
神风敢死队
那没事了
我们金融监管局学一学，造价，罚破产，全关起来
用逆转的思维
牛啊
最大程度的自杀
刷新人类下限了
逆转
赏月
啊？？？？
塞钱了吧
学新闻学的
。。。。。。000000000000000000000000
？？？？！！
啊？？？？？？
高速难不成要我40速？
确实牛逼
没听说过这个新闻
新闻学魅力时刻
离谱
青天大姥姥
处决
奥德彪
青天大老爷
神风特工队我靠
？？？
绞刑么 正义
真是大好人，难得一见！难得一见！！！
法律建立在道德之上，没有道德法律也没有意义
青天大老爷
青天大老奶
卡丁车？
想起“高考女生撞死人”的事了
逆天标题
鲁莽骑行罪
我们就好像出事就得司机赔，这法律有明文规定吗？
关键是这个法官还是个马来人
在国内退一万步讲也要负30%的次要责任
好的国内有这样的法官和律师吗？？
我的天啊这得死得多痛苦多折磨
中式居合
雌性中的雌性！！女人中的女人！！！
逆天
女法官太厉害了，聪明又正义
？
死飞啊
b站一堆马来西亚的
牛逼
10天？
学新闻学的魅力时刻
？
马来西亚比中国超前
将大局逆转吧
骑自行车的违规应该赔偿司机
应该是被马来西亚的华人华裔群众称为当代包青天吧
好官
南京：？？？有人找我
让这些孩子的妈妈开车，爸爸出去玩一把蚊型自行车
可怕
反应贝壳牢弟
这句话太对了
我滴天呐！女王！我爱了
6
前段时间撞死骑车少年的司机都不知道出来了没
你为什么要扶，你为什么不提前3秒。哈哈哈
？
落泪了。。
怎么搞的
青天大姥姥！
邯郸的也应该这样判
我在疑问：马来西亚是发达国家还是发展中国家？为什么法律还有公平？这么先进？
啥啊这，这不找撞吗
河北哪个还没下文呢
晴天大姥姥
啊？
y
啊？逝者安息
同意
下辈子注意
塑料？没有花纹？
青天。活的青天。
这名女士很伟大
这种情况也只能发生在国外了。
黑暗荣耀现实版
想起了河北邯郸案~~~
学新闻学的
载入史册！！！！
我第一次知道这玩意，，
沈可婷是华人，被歧视的那波
国内有个女生，电动车逆行撞死一个，检察院可好了，还组织人搭救，前段时间收到了录取通知书，开启了愉快的大学生涯
《鲁莽》
东南亚版单警官
他们还用简体字？
法学魅力时刻
MS听说过，撞死了一群鬼火少年
骂得好
前列腺骑车
申金？
我哩个逗啊
。。？
天呐
啊？
命苦
青天大佬佬
怎么有安东星人
能不能学学这法官啊
这要放国内。。。。国内是只要有人死亡甭管有没有嘴都要赔偿
泥转菜盘？
咋想的…还能反复上诉
青天大姥姥！
青天大姥娘！
女士大义
牛逼
让我想起高考小电驴撞死案
好感动
我怎么感觉是他被撞了，只是对面的人死了而已
找似
牛啊
为什么要强调华裔。。
？
天
单警官：很难不支持
原来是您
希望女法官越来越多
盲猜hmz发的
up说的不准确，是1个带头唆使5个打一个，然后其他人加入，大约20-30人。之后拉回宿舍打，打完了改用熨斗，导致80%烫伤
牛！
青天大姥姥！必将长寿！！！
判得好
?
学新闻学的
真正的女性法官
女生才是真惨吧，遵守交规开车碰到这种事，还差点给判刑了
王浩：不可能，绝对不可能
这位法官太帅了
我哭了
我哭了
10天？？？
希望我国能多一些这样的好检察长
对啊，骑这种车图的不就是死吗，求仁得仁了啊这是
青天大姥姥！！！！
？？？
什么漏洞？
降了很久也没讲当时驾驶速度
我開車經過田間小路 車頭全是死蚊子
10天，天呐
冷知识：马来西亚说中文
？
就是应该触发监护人
我们的法律也该“进步”一下了
逆天
这个我可太熟了“他还答应了奶奶想当运动员，欧～奶奶”
青天大姥姥
逆天骑行
作死
那是人家去上訴吧 不然早結束了
GTO里的那个教导主任要负责，我第一次就是在书中看到这姿势的
？
建议鬼火少年同上法律
真正正义的使者！！！
最近的自行车事件，男的带着儿子在公路汽车‘
青天大姥姥
飞行的棺材
引进国内
能撞死8个人也是牛，虽然不是她的责任，但很明显不会开车
该啊
这位法官注定名留青史
大女人，厉害了
绵羊料理
尸体在飞翔
青天大姥姥！！
这种车能上路也是厉害！！！！
神经自行车
神了
南昌二中雅苑路校区英语老师张麟死了
天行创世纪学校梅戬实名嫉妒
?这玩意能上路？？？
逆天
那那些青少年如果也选择小心驾驶岂不是啥事没有
看看人家
绞刑？
女士大义！这是天使下凡了
想到了邯郸
法官女士理性冷静得可怕，职业素养极高
怎么是简体汉字？
还能这么玩？
王浩你看看
青天大姥姥……
应该给这个华裔女生赔偿精神损失费
私处特喵都有，真不是人
青天大姥姥
神风特攻队
你早说是马来的事我都不进来了，跟我有毛关系。。。
祸从天降
尊重自然选择
鬼火少年
看完再评价行吗
一斤鸭梨！！
来个大运创一下啊
钱给够了？
有点像死飞
稳辣！
蚊式战斗车，历史性能0.1
我的天哪
是鬼火少年撞的她
成步堂龙一
居然没和稀泥，一定是编出来的（
咿呀咿！
真能挖啊，七年之痒
没超速不就是小心驾驶吗
逆转裁判
神魔时候正义都需要顶着压力悲哀
2017年
所以之前的同情舆论是哪来的？怕不是水军吧
学新闻学的
老了很多
马来西亚啊，那没事了，魔幻国度
真厉害
抛开立场不谈，这个问题问得很外行。。
大青天，起码后续不会让觉得不公的来开大在咔嚓几个
你要这么说那确实牛逼
newbee
青天大姥姥！
找shi自行车
原来明白啊
好冲
牛逼
有没有现场的视频？光凭嘴说没用
团结的重要性
？这种这不是求死吗？
青天大姥姥
说自行车是靠阻力动的，其实汽车也是，高铁也是，人也是。你这抬杠抬得挺搞笑的
很好，公民们人生价值观正确！
不愧是东南亚，刻板印象增加了
牛！
出身吧这是
音效太刺耳看
这啥啊
死飞啊
女王
那些国家就是有一些这种危险的汽车方式 没有任何安全措施 问题是出事了你全责
当之无愧
对比某些网友高下立判了
啥漏洞？
马来西亚也用简体字
再看看国内骑自行的小男孩。司机还要承担责任
《律师魅力时刻》
不是法无禁止介可为吗
新闻学魅力时刻
自沙式自行车
？
把判决的法官噶了
牛逼
尊重社会选择
学新闻学的
我了个逆转裁判
天呐
改判绞刑 是指关18年之后再绞么
我靠！爽！
？
牛逼
马来和新加坡都是说汉语
火箭头槌
直达地狱骑法
Tian a taihaole
如果在咱这被告就没了
那没事了
原告？原告不都撞死了吗
青天大老娘啊！！！
说得好
得是什么情况才能撞到16人
卧槽
正确的
法无禁止皆可为？
Not      Guilty
文明国家就是好
刚开始看，好牛逼的赶脚
？
異議あり！
火车头来啦
6
卧槽去了刹车
再怎么谨慎，对方速度那么快，就是小车停着的，他们也得死啊
啊
卧槽
单警官是吧？
什么是华裔
这怎么避免啊对方速度那么快，冲着来的，就是刹车也来不及啊
当时有挑动民族情绪的，结果大部分马来族还是站在沈一边，因为这威胁的是所有遵纪守法马来西亚国民的利益。
青天大老爹
什么希拉里
主要是人多，1个2个早结案了
啊？？？？
标题学新闻学的
这车，人是横着骑的？
这句话放在哪都是真理啊！！！
马来西亚，不是中国，华裔不是中国国籍的
十天的折磨虐待，我敲
我们有王浩
啊
青天大老娘明鉴啊
气动超人
達爾文天擇進化車
那蚊型自行车想必驾驶的就很小心吧
逆天
去掉刹车？
啊？被动爆头非法骑行男孩的司机会不会赔钱
学新闻学的
标准的鬼探头
必须要有人送这几个原告父母上路
突然明白是怎么回事了，逆天小孩哥凌晨骑车瞎跑
当代包青天
不是环境都能糊弄过去
啊？
华裔不等于中国人，但中国人可能是华裔
女士大义！
学新闻学的
青天大姥姥
我生日
想死能不能简单点，别害人行吗？
？？？
标题党
ok明白了，好走不送！
怎么刹车？？
判得好哇
古美门魅力时刻
原来是鬼火少年
那改判无责啊，不过国内就不一定了，因为她没有预判
公道自在人心
青天大姥
《六年》
想开也可以拿命去开不怕死的话就去开凌晨三天记住dog
逆转裁判！
学新闻学的
我说看她眼熟
冰冷的孩子变成温暖的数字
不愧是人类
死得不冤
人文关怀可以适当赔点钱，但是坐牢实属过分了，这句话病句，就因为这样才会乱的
私募标题
？
没错！谁死不代表谁有理！
？
才150万？那我怎么听说2000万人声讨这个女士呢？
马来西亚666
逆天去刹车
国内法官学一学！这样的人性判定才有社会意义
？
我们不可能的，我们的是《未成年人(犯罪)保护法》
"谁能告诉我车把在哪里, 我没找到"
支持这位司机，交警不能滥用处罚，法官不能一刀切判罚。
“悲剧”
把思路逆转过来！
请来中国做法官
这是街攀
法律精神
货拉拉司机表示，我冤啊
王浩开麦
女士大义
相比马彩云
鲁莽驾驶罪听听这个罪名多新鲜呀
没有父母的孩子
好，国内需要这样的法官
怎么说呢，骑刑圈是这样的
？
撞死了也是你全责
不给车赔钱？
国际清汤大老爷
小心驾驶
推动了当地相关刑法的改进，挺好的
鬼火少年低配版
少些指责谩骂，多点全险半挂
青天老奶
那个啥车把在哪里？
青天大姥姥！
十天啊，受害者在这十天里得有多绝望啊
去 掉 刹 车
这个案件还有一个要点是，这个学校是军校霸凌案。
刹车去了
请问她哪里鲁莽了
发癫
清汤大老爷
？我学中文是让我看这个的吗？？？？
移民吧各位
应该是印度自行车
怎么不把车架也去了？
学新闻学的
这司机确实没错
objection！
监护人受罚建议推广
马来西亚有两成多华人，马来西亚华人基本都说叫哦中文
我最讨厌蚊子！
这居然能发出来
啊？天堂快车啊这是
国内不用想
真假？还有这种法律 我的天啊
先天冥界业绩圣体
二轮精神
太好了
好的，尊重自然选择
趴着那种？鬼才看得到人
……
疏于观察
华裔是华裔，华侨才是咱们国人，华裔管我们鸟事
咱们国内真该学学
牛
異議あり！
一面菩萨一面恶魔
？
邯郸
好就冲这个就该
好高的修改效率
不赔车钱吗
一边囸自行车一边开？
卧槽国外法律这么好
可以网报一下这八个家庭的家长吗
？？？？？自然选择
正义！！！！！
绞刑？真的假的？
唉这个女生太倒霉了
撞死人还能无罪，国外法律真先进
本来还以为是聊加拿大的那几个，结果是这么老的案子吗
由树木遮挡不是代表更没责任了吗
哈哈哈不死心多捞点
省流：鬼火自行车
我国正有一起类似的极度恶劣案件等待审判
还是好法官多啊
没刹车那不纯玩命吗
气     动     超     人
反观。。。。
作为一个公路车党表示不能理解，你要快点骑躺车，非要整个来改造干嘛？
共忍急
？
车损，精神损失费，都得让骑手的父母赔偿
意义明确
马来西亚到底是个什么国家？？？
这才是真正神张正义的法官
这就是真正的法律，因为这样能够避免更多人前赴后继的作死
笑死
想到国内那帮汽车道飙车的《骑友》
？？到底是谁要小心啊啊
逆转裁判:骑行的逆转
一针见血！
为什么去掉车把？
？
青天大老爷！！
"中国有句古话： No zuo no die, Why are you try?"
呃呃
青天大姥姥。不要管女性叫姥爷好吗
印度摩托式骑法
哪个天才发明的这玩意
安息吧中国的正义
啊？
牛逼
青天大姥姥
活着也是祸害
最后还得金钱的力量
我擦
单警官行为
6，还好有那名法官
789878878987898789878987898789878987
？？？？？？
0.111111111111111111111111111111111111111111111
草
我靠这是人？
我去这种法官真的不错，岂止是不错了啊
青天大姥姥！！！！
这种要特定赛道才能玩吧，最起码也得报备吧
小心驾驶也遭不住对面硬往上撞啊
？
打不过就加入
这破事要说多少次啊 都一个套路 靠标题
作死
我靠
快来南京吧
最尊重法律的亚洲国家
南京法官：不信谣不传谣
国外和国内的区别，感叹
这就不奇怪了
？
让她来南京
这造型怎么看都像想提升天啊
这女生遇到贵人了
？？？
机动车遇到比较矮小的东西，的确会遇到盲区（看不见的地方），才发生碾压 碰撞什么的
果然是骑行者
印度杂技？这么多人一起
网友最正义的一回
不和稀泥
?
马拉版死飞？
这是人性的光芒和法律的尊严的完美结合！！
?
法官注意安全啊小心被报复
遥遥领先世界
投胎做蚊子
牛
?
正义的法官啊
青天大姥姥！
武德充沛！
青天大姥姥！！！
原来真的是青天大老爷呀
需要更多女法官
不应该人道主义赔偿吗doge
没刹车是真没绷住
我嘞个，这是什么东西啊
学新闻学的
那是怎么得到舆论的同情的？前后矛盾这不是
那没事了
马来西亚官方语言有英语汉语马来西亚语，英语最常用，那边的路牌就是纯英文的
这是中文吗？我怎么看不懂？
汽车司机是要小心，但是也没有预言能力，也没有透视能力主动往上撞的这有什么办法
抗日时期 马来华人是捐款最多的，3份之二
鬼火beta版本
省流：headshot
还是好人多啊
冷饭硬炒
？你早干嘛去了
这不是求仁得仁吗，能有啥问题
这下没意见了
这不就是典型的鬼火少年吗
原告是谁
死的不冤
骑行带孩子被对面路压死的那个能不能也无罪无赔偿
窝草~
wtf？
他们是懂新闻学的
没有剧透，我提前猜一下是小屁孩骑蚊子车被撞死了
？？？？
给邯郸那三个也来一个
这比鬼火危险多了啊
也像蚊子一样，被一巴掌拍死了
女士大义
哈青天
？
就应该这样
逝者安息
撞了他们是实现了他们的愿望
她力量
球球，你别吓粑粑
是军校生
逆天
青天大姥姥！
等着看完
你们猜猜他们的孩子为啥这样?
自行车比赛不是都禁了这种动作
地上有球球滚过来你来得及刹车嘛？
这个思路咋跟正常人不一样啊？有树木遮挡不应该更不关女主的事儿了吗？
？？？？
女王！
香港豆？
看完再发弹幕，女生没有违规驾驶
？
好好学学
不是这还有四审？
等会，不踩踏板是怎么动的
他们就为了快
青天大姥姥！
原告不是死亡了吗
我超牛壁
这确实跟她没有关系啊
希望能借调来华国专审碰瓷案
比幼儿平衡车还简约？
暗区突围！
恐怖。。。
绝对的青天在世
逆转！
女法官叫大老爷？？大姥姥！！
可惜在中国永远不会有这样的判决，因为非机动车和机动车发生事故，机动车最少负10%的责任
大马华人很多的
想不到戴头巾的女法官比南京法官更具备几千年人类正义伦理道德观
