标题,Up主,URL链接,播放量,弹幕量,简介,点赞量,投币量,收藏量,分享量,分区,上传日期
这一刀，劈出了整个盛夏5.0！！！,佐悠-Leisurely,https://www.bilibili.com/video/BV12E421w7yF,111.1万,2244,"喜欢本期视频就给阿婆主点个三连叭！谢谢力！
呃！我不打扰！
我走了哈！",10.6万,1.3万,10.6万,1246,"['教育优惠真香', '游戏', '电子竞技', '大学', '电子竞技', '娱乐', '搞笑', '王者荣耀', 'MOBA', '铠', '教育优惠', '哔哩哔哩开学季', 'up！新学期']",2024-08-20 18:00:00
最难出来的一集...,呱唧菌,https://www.bilibili.com/video/BV1Nf421B7NP,829.1万,5515,Not Found,37.3万,3.0万,37.3万,1.6万,"['生活', '搞笑', '高能', '搞笑', '鬼畜', '段子', '呱唧']",2024-08-16 19:30:00
啥!我来cos黑神话悟空?,魔改丶老K,https://www.bilibili.com/video/BV1SW421X7Lk,248.1万,2285,这次cos体验还是挺不错的，虽然没有我大甲累，但是他的面罩是排不了汗的，毕竟第一次cos猴，下次如果还有机会继续体验~,29.2万,1.8万,29.2万,7005,"['生活', '日常', '手工', '孙悟空', 'cosplay', '黑神话悟空', '拓竹科技', '天命人', '拓竹']",2024-08-17 18:05:56
7年经验外卖小哥！没结婚已买房？ 挑战花100元街边随机抓外卖小哥带我去吃干净的店,阿真仔,https://www.bilibili.com/video/BV1aw4m1k7zX,199.8万,1339,Not Found,16.6万,3926,16.6万,779,"['美食', '美食侦探', '外卖', '探店']",2024-08-18 16:30:00
打了4个小时终于过第一章了，差点见不到黑熊精,磊哥游戏,https://www.bilibili.com/video/BV1Qz421i7JU,147.9万,2180,打了4个小时终于过第一章了，差点见不到黑熊精,11.2万,4000,11.2万,1559,"['游戏', '单机游戏', '黑神话悟空', '灵虚子', '金池长老']",2024-08-20 16:07:42
爱的教育在此刻形成了完美的闭环,香蕉猫的快乐生活,https://www.bilibili.com/video/BV19uWpeBEh2,79.0万,607,-,23.2万,6246,23.2万,497,"['猫meme演我精神状态', '生活', '搞笑', '情感', '正能量', '教育', '感动', '小朋友', '搞笑新星训练营2024 3.0']",2024-08-20 18:45:25
脆骨症第三期,佳楠很难,https://www.bilibili.com/video/BV1gE421w7M6,200.3万,2697,喜欢就点个关注吧~,1.8万,3670,1.8万,109,"['推荐宝藏游戏', '游戏', '单机游戏', '游戏实况', '实况解说', '沙盒游戏', '我的世界', '五仁月饼团队', '热门', '佳楠', '脆骨症', '制作不易']",2024-08-19 16:45:00
你还在等TA吗？,茶盒TBking,https://www.bilibili.com/video/BV1y4WneEEMi,66.3万,7703,"需要头像，皮肤素材的关注我进粉丝群获得
一键三连是对我最大的支持！
喜欢就点个关注吧！",6.0万,1.5万,6.0万,857,"['游戏', '单机游戏', 'MC', '童年回忆', '单机游戏', '回忆', '童年', '游戏', 'MINECRAFT', '我的世界']",2024-08-20 14:28:22
【黑神话】版本最强流派！棍花竟成为版本之子！爽游模式启动,星漓ovo,https://www.bilibili.com/video/BV1s7WteBEmp,189.1万,884,-,9.1万,7237,9.1万,2.9万,"['黑神话悟空攻略在此', '游戏', '单机游戏', '孙悟空', 'steam', '黑神话', '教程攻略', '黑神话攻略', '《黑神话：悟空》8.20 直面天命', '黑神话天命人来也']",2024-08-21 08:52:07
逆天改命的关键在于早睡,机械叶绿体,https://www.bilibili.com/video/BV1dz421v7Z1,47.3万,611,-,7.3万,1.1万,7.3万,1.2万,"['夏日整活大赏', '生活', '搞笑', '心理', '健康', '睡眠', '熬夜', '身体健康', '存在主义', '焦虑', '抑郁', '睡眠问题', '搞笑研究所2024 5.0']",2024-08-18 21:47:30
NMIXX最新回归曲See That MV公开,pcyxjy,https://www.bilibili.com/video/BV1Br421M7ZV,89.9万,9883,yt,5.7万,9647,5.7万,1.9万,"['音乐', 'MV', 'NMIXX']",2024-08-19 17:06:35
“mvp结算时间......”,文月无心很妖,https://www.bilibili.com/video/BV1Df421v72p,144.7万,354,Not Found,19.5万,1.1万,19.5万,919,"['影视', '影视剪辑', '电影', '剪辑', '影视混剪', '混剪', '电影剪辑', '影视剪辑', 'MVP', '反差']",2024-08-18 08:00:00
好消息!hpv疫苗免费啦!,对话中的暂停,https://www.bilibili.com/video/BV1uf421B7pu,56.4万,1487,Not Found,13.0万,2.6万,13.0万,1.1万,"['B站短片计划', '影视', '短片', '女子好消息', 'B站剧情创作人2.0']",2024-08-20 19:00:00
《黑神话：悟空》最终预告 | 8月20日，重走西游,黑神话悟空,https://www.bilibili.com/video/BV1oH4y1c7Kk,1778.5万,7.6万,"由游戏科学开发的西游题材单机·动作·角色扮演游戏《黑神话：悟空》，今日发布正式发售前的最终预告片。
本片包含首次露出的战斗玩法与剧情动画，亦有新的关卡与角色。
所有演示内容，均为PC版本实机录制。

本作将于 2024 年 8 月 20 日上午 10 点（UTC+8）在 PS5 / STEAM / EPIC GAMES STORE / WEGAME 平台正式解锁游玩。
现在购买：https://www.heishenhua.com",134.6万,122.1万,134.6万,60.4万,"['游戏', '单机游戏', '主机游戏', '单机游戏', '游戏', 'ARPG', '黑神话悟空', 'PS5', '角色扮演', '动作游戏', 'Steam', '游戏科学']",2024-08-08 10:00:00
“这狗我认识，考研的时候跟我坐同一排”,六点纪录片,https://www.bilibili.com/video/BV1FbpyeGEdQ,81.4万,223,-,18.1万,1245,18.1万,6993,"['生活', '日常', '搞笑', '万万没想到', '狗狗', '监控', '保安', '成精了', '狗狗能有什么坏心思']",2024-08-19 09:22:35
那些年买过的宿舍小零食！,谭井同学,https://www.bilibili.com/video/BV1KKWWehEzQ,182.7万,67,Not Found,6350,1346,6350,47,"['美食', '美食测评', '测评', '零食', '吃货']",2024-08-20 17:17:02
《崩坏：星穹铁道》星旅一瞬：「迷路浮沉」,帕姆的收藏夹,https://www.bilibili.com/video/BV1kW42197iE,71.2万,1408,「选择」永恒交织着人生迷路的每一局。一局战争苦，一局救世心，一局方生方死，一局方死方生…「出口」何寻，「出口」难寻。,8.6万,1.4万,8.6万,4882,"['游戏', '手机游戏', '崩坏：星穹铁道', '崩坏星穹铁道', '星旅一瞬', '崩坏星穹铁道椒丘', '米哈游', 'miHoYo']",2024-08-19 11:00:00
《马达加斯加》第9集：资源极其丰富的荒岛上！这么大的龙虾见过吗？巴掌大的海螺也是直接吃到嘴软！,OK哥环球探海记,https://www.bilibili.com/video/BV1nU411S7mV,166.7万,2535,Not Found,3.9万,1.3万,3.9万,1514,"['还是淘宝香', '生活', '出行', '#海钓', '#赶海', '#抓螃蟹', '#夏日奇遇记', '#抓龙虾', '#荒岛探索', '#无人岛', '马达加斯加', '#荒岛']",2024-08-20 16:14:31
那些只打高端局的歌曲！,小杯清柠茶,https://www.bilibili.com/video/BV14EpZe4Efk,95.6万,215,-,2.0万,4896,2.0万,489,"['音乐分享官', '音乐', '音乐综合', '歌单', '歌曲', 'unravel', 'Dehors', '暮色回响', '高端局', '凄美地', '音乐分享官暑期特别企划']",2024-08-18 12:00:00
吃 的 最 撑 的 一 集,萝太永不破防,https://www.bilibili.com/video/BV1Px4y1s7fg,111.0万,1889,-,9.1万,5907,9.1万,1.0万,"['游戏', '单机游戏', '娱乐', '搞笑', '攻略', '游戏实况', '黑神话悟空', '动作游戏', '虎先锋']",2024-08-20 22:38:26
男子新婚却因200元，手持菜叨堵门威胁……,盼之代售app,https://www.bilibili.com/video/BV1h2421Z7gE,108.9万,7027,"应用商店搜索-盼之代售App
up主公司在成都，八百多人团队
账号有问题都是先赔付再让强哥和悦悦线下追回，绝对放心！",10.8万,2737,10.8万,2062,"['整点电子榨菜', '游戏', '手机游戏', '游戏', '电子竞技', '搞笑', '生活', '线下真实', '抽象', '反诈骗', '账号找回']",2024-08-18 18:00:00
这种游戏极其适合和朋友一起玩 #4,楠方a,https://www.bilibili.com/video/BV12S411w71J,102.1万,506,Not Found,4.1万,2026,4.1万,796,"['推荐宝藏游戏', '游戏', '单机游戏', '游戏实况', '朋友']",2024-08-20 03:42:03
绘黑悟空 魑魅魍魉,MEspace天植,https://www.bilibili.com/video/BV1jE4m1d7LQ,117.8万,1061,-,34.0万,10.9万,34.0万,1.1万,"['一起来画画吧！', '生活', '绘画', '绘画', '孙悟空', '手绘', '绘画过程', '游戏', '原创', '西游记', 'mental canvas', '一起来画画吧！暑期绘画逆袭之路2.0']",2024-08-17 18:04:32
“当课本照进现实的那一刻，教育实现了它的闭环～”,咕咕啊啊咕,https://www.bilibili.com/video/BV1Bz421i7nD,221.1万,136,-,5.8万,6478,5.8万,536,"['生活', '出行', '摄影', '风景', '生活记录', '高能', '课本', '高中', '记录', '地里']",2024-08-18 11:47:16
实战对比丨一个视频告诉你面试最大的信息差！,-LKs-,https://www.bilibili.com/video/BV1ST421k7LP,57.4万,3714,"秋招在即，面试是找工作的必经考验，但它考的并不只是学习和成绩，而是存在很多思维逻辑上的信息差。本期我找来了3位不同资历的求职者，以及4位大厂现役面试官，做了一次无限接近真实的模拟面试+复盘。视频很长可以自行调整有需要的部分，希望对各位未来的面试能有所启发

1:05 - 面试官阵容&规则
3:19 - 选手自我介绍
6:31 - 经历类问题
14:18 - 业务类问题
23:39 - 职场关系问题
27:04 - 身份揭晓+复盘打分

3轮完整版音频：pan.baidu.com/s/1YE7O2pqcHLikykGIaZYRLw?pwd=1111 

*本视频不含任何广告，面试音频仅供学习参考，不可二次发布于任何平台or售卖
*选手均为临场发挥不可能做到尽善尽美，请友善评价",4.3万,1.7万,4.3万,5430,"['2024秋招季', '知识', '职业职场', '求职', '大学生', '面试技巧', '大厂', '运营', '干货', '互联网', '找工作', '校招', 'B站秋招季']",2024-08-20 12:00:00
美元、日元、人民币…为什么涨/跌？ | 美元跌宕50年,小Lin说,https://www.bilibili.com/video/BV1ub421J7jv,76.4万,3999,"最近这两年，外汇成为了大家热议的话题。
人民币、美元、日元，究竟会涨还是会跌？
今天，咱们就通过历史上各个国家经济震荡、汇率起伏的例子，来尝试讨论一下——什么决定了外汇的价格。",5.1万,2.7万,5.1万,2542,"['青年用「财」图鉴', '知识', '财经商业', '货币', '外汇', '经济', '美联储', '汇率', '美元']",2024-08-20 18:35:08
《楚门的世界》隐藏的海量细节！这片差点就成金凯瑞遗作啊！,电影冷知识,https://www.bilibili.com/video/BV1eZ421N7WG,111.8万,430,Not Found,8.6万,1234,8.6万,217,"['人人都能聊影视', '影视', '影视杂谈', '金凯瑞', '搞笑', '原创', '楚门的世界', '电影', '幕后', '细节', '人人都能聊影视3.0']",2024-08-19 16:10:44
女生下课 VS 男生下课,面粉社长,https://www.bilibili.com/video/BV1ez421i7BF,156.7万,8230,"纯属娱乐，请勿当真。
三连助力UP更新动画，我在这里替阿冲谢谢大家了，你敢投，我就敢肝，记住点波关注哦！",4.2万,1.8万,4.2万,312,"['奇妙动画剧场', '动画', '同人·手书', '原创动画', '暑假', '动画短片', '搞笑', '对比', '区别', '动画嘉年华2024·无限同人']",2024-08-20 17:24:42
探秘法国奥运会！冠军庆功宴！都吃什么？,HOLA小测佬,https://www.bilibili.com/video/BV11M4m1y7Sz,513.0万,6749,探秘法国巴黎奥运会，奥运冠军都是怎么庆祝胜利的？庆功宴上都吃些什么？那今天就跟小测一起！登上奥运冠军广场上的埃菲尔铁塔！一探究竟！,13.3万,4.4万,13.3万,5261,"['运动哔计划', '美食', '美食侦探', '4K', '美食', '法国', '测评', '试吃', '奥运会', 'X4全景相机', '探店', 'Insta360', '开启暑假的100种方式']",2024-08-17 18:30:00
希望你们牵大狗的都自觉一点！,肉包耶耶的麻麻,https://www.bilibili.com/video/BV1G8pmeTE5u,114.1万,156,-,19.6万,583,19.6万,1940,"['毛孩子放风计划', '动物圈', '汪星人', '汪星人', '大狗', '萨摩耶', '狗狗', '萨摩耶肉包', '雪橇三傻', '毛孩子放风计划 亚宠季']",2024-08-19 17:46:16
好不容易当一波正宗老鼠，等我来到辐射居然没人,地铁逃生銍轪,https://www.bilibili.com/video/BV1fm421g7fN,203.7万,1236,-,2.6万,2504,2.6万,134,"['游戏', '手机游戏', '搞笑', '游戏', '地铁逃生', '地铁逃生新赛季', '游戏日常', '和平精英']",2024-08-18 18:24:51
被骂上热搜的“老二不讨喜事件”撕开了多少父母的遮羞布,老炮电影,https://www.bilibili.com/video/BV1CS411w7gY,372.7万,1197,被骂上热搜的“老二不讨喜事件”撕开了多少父母的遮羞布《请回答1988》,7.0万,2708,7.0万,854,"['人人都能聊影视', '影视', '影视杂谈', '社会', '电影解说', '人人都能聊影视3.0']",2024-08-17 17:00:00
《黑神话：悟空》观影向全剧情丨全主线丨纯剧情精剪【4K 无UI】（更新第二回）「游影社」,游影社,https://www.bilibili.com/video/BV1RuWpezE7h,97.1万,5007,"游戏名：黑神话悟空
开发：游戏科学
录制平台：PS5
录制\剪辑：",2.4万,1.3万,2.4万,7775,"['黑神话悟空攻略在此', '游戏', '单机游戏', '剧情向', '悟空', '孙悟空', '4K', '黑神话悟空', '动作游戏', '《黑神话：悟空》8.20 直面天命']",2024-08-20 19:20:02
《坏了，这次要寄了》,凶鸭栗,https://www.bilibili.com/video/BV1RZ421T7fZ,153.6万,900,"《SOS》坠机的下集，荒岛历险!
上集链接：https://www.bilibili.com/video/BV1pT421X715/",17.8万,5795,17.8万,3175,"['原神UP主激励计划', '动画', '同人·手书', '原神纳塔', '玛拉妮', '原神', '原神UP主激励计划4.8']",2024-08-18 19:35:13
七日封校怪谈后续（狼人杀）,cheems全明星,https://www.bilibili.com/video/BV1aS421X72z,146.5万,243,Not Found,1.1万,2238,1.1万,44,"['原创搞笑剧情', '生活', '搞笑', 'BILIBILI金电视奖']",2024-08-19 14:13:53
