我们学校也有像汤老师一样，在守护我们的人（自豪），谢谢老师
慈眉善目
安全驾驶的重要性
撞交警就是cs
你知道我上一个视频笑的有多开心吗awa
致敬
我六年级语文老师就叫汤老师
致敬
致敬
致敬
致敬
致敬！
致敬
致敬
先生大义！
致敬
致敬！
致敬
致敬！
致敬！
致敬
先生大义
致敬
致敬
真正的英雄！！
致敬！
致敬
先生大义
致敬
好帅啊
致敬
致敬
先生大义
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
汤老师致敬
致敬
致敬
致敬！
致敬
好感动啊
致敬
致敬
致敬
先生大义
先生大义！！
致敬
致敬
致敬
致敬
人间正道
致敬
致敬
致敬
致敬！
致敬
致敬
致敬
致敬
致敬
这种人才是感动中国年度人物
致敬
致敬
致敬
好感动
致敬
情报是真的
致敬！
致敬！
致敬
致敬
致敬
什么才是感动中国
致敬
致敬
致敬
致敬
致敬
先生大义
致敬！
致敬!
致敬
致敬
致敬
致敬
致敬
祝老师长命百岁
致敬
致敬
致敬
致敬
致敬
致敬
可爱的人
致敬
致敬
致敬
致敬
先生大义
先生大义
致敬
致敬
谢谢汤老师
致敬
致敬！！！
致敬
致敬
致敬
致敬
致敬
呜呜，汤老师!
致敬！！
致敬
致敬!!!!!!!
致敬
大义啊先生
致敬
先生大义
致敬
好老师
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬！
致敬
先生大义
致敬！
致敬
致敬
情报是真的？
致敬
致敬
照片中红色的背景此刻不再是一句空话，因为善良的人变的熠熠生辉
致敬
致敬
致敬
这才是人民英雄！
黄眉你输了
看不得这种，看一看就看不清了(T ^ T)
致敬！
致敬
致敬
致敬！
致敬
致敬
致敬！
致敬！先生大义！
致敬！
先生大义
致敬！
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
纳尼，情报是真的?!
致敬！
致敬
致敬
致敬
致敬
致敬
致敬
致敬！
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
向老师致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
我哭了
致敬！
致敬
我擦，情报是真的！
致敬！
致敬
致敬
致敬
致敬！
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬！
致敬！
致敬！
致敬
致敬
致敬！
致敬
致敬
致敬！
致敬
先生大义
致敬
致敬
致敬
致敬！
致敬
致敬
致敬
致敬
致敬！
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
不怕编故事，就怕有图片。
致敬
泪目
致敬
致敬
致敬
致敬
致敬！
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
我的老师也叫汤老师
致敬
致敬
致敬
致敬
致敬
好人一生平安啊！
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
先生大义！
致敬！
致敬！
英雄
致敬！
致敬
致敬
纳尼，情报是真的
致敬
致敬
致敬
致敬！
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬！
致敬
致敬！
致敬
致敬！
致敬
致敬
致敬
致敬
致敬
致敬
真的致敬卫士
致敬！
先生大义
致敬
先生大义
株洲人泪目了 致敬！
致敬
致敬
致敬
致敬
致敬
老师真好
致敬 好老师
致敬！
致敬
先生大义
致敬
英雄！
致敬
致敬
致敬
致敬
致敬
致敬
致敬
