标题,Up主,URL链接,播放量,弹幕量,简介,点赞量,投币量,收藏量,分享量,分区,上传日期
成年人最大的自律就是不滥生无辜,叶公子ye,https://www.bilibili.com/video/BV1Ei421a7dT,517.2万,331,成年人最大的自律就是不滥生无辜,5.6万,3163,5.6万,1447,"['B站小剧场', '影视', '小剧场', 'B站剧情创作人2.0']",2024-08-19 15:36:24
时尚奥运 - 灵感来自各国国旗的搭配,surfdog,https://www.bilibili.com/video/BV1Ty411q7DV,61.4万,1163,"微博@internet-garcon-pdf
时尚奥运 - 灵感来自各国国旗的搭配",16.2万,3931,16.2万,5314,"['时尚', '穿搭', '时尚', '设计', '品牌', '服饰', '穿搭', '时装周', '奥运', '服装设计', '灵感', '国旗']",2024-08-18 10:40:37
午睡不能睡太久，要不会感觉后背发凉。(作者：张林、窦泽林、李嘉盟、俸万军；编辑：韩咏轩)#兵哥哥 #午休 #站岗,北部联勤兵,https://www.bilibili.com/video/BV1oZ421T795,323.5万,397,午睡不能睡太久，要不会感觉后背发凉。(作者：张林、窦泽林、李嘉盟、俸万军；编辑：韩咏轩),20.2万,536,20.2万,606,"['生活', '日常', '生活记录', '军人', '兵哥哥']",2024-08-19 18:00:00
【奈德】人类极限游泳记录，64岁老太历时52小时横跨海峡！,流心影者,https://www.bilibili.com/video/BV1NW421R7JE,676.7万,2303,年龄困不住梦想,15.3万,9711,15.3万,2645,"['影评观点开放麦', '影视', '影视杂谈', '电影解说', '励志', '真实事件改编', '高分电影', '人类极限', '奈德', '暑期星榜天团创造营']",2024-08-16 10:51:50
连云港.孙良轩✖️老唐 吃豆丹,真探唐仁杰,https://www.bilibili.com/video/BV14W42197mG,116.0万,1680,"餐饮,是个挑战人性的行业",12.3万,2111,12.3万,1989,"['我们的小城游记', '美食', '美食侦探', '美食', '探店', '美食探店']",2024-08-18 11:30:00
拍照第一次收小哥的钱，还赚了不少。,良田田田,https://www.bilibili.com/video/BV1iS411w7vs,52.4万,797,Not Found,13.2万,2.0万,13.2万,404,"['时尚', '时尚潮流', '生活', '努力']",2024-08-18 17:00:00
【周深｜综艺】《音乐缘计划》EP01 演绎《沉默的羔羊》坚定逐光,周深工作室,https://www.bilibili.com/video/BV1P4421f7cV,39.6万,4744,Not Found,4.7万,4.5万,4.7万,6776,"['音乐', '音乐现场', '周深', '沉默的羔羊', '综艺', '华语现场']",2024-08-18 21:04:15
《我也没往里下药啊》,伤心欲茄222,https://www.bilibili.com/video/BV1wm42137cM,138.0万,1239,素材：王大帅,18.3万,3311,18.3万,6337,"['搞笑研究所', '生活', '搞笑', '搞笑', '八嘎', '搞笑研究所2024 5.0']",2024-08-19 13:10:26
三元饭堂的人情味...,三元饭堂,https://www.bilibili.com/video/BV1Sr421M7qt,44.0万,574,"如果我是他，
肯定不如他.....",8.9万,7.4万,8.9万,1178,"['让生活动起来', '生活', '日常', '汕头', '爱心', '情感', '生活记录', '公益', '三元饭堂', '汕头公益', '吃饭', '残疾人', '生活万花筒13.0——让生活，动起来']",2024-08-19 09:15:00
为了拍cos，我请了一辆吊车？,蓝染碎月,https://www.bilibili.com/video/BV1Br421K7A6,388.5万,909,策划：,16.8万,6.2万,16.8万,2869,"['时尚', '仿妆cos', '摄影', 'cos', '娜维娅', '原神娜维娅', 'Vlog', 'Cosplay', '原神']",2024-08-16 11:48:08
《无规则版球赛》,项真爽,https://www.bilibili.com/video/BV1Fx4y147yZ,138.6万,803,Not Found,11.2万,2868,11.2万,1137,"['生活', '搞笑', '原创', '娱乐', '逗比', '搞笑', '生活记录', '日常', '恶作剧', '打脸', '沙雕', '真香']",2024-08-19 12:00:00
我觉醒了九族消失之术,圆桌动漫,https://www.bilibili.com/video/BV1QZ421T7Au,154.9万,2759,Not Found,3.3万,4502,3.3万,313,"['国创', '国产原创相关', '搞笑', '圆桌宇宙']",2024-08-18 17:00:00
男朋友太敏感了怎么办？,龙龙和卷卷,https://www.bilibili.com/video/BV1L142187LH,104.5万,856,Not Found,7.2万,1766,7.2万,2587,"['搞笑研究所', '生活', '搞笑', '情感', '爱情', '搞笑', '娱乐', '情侣', '恋爱', '男朋友', '吐槽', '两性', '搞笑研究所2024 5.0']",2024-08-19 15:00:43
主旋律封神！《黑神话：悟空》新版主题曲,JLRS-jayfm,https://www.bilibili.com/video/BV1Xw4m1r7eJ,163.0万,1339,"主旋律封神！《黑神话：悟空》新版主题曲

音响：真力1234
录音MIC：纽曼149 2支
录音设备：SSL Duality Delta Pro Station + Protools
侵删",7.8万,2.6万,7.8万,1.4万,"['电台新星征集令', '音乐', '电台', '西游记', '悟空', '游戏音乐', '主题曲', '预告', '黑神话悟空', '新版主题曲', '主旋律', '游戏科学', '电台新星征集令2.0']",2024-08-18 10:14:10
