？干活的人啥样干活就啥样，干活的样子还有定式了？
[ohhhh]
力量感
好想吃
看哭了
[ohh]
有点震撼
只能想起“版印书籍”剩下的都想不起来了
想吃
破窑赋
[ohh]
女人：今天吃泥巴
每个字都只拍写一笔
蒙太奇手法拍摄
团队的力量
[ohh]
好浮夸哈哈哈
不会写字吧doge
活字印刷。
[ohh]
[ohh]
《白芷》
[ohh]
还以为是吃的呢
又有微生物，又有，寄生虫
太复杂了比我想象的，这应该是非物质文化传承
BGM好评
各位都投投币支持一下吧，老手艺不多了。
好腰！
天有不测风云，人有旦夕祸福……
能文能武的姐
[ohh]
粗中有细，这活儿真不好干啊
[ohh]
真的好漂亮
原来是这种方法吗
厉害！！
本身地里的女性就都是满身肌肉的 女生都应该有肌肉 多美啊 还能保护自己
[ohh]
↑鼻炎患者
[ohh]
姐姐好厉害啊
奶奶以为的外卖制作过程
[ohh]
可见古时的知识多金贵，而今时不同往昔
正正方方的好可爱
哇哦
有力量的女性 感觉真棒啊
想买
直接都可以写反字吗，确实好厉害啊
厉害厉害!
好玩
啊 原来是有顺序的 太厉害了
咦！换衣服了
[ohh]
[OHHHHH]
混入其中
[ohhhh]
她力量！
[ohh]
污染河水
每个字只写一笔
看到最后!
好抽象
[ohh]
好喜欢啊
跳近染缸！
好厉害
[ohh]
[ohh]
[ohh]
[ohh]
果然汗出得多到一定程度皮肤就会巨好，姐姐神态也好美
[ohhhhh]
[ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh]
[ohh]
卧槽才看到标题，人瞬间一麻点赞投币了加油
这是高粱地，多么明显的高粱穗
woc美死了
地母姐姐
[ohhhhhhhhhh]
321跳
[ohh]
[ohhh]
这里好美！
[ohh]
[ohhh]
毕导
[ohh]
进度条危机。
[ohh]
姐姐太厉害了
感觉两个币都不够
姐你的腰啊，爱护点
古法绿豆糕
看的我好累，真是辛苦我了
泥巴小狗哈哈哈哈哈哈哈
[OHHH]
《你这背景太假了》
我丢！？成型了
[ohh]
有点痛苦，想起来老师让我们背活板原文+注释+翻译了，背了整整三天
我的妈呀
开饭
这不顺便烤只羊
饿了
任素汐唱的 很优秀的人
[ohh]
6
二十四字核心价值观？
弃之，食锅
肃然起敬
[ohh]
[Ohhhh]
太牛了
确实是十万粉的up整十万粉的活
你是我的姐
好厉害
烧成陶瓷了
姐姐好帥
[ohh]
[ohhhhh]
好厉害
关注了姐
我来给姐姐按腰
太强了我的姐！
字好漂亮
天哪！
某些人看女生能做成这个东西，急了
你币有了
我真的无语了，某些迷惑人能不能不要再吵了？我是来看活字印刷的，不是来看男女对立的
[ohh]
[ohh]
修勾
突然想玩泥巴了
不是，你来真的啊？
请抹我脸上
最近天气转凉，小心防韩
这是我爸妈口中的冰淇淋制作过程
謝謝
怎么写反字啊，感觉很难
[ohh]
厉害
[ohhh]
[ohh]
原来做法这么神奇啊！！！
[ohh]
感觉这才是我梦想中的体型
近期天气转凉，小心防韩
對啊！這麽厲害，粉絲漲的有點慢
[ohh]
满江红
电源效果
[ohh]
[ohh]
我靠 好看
和的一手好泥
[〔ohhhh〕]
[Ohhh]
火钳刘明
[ohh]
好了，可以吃了
[OHHHH]
[ohh]
哒哒哒冒蓝火
[ohh]
泥活字？
[ohh]
二刷
印刷？
欧尼酱
好工整好好看的字啊
[OHHHH]
大泥土
一二三跳进黄河~
哇！！！
好棒啊
[ohhhhh]
一二三 跳！
一二三 跳！
一二三 跳！
纯摆拍
好有力量的女性！！！
好有力量的女性！
摆拍
[OHH]
姐姐好有力量好美！！！
[ohh]
这身材太好了吧
九阳神功秘籍吗？
？我趣！
我以为是个技术博主，原来是个美食博主
后面的是做纸？
[ohh]
活字狗狗
感觉姐能一拳给我抡亖（doge）
文武双全
你们是真饿了
哇哇哇哇
太强了
[ohh]
[ohh]
好牛
厉害
好厉害…
牛批！
三连就是这么用的
[ohh]
[ohh]
饿急了沾点泥巴的米吃了算啥
欧尼酱
天冷了注意防韩
这玩意可以吃啊？
太厉害了
已投币
保留的模块换个方向还能印刷吗
殴泥匠
哇哇哇哇哇
我去
[ohhhh]
太厉害了吧！！！
[ohh]
可是脆脆的看着真的好好吃的样子
[ohh]
四大发明之一啊！
赌书消得泼茶香，当时只道是寻常
[OHHH]
[ohhhh]
啊？现在的课文里有这一篇？
牛
若止印三二本，未为简易，若印数十百千本，则极为神速
[ohh]
人教版七下《活板》
恐怖故事：进度条
哇塞厉害
活字印刷术
仿佛我才是那个老古董，竟感叹古来的手艺
则以一平板按其面
[ohhhh]
药稍熔
[Ohhhhh]
[Ohhhh]
[ohhhhh]
[ohhhh]
[ohh]
[OHH]
啊？
习惯性的呼了一口气。
[ohh]
雄鹰班的女人
[ohh]
这真的都是连贯一个人完成的吗
好腚
厉害
看到我姓了
多细致的手工活
拓印
[ohh]
叫花狗！
女人中的女人
我以为会先用纸 然后把纸翻过来。。
鸡皮疙瘩起来了，好厉害啊
而且还得反着写
这币是一点都保不住了
[ohh]
八十！
[ohh]
加热就能取下来，这些字块还可以再用，就是活版印刷
[ohh]
啊？宋体
好好听这个声音
[ohh]
力拔山兮气盖世
团队搞得
当然有团队的 怎么可能都是她一个人干的
太帅了！！！谁懂啊！好震撼
有点鸡肉
[ohh]
看着超级感动
课文不用背，但是我们老师让背
应该是为了填补经过火烧的字印的缝隙吧
万一哪天穿越了用
能文能武！太强了
[ohh]
[ohh]
喜欢姐姐展示出的劳动女性的力量
泥巴可重了，有些人到底在阴阳什么
好厉害
好腚
惊艳
突然饿了dogre
[ohh]
烧制过了，所以拿来煮不会化
欧泥浆
方便
[ohhh]
不看标题，还以为做新型麻将
OH
[ohh]
[Ohhhhhhhh]
麻婆豆腐制作过程
所以古代书很贵啊
[OHHHH]
[OHHH]
[ohh]
我是知道这些东西为什么卖这么贵了
[ohh]
[ohh]
[ohh]
鹅：这是啥?
我的天哪
这里跑下去的姿势真的好喜欢 淳朴的美感
人家拍戏的，你以为闲的？太天真
[ohh]
[OHHHH]
O
李子柒3号，李子柒4号正在路上，有钱就能推
[OOHH]
这个构图绝了
甚至有航拍
[OHHHHH]
[ohhh]
[ohh]
不会煮坏了吗
好家伙另一只手还能抱只狗
[OHHHH]
妇女能顶一片天
[ohhhhhh]
[OHHH]
好厉害
好厉害
[ohh]
[ohh]
牛！！！！！中国传统文化！！
纪录片
表演的真好
[OHHHH]
BGM胡广生
喊铁骨曾曾来
[OHHHH]
青年大学习！！！
[ohh]
[ohhhhhh]
太厉害了，投币投币
自摸～
123预备跳
里面有油，所以更牢固
感觉好干净的泥
佩服
再加点辣椒就真成霉豆腐了
OMG
[ohh]
[ohh]
[ohhhhh]
人工镜像，太厉害了
我天
太强了，我愿称之为神迹
好厉害的姐姐
MC
好有力量。。我抡一下手就脱臼了。
太强了
怼我嘴里
你这背景是假的吧
[ohh]
这个镜头好美
我的妈太牛了
[ohh]
[ohhh]
书香味的晚餐
[ohh]
古法搅拌
这才是新时代女性
好厉害
跳進染缸
[ohh]
[ohh]
[ohh]
阿珍你来真哒！！
女生力量，就是那种又柔又刚
这里的环境好好哦
[ohh]
女人中的女人！
大女人就是这样的
好有力量感啊
天冷防寒
古代穿越来的？
[Ohhhh]
用脚做的
[ohh]
[ohh]
[ohh]
这是任素汐的歌声吗
[ohh]
这是什么歌啊？
特么感觉弹幕好多人机啊
这个滤镜好美
舒服了
[ohhhh]
好有力气！！很厉害的姐姐！
[ohhhhhhh]
好厉害
[OHHH]
哇哇哇！手好稳啊！
古人的智慧
[ohhh]
这么多字竟然没有复用到的字
这个鹅可爱捏
这就是活字印刷了
是的，活字印刷并未普及
[ohh]
[ohhhh]
123跳！
123跳！！！！
123
[ohh]
[ohh]
[ohh]
[ohh]
看好了小子，硬币之力是这样用的
[OHHHH]
光打得太强了
[OHHHH]
感觉拿这个印婚书会很有感觉！！n
哇塞好有生命力的女性
[ohh]
字应该不是她写的，能拍个全写的
这个真的好有意义
[ohhhh]
我是真的蠢
牛
整体颜色看起来很舒服
有学过《活板》的吗
[ohhh]
姐姐真的好厉害！！
[ohhhh]
[ohh]
难怪古代人读不起书
这谁发明的啊，亏他搞这么多步骤
麻将来一副
开幕雷击
我的姓氏哎！
哇哇哇
[ohh]
[ohh]
晒泥的时候玉米还绿着，如今都黄了
大鹅在这学艺了
哇哇哇哇哇哇
[ohh]
剪辑的不错
好美
能干又细心
80
好厉害！哇
省流：省什么流？全看完！
[ohh]
[ohhh]
想吃
好厉害！
[Ohhh]
[ohh]
板印书籍唐人尚未盛行之
[ohhhh]
女人中的女人
原来是美食区Up
[OHHHH]
[OHHHH]
总算是见识到了
[OHHHH]
[OHHHH]
O
[ohhhh]
姐姐，你是我的姐！
爱了爱了！
姐姐穿越定不是凡人
好有劲儿！
实在太羡慕他的头发了！那么茂盛的头发。
姐姐要是穿越了，绝不是凡人
豪迈！姐
为啥他要放悲伤的视频啊？
这个拿来干嘛的？
小gay
安倍走开
七下活版 过程
来了
[ohhhh]
三连！
牛逼啊
好怕掉到水里
牛！
[ohhhh]
[ohhhhh]
为什么头发故意不扎紧？
情理之中 意料之外的活字印刷 老祖宗的智慧
《活版》突然有些具象化了，这就是知识的力量
[ohh]
一肚子墨水，就是这么来的
不管是她全部做了，还是团队做了，传承就是值得赞扬
这时候就体现英文系统的好处了 就特么26个 汉字要上千个
有点糙啊。
文武双全
啊？
oh
古法木头
古法屋顶
吓我一跳
女性的力量美！
这个镜头绝美，光影与文化
[ohh]
啊？
美得流泪！
[ohh]
哇，居然不会散掉哟
印一个皇榜。hhh
有团队
鱼豆腐啊
鸡皮疙瘩起来了
女性力量
哇
[ohhh]
[ohh]
[ohhhhhhh]
吃了就有文化了
注意，他前面弄泥的时候 玉米还是青色的，之后就把玉米收割了 真的时间成本巨大 。。
你不知道没见过的东西多了不代表没人用
这院子上链接
女性力量
身体真好
现代人的脑子无敌了，刚才甚至又说原来这个能吃啊的
[OHHHH]
肯定是不能吃啊
为啥不去椰树直播间领舞
[OHHHH]
这一步其实也不轻松 因为得反着写 还得写正楷
漂亮
活字印刷术！
[ohh]
反着写厉害了
逆天麻将
[OHHH]
nhhvhvvvy
我的天啊
想喝
[ohh]
[ohh]
活字印刷术
[ohh]
[OHHHH]
好电影
[ohhh]
劳动女性最光荣!
姐姐好厉害啊
[OHHHHHH]
这是麻将
绿豆方糕
可以打麻将咯
[ohh]
好多工序啊
[ohhhh]
[ohh]
有点想啃一口…
看着好吃
571
OHhhhhh
熬汤？
[ohh]
朋友看标题！
[OHHHHH]
[ohhhhhhhhhhh]
好美。。。
好厉害
殴泥酱
加珍珠
能文能武现代版
[ohh]
[ohh]
环境是真好 这种地方才能静下心来去做想做的事
麻将。。。
随地大小唱
李子捌
不会煮成羹吗
[ohh]
[ohh]
好奇为什么不用硬木
持就火炀之
太会拍了
工序很繁琐哎
建水烧豆腐
[ohh]
好美的天空 真的很有诗意
这跟雷大炮有什么关系？
好牛啊
冻干
这个水真的…
匠心打造
铁山靠
工匠精神
[OHHHH]
[ohh]
[OHH]
[ohhhh]
其上以松脂蜡或纸灰之类冒之
666
oh
[ohhhhhhhhh]
可怕的进度条
大辟谷
臭豆腐
最初以为这是健身up
肖
太厉害了
“盖”
[ohh]
蠢
瞽
以前盖泥房的砖也是这样做的
[ohh]
盲猜一个二十四字核心价值观
有
劳动人民！
[ohh]
[ohh]
好白
活字印刷？
好厉害
活板是初一学的
当然啦，因为刚才摔泥的那一步把空气都排出来了
[ohhhhh]
好牛啊！我的姐
？？居然是烧的
啥？还煮？
[OHHHH]
啊？
活字印刷！
这什么相机，色调好看
阿真，你来真的啊
太厉害了
唐人尚未盛为之
[ohh]
看完了回来评，牛逼！
[ohhh]
厉害
0帧起手
这个四合院就值1亿，别不信
厉害
老师，注意防韩！
快点上热门
[ohh]
太厉害了
穿越没网
说背景是玉米的老铁，up背后紧挨着那块可能是高粱地
[ohh]
跳进染缸～
好棒
[ohh]
这才是真正的艺术…
雕塑生有人懂吗
！胡广生
[OHHHHHHH]
126人
能文能武
高手
小心防寒！！！
夸张的动作
但是我要说一句，关键笔画都没看见，看见的全是简单的
[ohh]
[ohh]
冻豆腐
弹幕吃货饭桶好多啊
[OHH]
[OHHHH]
[OHHHH]
好像年糕啊。
静音看舒服多了
太厉害了吧？！
团队不错
[OHHHH]
这下看懂了
我好怕这个铲子给戳烂
[ohhhh]
[ohhh]
看起来好脆好容易碎啊 做的时候碎的多吗
环保不上门？
说绿豆糕的笑死了，那叫豌豆糕↑
实际上泥活字在历史上也没怎么使用过
看起来好好吃啊˃ʍ˂
过于哗众取宠了
染缸出现了！
这是吃的，还是用的？
在文化传播面前谈up团不团队的属实没意思
姐姐技师出道，推油手法犀利娴熟
老人小孩儿先飞
鱼豆腐
省流：太牛了
小米粥还能拿去喂鸡鸭牲口。不会浪费的
必给
[OHHHH]
多好的女人啊
[ohhhhhhhhhhhhhh]
[OHHHH]
[ohh]
怎么会，怎么会，就变成了
狗叫安倍？
狗叫安倍？
妙啊这样字就不跑了
[ohhhh]
[ohh]
假背景
[OHHHH]
跳进染缸……砸了染缸！！！
牛逼
古代排字，一个字要好多块
你创越也不行，原生材料不好搞啊
女性天生脂肪偏厚，肌肉一上去感觉特别壮
[ohh]
防止发霉的
姐姐看起来胖，其实全是肌肉
晒干不会变形的，写了是阴干
这就是为什么古代会有文言文，就是为了用更少的字
[ohhh]
用胶泥刻字，薄如钱唇
毕昇发明出来的时候比外国的早440多年 先进不先进有啥好比的
[ohh]
[ohhhh]
没听过《活版》正常啊，因为这个是在22年把《河中石兽》删了的
跳进染缸
f8fq
什麼印刷體，這是宋體
姐姐好有毅力啊我要是这样干什么都会成功的
啊？
[OHHHH]
卧槽！！！！
工作量头皮发麻
[OHHH]
[ohh]
好有力量的女性
好有力量的女性
唯一缺点就是BGM选得不太好
健妇
[ohhhhhhhh]
[ohh]
空瓶～～好厉害啊
[ohh]
好蒂！！
[〖ohh〗]
[ohh]
下豆腐
[ohhhh]
箕子棒子滾！別偷
[ohh]
那一片白，有5000年的历史底蕴。
还不如直接就写在纸上了
古法滤镜
好震撼
[ohh]
好有力量
这饱和度…太高了吧…
好了，可以吃了
这一锅吃了会考满分吧
大半夜的看饿了
看饿了
用的时候排版 然后印刷  古人智慧
[OHHHH]
真厉害！
什么五百，这是无价之宝
这工作量投币了，
十万的粉整千万的活？
泪目
能文能武，厉害厉害
好蒂
[ohhhh]
这混在一起然后在一个个挑好麻烦啊
[ohh]
[ohh]
印了一张《有机化学》
[ohh]
[OHHHH]
脸怎么看起来怪怪的？
好厉害！！！
哇
[ohh]
辛苦了
因为最早的泥活字雕刻困难耐印力也不高啊，制作费时费力也不可能普及
白纸黑字真漂亮
跳进染缸
[ohh]
[oHHHHHHH]
臭豆腐
相当漂亮
[ohhhhhhh]
缎泥？
小米手机字体搜索印刷体字体，设置为印刷宋体相当有美感
[OHHHH]
三连支持
就是这个东西让更多的人有书读，教化天下。
[OHHHH]
有的人真是太搞笑了，在文化传承的视频下面问为什么不用打印机
鸣潮白芷（bushi
木头的不好吗？
[ohh]
[ohh]
今天后面那块玉米地都割了都
在古代这玩意儿根本没人用
[ohh]
[ohh]
雕板的工作量并不小，而且没有活板灵活活板雕一次可以印刷很多种。但雕版不行，非常死板
[ohh]
反字。。。我的天。。
古法烟囱
怎一个美字了得
从姐姐的眼神里看见了热爱带来的坚定劲儿
[ohh]
这才是新时代女性
[ohhhhhhh]
玉米地都黄了！
我也吃吃
这就是中华文明
这我必须投币！！！
为什么没有写完整字呢
[ohh]
泪目
这是艺术！
[OHHHHHH]
卧槽
妇女能顶半边天
感谢你
时运赋么！！！
牛啊
麻将由来?
为什么只能投两个币
刚刚那一幕好艺术
姐姐小心手
卧槽
这是在干什么呀？
甚至很多女生都做得到啊，别人只是不想去做，他不做就代表他是在装柔弱，他只是不想做，他就是不想做怎么了？就是不想做，那凭什么非要做一下？然后呢？能表示什么吗？
练泥
势大力沉
[ohh]
很强 优秀
好棒
这反光板起码有5米
太厉害了！
现在小孩真单纯
震惊
天我要哭了
woc
字印出来的一瞬间，我鸡皮疙瘩都起来了
哇
臭豆腐制作流程
泪目了
？？？？？
省什么流，别走
省什么流，别走
这tm不是吃的啊
[ohhhhh]
[ohhhh]
3d打印就完事了
啊啊啊同款小狗好可爱啊
怕突然丝滑
古法恒河水
意义是什么？传承中华文化和手艺
好震撼啊
古代读书真的很贵
看起来脆脆的很好吃（bushi）
火钳刘明
佩服佩服！
[ohh]
牛批
牛啊！！
希望有文字解说
麻糖
多少钱！我买了！
[ohhh]
[ohh]
乐在其中
[ohh]
