老登有一种今天玩完 明天就不在内娱干了的松弛感
鑫左也会遗憾没有高考吗
我们这一群人在一起才是三代！才是家人！
原来你们都懂……
左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航
我一个宝丝已经哭了
这是我能看的吗，建议每个人都回答一下这个问题
笑死了张极 太有梗了
张峻豪你对不起穆祉丞
有可能他的爸爸在关注他 希望能看看这期
别忽略你航哥的存在好吗
还能说什么遗憾呢，是从小离家追梦想家被网暴，出众的实力但不匹配的番位，还是三公的舞台，四公的银钥匙，我真的不想说
三比最后的合体物料了。舍不得
哎呦我天 这些小孩小时候都那么可怜 一个经常寄宿亲戚家 一个和隔壁邻居阿姨住 一个六七岁就单亲
张泽禹C位出道！
小铲演出顺利
张泽禹给台阶哎 暖心
这不引战呢
哈哈哈哈张泽禹反应好快
《史崩脸上了》
我的朱余呜呜呜呜呜呜呜
left永远自由
左航三代唯一最强rap担
我天，路演啊，所有航丝的痛啊
我勒个妈呀！这是真的6
黄朔总给我一种他还小的感觉
离开四代何尝不是一个遗憾呢……
进公司之前才几岁。。。
后期敢问，老登敢答，火锅局名不虚传
插一句：这镜头换来换去 张泽禹呢？切不到
我的天时代峰峻你为什么那时候不放人啊
左航才是三rap一
怎么不等左航熟了呢
小竹马
下次想找个什么样的，除了丹丹那种
C83顺利出道C83顺利出道C83顺利出道C83顺利出道C83顺利出道C83顺利出道C83顺利出道C83顺利出道C83顺利出道C83顺利出道C83顺利出道C83顺利出道C83顺利出道C83顺利出道C8
问问和丹咋认识的
说张峻豪的，你家哥哥也谈恋爱
阿志不哭 航丝抱抱
苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓
余宇涵嘞个这么可爱呢
左航宝宝
哎，这一辈子遇见13个喜欢的朋友
所以现在三比身边真的只有彼此了
离开四代……
《坤》
小鱼儿会怎么想呢……
全场最遗憾的人来了
《五五开》
马上就回去了
我来问:张峻豪你是怎么喜欢上丹丹的
突然觉得有一点像火锅坦白局
WC哥们
《三不沾》
笑死我了，朔子哥一语道破三比素人哈哈哈哈
«夸到明天早上»
火锅局名不虚传啊
哥们真敢问啊
我不要去海边了，我要回江边
来卖情怀了
三丝最后一次打卡
宝宝们 这一刻与全世界和解
打卡最后一次团体物料，苏新皓，祝贺你！
大家好 我是左航
最后一次打卡全员要天天快乐身体健康
夹心还没睡醒就被喊来录物料了么。。。
谁懂我 27号来看的
张泽禹出道快乐！！！
你们食言了
感觉毛哥喝大了
打卡zyluihouyi
最后一个人齐的物料了
棍丝打卡
愿苏朱顶峰相见
打卡最后一个物。
涵坤涵坤涵坤涵坤涵坤涵坤涵坤涵坤涵坤涵坤涵坤涵坤涵坤涵坤涵坤涵坤涵坤涵坤涵坤涵坤涵坤涵坤涵坤涵坤涵坤涵坤涵坤涵坤涵坤涵坤
舍不得你们任何一个人
苏朱手拉手一起出道
左航 成名在望
我嘞个幼儿园啊
绝版喽
流泪了
“以十三打破规则，手牵手，一起出道。”
老登们是把这个物料拍完就不活了吗这么敢说
爱穿拖鞋
破防了
“大家好，我是苏新皓”“大家好，我是朱志鑫”
穆祉丞你本该出道的
三丝最后一次打卡
别啊别哭啊啊
航丝最后一次打卡
不去海边了，我们回江边吧……
铲丝最后一次打卡
.哈哈哈哈哈哈哈哈
我真的要破防了
朱志鑫苏新皓手牵手大步向前走
我也是日照的
每一个小孩我都舍不得
你喜欢踢足球，他喜欢蛋不肉
下楼！
真的哭死了
左航三代唯一rap担
极丝最后一次打卡
我天呐
左航三代唯一rap担
朱志鑫c位出道
c83手牵手
憨厚老实
那就祝我们 少年一向快马扬帆 道阻且长不转弯
一
最后一次，三丝打卡
kop路过被刀了
余宇涵出道了 天亮了
三比天天开心，成为想成为的人
我哭
宝丝打卡
宝丝打卡
够了 我心疼左航
哎哟
朱志鑫出道快乐
宝宝
我正常上学也没人跟我玩，没事的
出道快乐 张极
宝宝别哭
苏新皓爱你的人来救你了
帅帅出道快乐
烟花一瞬，我们永恒
“以十三打破规则，手牵手一起出道”
出道前最后的物料打卡
朱志鑫傻了
左航出道快乐
昨天才看完直播哭死  今天又来看这个  又要哭死了
朱志鑫 天亮了
真勇
不管怎样，你们是最棒的！前方的路还有很长！加油三比们！
打卡打卡
最后了，打卡
看完出道战心里空唠唠的
不管怎样，你们是最棒的！前方的路还有很长！加油三比们！
你的十八岁有人陪你了
不管怎样，你们是最棒的！前方的路还有很长！加油三比们！
船票有限 人生无限 顶峰相见
船票有限 人生无限 顶峰相见
苏新皓出道快乐！
问：朔哥在这里起到什么作用：
TF家族三代是最棒的！
张泽禹 抬头看 前方的灯不止两盏
张泽禹 抬头看 前方的灯不止两盏
TF家族三代是最棒的！
TF家族三代是最棒的！
我15岁我父母也五十多岁了
我都是用纸擦的贝贝
苏新皓一定要天天开心！
航丝打卡
再看看你们12个人的物料吧
是不是辣的呀
打卡最后一个物料
这什么！！
余宇涵向前跑
“以十三打破规则，手牵手，一起出道。”
出道的第一天来看这个物料 心痛
幸福幸福，降临志鑫和棍丝手中
志鑫，天亮了
左航苦尽甘来了
看着像脱衣服睡觉还是穿衣服睡觉
8.27棍丝打卡
小鱼仔拉紧哥哥的手，哥哥带你出道
最后一次物料打卡
最后一次打卡
天天开心
最后一次物料打卡
三丝最后一次打卡
极丝打卡
抱抱
8.27 想你们了
三丝最后的打卡
第4个是关于4代吗
张极你开心平安最重要
穆祉丞太萌啦
余宇涵你最棒！相信自己。还有很多人都在爱着你
最后一个全员物料打卡
最后一次人这么齐的物料了
棍丝打卡
我是极丝 我能懂小余 毕竟有同样的经历
“小苏宝贝，天要亮了”
余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余
余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余
余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵
余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵
“我们都是一群很好很好的小孩”
朱志鑫一切顺遂
穆祉丞你是最棒的！
一时的对手，永远的朋友
以后就再也没有TF家族三代的前缀了
三丝最后一次打卡
张极未来一起走花路
每个人不论是出道还是不出道都要好好的在自己各自的领域里发光发热
左航左航左航左航左航左航左航左航左航左航
啊
最后棍丝在时代峰峻TF家族三代练习生的最后一次物料里打卡
航航
没有感情，全是技巧
张极
张极你很棒
左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航
左航左航左航左航左航左航左航左航左航左航左航左航
左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航
穆祉丞穆祉丞穆祉丞穆祉丞穆祉丞穆祉丞穆祉丞穆祉丞穆祉丞穆祉丞穆祉丞穆祉丞穆祉丞穆祉丞穆祉丞穆祉丞穆祉丞穆祉丞穆祉丞穆祉丞穆祉丞穆祉丞
左航左航左航左航左航左航左航左航左航左航左航左航
哇塞
很可惜最后只有6个人出道了
“善良”的飞
最后一次打卡 全员物料
别哭啊
哥哥酱别哭啊
三丝最后一次打卡
都会如愿以偿的张极天天开心我一直在 我们一起走花路
张极已经成明啦
我们航航看起来感觉香香软软的
余丝最后一次打卡
张极你别这样，我真的泪崩了
张极我一直在
不是我操
出道了！还有1000+观看！你们也舍不得他们吗
张泽禹成为大明星啦
张极已经成明啦
都是好宝宝
张极出道快乐张极出道快乐张极出道快乐张极出道快乐张极出道快乐张极出道快乐张极出道快乐张极出道快乐张极出道快乐张极出道快乐
张极已经成明啦
张极未来一起走花路
张极好敢说
张极宝宝
张泽禹c位出道
工作人员估计已经把辞职信交在飞总办公室桌上了
张泽禹 苦尽甘来
他还在插刀子时代峰峻。
宝宝不哭
以后是不是没有朔哥来活跃气氛了
朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫
哈哈哈哈哈哈哈苏新皓你太八卦了哈哈哈哈哈哈哈
小鱼儿不怪你
苏新皓天亮了  出道快乐
朱志鑫一切顺遂
鑫鑫不要伤心
宝宝不哭
“大家好，我是姚昱辰”
张极宝宝
都要天天开心
左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航
张极出道快乐张极出道快乐张极出道快乐张极出道快乐张极出道快乐张极出道快乐张极出道快乐张极出道快乐张极出道快乐张极出道快乐
张极天亮了
宝宝天天开心
搞什么回忆杀 哭死我了
张极永远爱你
张极我们一起去未来看看吧
棍丝打卡
“一时的对手，永远的朋友”
张极我们赢了
苏新皓天亮了
新皓别哭 你是最棒的
吉吉懵懵的
“就算前方道路未知，就算迷惘，只要那颗初心还在，你就从未被打倒”——左航
航酱天天开心
我会一直陪着你们的！！！
张极天天开心
最后一次12人的物料了
左航出道啦！
余墨丝最后一次打卡
笑容消失术
心疼宝宝
航酱天天开心啊
“就算前方道路未知，就算迷惘，只要那颗初心还在，你就从未被打倒”——左航
志鑫好美
朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫
航丝打卡
朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫
绝版三比
朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫
朱志鑫 朱志鑫 朱志鑫朱志鑫 朱志鑫
朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫
我中考时数学才50多
抱抱
凭什么临时改出道人数
穆祉丞天天开心平平安安
左航高位出道
棍丝最后一次打卡
有，包的
三代所有人天天开心
朱志鑫你出道了
左航永远自由
骗你的，其实我哪个也舍不得
张极天天开心
善良？
涵坤
平安喜乐，顺遂无忧
啊？！不是你......
鑫鑫天亮了
猫老大
鑫鑫我们会一直在
极丝打卡
为什么只说中考？因为他们没有高考
人夫感拉满
我嘞个逗，你们是真喝大了
明年中考了。。。
打卡最后一个十几人的物料
笑死我了
一时间都好忙
最后一次全体物料打卡！！！！！！！！
恭喜张极张泽禹出道
余宇涵高位出道
哈哈哈
笑死
苏苏说不出口
张泽禹好可爱
余宇涵出道！
笑死我了张极
不是我的英语还没有语文作文分高呢
有没有看到他们出道再来看这个的，谁懂我现在的感受啊，我知道谁出道了，现在跟他们说这些，就是一整个大爆哭
鑫鑫天亮了
最后一个属于三比的打卡
啥？
本地人哭了
祝君武运昌隆，愿君顶峰相见
左航三代最强rap担望众知
三代是最棒的一代
左航三代最强rap担望众知
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
天亮了大明星们
江边音乐会
笑死我了哈哈哈哈哈哈哈哈哈哈哈哈哈哈
大家一定都要顺顺利利，平平安安的。
哭了哭了T﹏T
《下辈子》
左航一定要天天开心啊！
属于三比练习生时代结束了
最后一个人齐的物料了不还有小姚
“以十三打破规则，手牵手，一起出道。”
邓佳鑫，一定要天天开心
我q
张极笑死我了
张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪
《太善良》
朱志鑫出道快乐！往后的日子有我们和思思妹！
《不拘小节》
宝宝没关系不是你的错
《好相处》
张极宝宝多吃点
敢问就行
《善良》
苏新皓一定会出道的
看完出道战再来看这个我要哭死了
余宇涵好可爱
这次真的要分开了
碎了
不哭不哭
笑死我了
张峻豪
宝宝不哭
妈呀
早知道就不要再他们出道后看了，真的要崩溃了
再也没有机会听到吵吵闹闹的物料了
最后一个完整是我物料了
《朔的谎言》
棍丝打卡朱志鑫C位出道
棍丝打卡
三丝最后一次打卡
这火锅里是放了几斤酒啊
三丝最后一次打卡
我滴妈呀，这是干完这票就都不干了是嘛
张极你太敢问了好几个
极禹批打卡
第一次 也是最后一次
张极宝宝
皇子
是左航啊
被剪了
铲丝打卡铲丝打卡铲丝打卡
极禹宝宝你们真的很棒 出道顺利了
有，很多
铲丝打卡
我哭死了
top登陆少年
大家好，我是TF家族姚昱辰
朱志鑫加油
还穆祉丞出道名额
最后一次全员了 你们现在已经出道了
张极出道快乐张极出道快乐张极出道快乐张极出道快乐张极出道快乐张极出道快乐张极出道快乐张极出道快乐张极出道快乐张极出道快乐
三丝最后一次打卡
加油
余宇涵，你不要难过，你出道了。
张极宝宝
铲丝打卡最后一个物料
“就算前方道路未知，就算迷惘，只要那颗初心还在，你就从未被打倒”——左航
“就算前方道路未知，就算迷惘，只要那颗初心还在，你就从未被打倒”——左航
最后一次了！
张极绝对实力C位出道张极绝对实力C位出道张极绝对实力C位出道
出道人数6人  你们甘心吗
铲丝打卡
有
团粉打卡
朱志鑫 天亮了
以十三打破规则，手牵手一起出道
大家好，我们是TF家族三代
以十三打破规则，手牵手一起出道
铲丝打卡
幸好你出道了
字字不提时代峰峻，句句皆是时代峰峻
张极出道快乐
橘批打卡
永远健康开心吧
苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你
缺点钱
都变了
祝君武运昌隆 愿君顶峰相见
这得问张峻豪
暂停了，不敢打开了
张泽禹 张泽禹 张泽禹 张泽禹 张泽禹 张泽禹 张泽禹 张泽禹 张泽禹 张泽禹 张泽禹 张泽禹 张泽禹 张泽禹 张泽禹 张泽禹
我问一个:工作人员的三个缺点
以十三打破规则，手牵手，一起出道
航丝打卡
朱志鑫朱志鑫朱志鑫朱志鑫
以十三打破规则
苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你
苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你
苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你
张极绝对实力C位出道张极绝对实力C位出道张极绝对实力C位出道
他们像喝了一斤白的
苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你
最后一次团粉
朱志鑫加油
要哭了
苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你
苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你
朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫
鑫鑫你很棒！！不要哭
余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵
苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你
张极走花路
苏新皓
苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你苏新皓我爱你
打卡最后一次TF家族三代的物料
三丝最后一次打卡
大家好，我是TF家族姚昱辰
张泽禹张极天亮了
小余好可爱！
苏新皓 爱你的人来救你了
做永远的团粉
陈天润挺好的
余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵
余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵
拜拜
好多遗憾啊.....
成长是痛苦，请幸福所有人
左航出道了
《酱的高冷》
丹丹是辣妹还是甜妹
河北！！！我滴天呐
穆祉丞怎么这么敢说
朱志鑫朱志鑫朱志鑫朱志鑫
练习生的称号就此结束啦
张极绝对实力C位出道张极绝对实力C位出道张极绝对实力C位出道
张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极
张极绝对实力C位出道张极绝对实力C位出道张极绝对实力C位出道
再见了
张极绝对实力C位出道张极绝对实力C位出道张极绝对实力C位出道
看完出道战回来看这个哭爆了。
“以十三打破规则，手牵手一起出道”
我靠！！！
棍丝打卡
说真的我一个都舍不得
呜呜呜
“以十三打破规则，手牵手一起出道”
航丝打卡
航丝打卡
最后一次了 打卡
三丝最后一次打卡
哇咔咔咔
出道了，阿余
我也去过这里，就当我和你们看过同一片海啦
大家好，我是姚昱辰
我们家也是
余丝打卡
大家好我是TF三代姚昱辰
音丝最后一次打卡
张泽禹和小禹宙永不独行
天
张泽禹和小禹宙永不独行
8.27来看这个物料真是绝杀！
大家好，我是TF家族姚昱辰
我真的要哭了
皓极宝宝要一起牵手出道
大家好，我是TF家族姚昱辰
小苏红海
出道战我看完啦 恭喜你们出道了 我要带着峻豪回家了
苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了
苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了
苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了
左航
苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了
苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了
苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了
苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了
TF三代最后一次物料   打卡
不是，虽然知道你们在安慰，但中考数学考这么低真的合理吗...
三丝打卡最后一次物料
一个都舍不得
小苏不哭 宝宝
6人出道，以后估计看不到这么多人了，我哭死
三丝打卡最后一次物料
小宝和小余一起出道！余泰森和张小宝一起出道！
小余你的十八岁不会是一个人了
打卡最后一个物料
三丝最后一次打卡
猫老大别哭你的身后还有爱你的小喵喵呢
这个果然还得是出道之后再看
“以十三打破规则，手牵手，一起出道。”
最后一次打卡了
三丝最后一个物料打卡
小心有刀子
出道演唱会结束啦 你们都会更好的 你们都是最棒的小孩!
left永远自由！
三丝最后一个eu
三丝打卡
左航你出道了！！苦尽甘来
“以十三打破规则，手牵手一起出道！”
你已经很棒了
朱志鑫和左航一起天天开心
我天呐，心疼你
狗峰峻，催泪干什么
苏新皓苏新皓苏新皓苏新皓我们一起赢
tf三代最后一次物料打卡
顶峰相见
苏新皓成功出道
苏新皓成功
你们都要快乐，都要自由
苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了苏新皓爱你的人来救你了
出道快乐，可我不甘心
可能他忙着谈恋爱吧
啊我哭死
《朔的谎言》
邓佳鑫你要快乐
捡到的小朋友没有扔，他真的给了我一个大惊喜
捡到的小朋友没有扔，他真的给了我一个大惊喜
太炸裂了
捡到的小朋友没有扔，他真的给了我一个大惊喜
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
这个镜头啊，之前最好的c83啊
现在我相信他们是最鲜活的一代
左航永远自由
