标题,Up主,URL链接,播放量,弹幕量,简介,点赞量,投币量,收藏量,分享量,分区,上传日期
开学夜：就 你 叫 悟 空 啊 ！,进击的金厂长,https://www.bilibili.com/video/BV1VT421z711,327.2万,6462,得道高人：点赞投币之后，有好事发生～,8.0万,5.2万,8.0万,1354,"['黑神话玩家的精神状态', '生活', '搞笑', '开学', '短片', '暑假', '搞笑动画', '作业', '搞笑', '黑神话悟空', '新学期', '金厂长']",2024-08-23 18:05:07
女主播6小时百死鏖战虎先锋，愣是把老虎熬死了,兔兔牙萝北,https://www.bilibili.com/video/BV1arW5e1E7D,188.7万,5403,每天爆肝直播黑神话中，直播间发红包！点关注不迷路！,18.9万,5.2万,18.9万,4350,"['黑神话天命人来也', '游戏', '单机游戏', '游戏实况', '直播', '悟空', '搞笑', '直播切片', '黑神话', '动作游戏', '女主播', '虎先锋', '《黑神话：悟空》8.20 直面天命']",2024-08-22 18:47:11
我在外国论坛科普西游记，成功帮上万玩家入坑黑猴!【格雷】,Gray格雷老师,https://www.bilibili.com/video/BV1aw4m1k7s1,268.1万,5853,"很高兴用自己的技能
为黑猴贡献了一些微薄之力",40.2万,8.6万,40.2万,2626,"['黑神话天命人来也', '游戏', '单机游戏', '悟空', 'STEAM', '游戏杂谈', '单机游戏', '英语', '科普', '翻译', '西游记', '动作游戏', '《黑神话：悟空》8.20 直面天命']",2024-08-21 12:33:37
内部绝密视频首次公开？影视飓风900万粉丝Q&A！,影视飓风,https://www.bilibili.com/video/BV1Yf421e72c,97.9万,1.8万,没想到才过了4个月我们又900w粉丝了，非常感谢大家的关注和支持。快来看看这次关于公司、员工、内容，大家又提了什么怪问题吧！如果你喜欢这期节目，请多多支持我们，并将视频分享给朋友看看！让我们1000万见！,15.6万,10.2万,15.6万,4689,"['科技猎手', '科技', '数码', '4K', '职场', '高能', '年会', '员工', '粉丝', 'Q&A', '工作', '问题', '科技猎手2024第2季']",2024-08-24 20:00:00
《玛格西男人》,李万基fit,https://www.bilibili.com/video/BV1tZ421L792,213.6万,3664,Not Found,37.3万,4.1万,37.3万,1.7万,"['天命人！在此集合', '生活', '搞笑', '生活万花筒13.0——让生活，动起来']",2024-08-22 16:49:28
【黑神话·悟空】全网首发旋风猴-3分钟无伤速通二郎神,在线囚徒,https://www.bilibili.com/video/BV1TYW7emEQP,154.3万,5081,所有属性优先选择回复元气，可以更快打出芭蕉扇,13.8万,3.4万,13.8万,8.6万,"['黑神话悟空攻略在此', '游戏', '单机游戏', '无伤', 'BOSS', '二郎神', '孙悟空', '黑神话悟空', '黑神话', '《黑神话：悟空》8.20 直面天命']",2024-08-23 05:04:46
二阳没被录取究竟为何……,二阳咂-,https://www.bilibili.com/video/BV1tw4m1r7cH,250.5万,807,-,20.0万,2026,20.0万,224,"['影视', '小剧场', '原创', '大学', '校园']",2024-08-23 19:02:26
黑神话悟空 第一期,鲤鱼Ace,https://www.bilibili.com/video/BV1KE4m197MV,533.5万,8.0万,黑神话悟空 第一期,20.2万,8.6万,20.2万,4114,"['黑神话天命人来也', '游戏', '单机游戏', '搞笑', '黑神话悟空', '鲤鱼', '《黑神话：悟空》8.20 直面天命']",2024-08-21 13:52:49
上学历险记,脱缰凯Kk,https://www.bilibili.com/video/BV1Bf421e7ox,161.1万,2999,-,21.6万,8505,21.6万,947,"['BILIBILI金电视奖', '影视', '小剧场', '搞笑', '校园', '短片', '原创', '日常', '艺术', '学生']",2024-08-23 17:50:42
【星穹夏日联欢盛典】欢迎来到 匹诺康尼基金会！,哈米伦的弄笛者,https://www.bilibili.com/video/BV1Xz421e7m6,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,['Not Found'],Not Found
职业假笑猫,老猫在冲浪,https://www.bilibili.com/video/BV1GYWHePEWu,225.2万,2378,-,31.7万,1.9万,31.7万,9.6万,"['动物圈', '喵星人', '猫猫', '高能', '搞笑', '喵星人', '银渐层', '必剪创作']",2024-08-20 12:28:49
《黑核弹：悟空》一棒4124！！,csd777,https://www.bilibili.com/video/BV1i4WGejEGk,223.5万,1042,感谢彦祖亦菲的点赞三连！,21.9万,7672,21.9万,3.2万,"['游戏', '单机游戏', '黑神话悟空']",2024-08-22 17:16:21
揭露天命！大圣之死为何成为骗局？《黑神话悟空》细节解析01,利维坦mY,https://www.bilibili.com/video/BV1eb42147E4,213.0万,5218,"序幕解析来了！
求个三连转发支持啦~",9.6万,2.1万,9.6万,9496,"['黑神话天命人来也', '游戏', '单机游戏', '西游记', '游戏杂谈', '孙悟空', '黑神话悟空', '黑神话', '飞智八爪鱼4', '动作游戏', '深度解析', '游戏科学', '《黑神话：悟空》8.20 直面天命']",2024-08-22 18:25:10
寄生100天P1 开局成为寄生母体 被逆天人类战士爆杀,林凡Gg,https://www.bilibili.com/video/BV1kE421F7aE,179.4万,6033,"新系列正式开始！在这个整合包里，我和另外三名伙伴成为了寄生母体，还有四个玩家选择了人类阵营，我们的目的是消灭所有人类，并且把世界感染到10级！而他们需要打赢世界净化之战，彻底除掉寄生虫！最终谁会赢呢？
整合包原作者：",6.7万,1.8万,6.7万,525,"['万物皆可游戏', '游戏', '单机游戏', '游戏实况', '沙盒游戏', '我的世界', '生存', '实况解说', '寄生虫', '惊变100天', '畸变100天', '寄生100天']",2024-08-23 00:18:40
《不时轻声用内心话遮羞的若叶睦同学！》【泛式】,泛式,https://www.bilibili.com/video/BV1pH4y1F7ke,62.5万,3506,"之前看《亦叶亦花》发现有个角色的属性特别适合做睦头人二创，于是有了这个尝试！

画面：一部分是P的，一部分是找人画的。
台词：一部分是原片剪的，一部分是ai炼的。哇靠睦的训练样本是真的太少了！
剧本：我胡编的，大家图一乐别当真。
（PS：万分感谢ChatGPT教我如何润色高中女生的语气…）",10.4万,6.4万,10.4万,1.7万,"['动画', '综合', '搞笑', '新番', '泛式', 'mygo', '七月新番', '败犬女主太多了', '长崎素世', '丰川祥子', '不时用俄语小声说真心话的邻桌艾莉同学', '亦叶亦花']",2024-08-24 19:59:27
黑神话凭什么这么火,碎嘴企鹅,https://www.bilibili.com/video/BV1Bw4m167su,70.8万,1564,很荣幸能亲眼见证。,17.5万,3.3万,17.5万,2643,"['我玩黑神话悟空belike', '生活', '搞笑', '原创', '高能', '生活记录', '主机游戏', '游戏', '搞笑', '吐槽', '黑神话', '段子', '搞笑研究所2024 5.0']",2024-08-24 18:56:36
最后的轻语,无敌灏克,https://www.bilibili.com/video/BV1WM4m1Y7fV,213.3万,1800,-,28.0万,3341,28.0万,3.2万,"['戏精整活大赏', '影视', '小剧场', '原创', '搞笑', '黑神话悟空', 'B站剧情创作人2.0']",2024-08-23 12:18:46
究极无敌难狗生存!当你开局只有「3滴血」!!?丨MITE打破一切 第五期,马里奥红叔,https://www.bilibili.com/video/BV1G74y1m74L,80.3万,7521,"超级无敌难狗生存来了！！！
由于这个包难度很高！如果喜欢这个系列可以多多三连支持我们！点赞过15w加速摇人录制下一期！！！",14.0万,3.7万,14.0万,503,"['整点电子榨菜', '游戏', '单机游戏', 'MC', '生存', '单机游戏', '搞笑', '我的世界', '沙盒游戏', 'Minecraft', '生存挑战', '沙雕']",2024-08-24 08:00:00
《黑神话悟空》隐藏彩蛋，壁画竟暗藏加密文字！,美男子Ro,https://www.bilibili.com/video/BV1zn4y1f7Pe,149.8万,2742,游戏名：黑神话悟空,17.9万,1871,17.9万,3907,"['黑神话天命人来也', '游戏', '单机游戏', 'STEAM', '游戏杂谈', '游戏解说', '单机游戏', '黑神话悟空', '黑神话', '动作游戏', '游戏鉴赏家', '《黑神话：悟空》8.20 直面天命']",2024-08-23 18:01:34
悟空？他长什么样？,吕宸joker,https://www.bilibili.com/video/BV12E4m197fA,84.2万,678,玩儿黑神话悟空时候，偶然碰到一幅壁画。突然勾起了我自己看到孙悟空壁画的回忆。,18.9万,5314,18.9万,2234,"['人文历史档案馆', '知识', '人文历史', '悟空', '历史', '人文', '西游记', '游戏', '黑神话', '行走的人文', '中国文化']",2024-08-22 19:47:29
人生的本质是痛苦的，要学会与痛苦的人生和平共处，高分冷门电影《来自俄亥俄的获奖者》,顾我电影,https://www.bilibili.com/video/BV1ef421i7Lk,207.8万,9757,人生的本质是痛苦的，要学会与痛苦的人生和平共处，高分冷门电影《来自俄亥俄的获奖者》,11.8万,8722,11.8万,3156,"['人人都能聊影视', '影视', '影视杂谈', '电影剪辑', '励志', '冷门', '电影解说', '经典电影', '来自俄亥俄的获奖者', '温情', '高分电影', '人人都能聊影视3.0']",2024-08-23 21:05:00
口嗨姐遇到真实哥,乱小世,https://www.bilibili.com/video/BV1kz421e7ko,336.6万,346,-,28.2万,864,28.2万,4498,"['生活', '搞笑', '生活记录', '娱乐', '真实']",2024-08-22 13:23:51
【黑神话】16套装哪套最帅？,骷髅没拉裤链,https://www.bilibili.com/video/BV1yQWGeFEyr,146.0万,2109,黑神话-十六套装演示,18.7万,2607,18.7万,2643,"['黑神话天命人来也', '游戏', '单机游戏', '游戏杂谈', '高能', 'BGM', '黑神话', '游戏攻略', '套装', '动作游戏', '游戏精彩片段', '《黑神话：悟空》8.20 直面天命']",2024-08-22 16:29:27
既然你都分了两层，底下干脆不要颜色了吧！,何大爷课堂,https://www.bilibili.com/video/BV18Z421K7rT,138.8万,912,Not Found,19.8万,4147,19.8万,2036,"['万物研究所', '知识', '人文历史', '学习', '#艺术', '万物研究所·夏日探索计划']",2024-08-22 20:10:00
黑神话·沈阳,浅澄月,https://www.bilibili.com/video/BV1SM4m1a7My,150.8万,1554,沈阳大街也有自己的黑神话（,10.6万,2.2万,10.6万,4.8万,"['黑神话被鬼畜了', '鬼畜', '鬼畜剧场', '搞笑', '孙悟空', '鬼畜', '西游记', '黑神话悟空', '黑神话', '刀哥', '虎哥', '沈阳大街', '鬼畜星探企划']",2024-08-23 14:37:28
史上最反差猪八戒，为什么倒霉的，总是俺老猪！,司寇眈眈,https://www.bilibili.com/video/BV11E4m197jq,117.0万,1373,史上最反差猪八戒，为什么倒霉的，总是俺老猪！,17.6万,1897,17.6万,1932,"['动画', '动漫杂谈', '主机游戏', '单机', '黑神话悟空', 'steam游戏', '司寇眈眈']",2024-08-22 12:05:05
我的婚礼花了10年时间和19块钱。。。,nya酱的一生,https://www.bilibili.com/video/BV114421f7J3,67.2万,4444,Not Found,8.8万,9.3万,8.8万,1.1万,"['人生只是活这一个瞬间', '生活', '日常', '婚礼', '浪漫', '爱情', '情侣', '生活记录', '北欧', 'vlog', '夫妻', '婚姻', '生活万花筒13.0——让生活，动起来']",2024-08-23 16:39:16
《黑神话悟空玩家现状》,二师兄不好拉,https://www.bilibili.com/video/BV1kT421z7Gu,178.6万,647,《黑神话悟空玩家现状》,27.2万,3984,27.2万,1.3万,"['影视整活大赏', '影视', '影视整活', '西游记', '孙悟空', '搞笑', '影视剪辑', '黑神话悟空', '黑神话', '神仙剪刀手5.0', '黑神话悟空玩家现状', '当代年轻人']",2024-08-23 16:28:11
妖魔助人 神佛灭世？！《黑神话：悟空》第二章究竟讲了什么故事？！（P2 风起黄昏）,虾堡的游戏人格,https://www.bilibili.com/video/BV1hS421971w,171.2万,7435,"游戏名：《黑神话：悟空》
第二章的剧情解析讲解来啦！
久等了久等了久等了久等了久等了久等了
肝死我了家人们！求求给个三连关注吧！三连越多更新越快哦！",8.1万,2.6万,8.1万,5943,"['黑神话天命人来也', '游戏', '单机游戏', '游戏', 'STEAM', '剧情', '单机游戏', '黑神话悟空', '黑神话', '电竞本推荐', '游戏本', '游戏鉴赏家', '《黑神话：悟空》8.20 直面天命']",2024-08-23 11:33:07
天命（那只猴子死后）,小少焱的,https://www.bilibili.com/video/BV112421Z7tW,90.7万,1182,《黑神话：悟空》发布之前猜着剧情写的词。,7.6万,4.6万,7.6万,5979,"['新世代音乐人计划原创季', '音乐', '原创音乐', '猴子', '歌曲', '古风']",2024-08-22 11:56:33
当一个女生跟你说她没衣服穿：,星有野,https://www.bilibili.com/video/BV1b4421f7Va,162.5万,1607,红温了，但是好温馨,17.1万,1.2万,17.1万,6537,"['UP！原创动画', '动画', '同人·手书', '原创', '搞笑', '原创动画', '女生', '恋爱', '动画短片', '星有野', '抽象', 'UP！原创动画3.0超时空高校季']",2024-08-24 12:00:00
游戏摄影 | 一起感受《黑神话：悟空》国产游戏的顶级美术【第一期】,可达波昂棒,https://www.bilibili.com/video/BV1UDWjejEuw,83.0万,967,"本期视频剪的比较急。
状态不佳，吹空调有点感冒，但好多小伙伴给我留言想要看黑神话，所以还是做了出来。
配音有气无力的，希望大家见谅。

1、摄影原图100%为up主自行拍摄。
2、展示图片有经过后期调整。
3、后期是因为摄影师的责任是将最好看的呈现给大家。
4、感谢游戏科学的坚持不懈，终于将我们中华文化展现了出来。
5、再次感谢游科的顶级美术！
5、为保证观看体验，建议大家横屏观看。",10.5万,2.0万,10.5万,1.2万,"['黑神话天命人来也', '游戏', '单机游戏', '悟空', '国产游戏', '单机游戏', '黑神话悟空', '黑神话', '动作游戏', '游戏摄影', 'steam游戏', '游戏科学', '《黑神话：悟空》8.20 直面天命']",2024-08-22 21:57:09
全网首发！《黑神话：悟空》全成就攻略！81个成就解锁方法全揭秘！,老蕉Banous,https://www.bilibili.com/video/BV1tM4m1a7bG,165.8万,650,"因为是首发，再加上81个成就实在是太多了，有可能做视频的时候看花眼或者记忆混乱，请在弹幕或评论区指正，我会发置顶评论和醒目弹幕修改，谢谢！

全网首发！《黑神话：悟空》全成就攻略！81个成就解锁方法一览！",4.8万,1.2万,4.8万,7759,"['黑神话天命人来也', '游戏', '单机游戏', '黑神话悟空', '黑神话', '黑神话成就', '黑神话结局', '黑神话隐藏结局', '黑神话全成就', '八十一难成就', '黑神话完美结局', '黑神话攻略', '《黑神话：悟空》8.20 直面天命']",2024-08-22 16:10:03
15个简单有趣的小食谱～有手就会系列～,胡仔一人食,https://www.bilibili.com/video/BV1Ni421r774,72.7万,679,Not Found,10.0万,3008,10.0万,2490,"['还是淘宝香', '美食', '美食制作', '美食', '甜品', '创意', '月饼', '教程', '中秋', '美味', '有手就会']",2024-08-23 20:00:00
《黑神话：悟空》观影向全剧情丨全主线丨纯剧情精剪【4K 无UI】（更新第四回）「游影社」,游影社,https://www.bilibili.com/video/BV1RuWpezE7h,386.3万,2.4万,"游戏名：黑神话悟空
开发：游戏科学
录制平台：PS5
录制\剪辑：",9.1万,6.1万,9.1万,3.5万,"['黑神话悟空攻略在此', '游戏', '单机游戏', '悟空', '4K', '孙悟空', '剧情向', '黑神话悟空', '动作游戏', '《黑神话：悟空》8.20 直面天命']",2024-08-20 19:20:02
旅游20大警告，揭秘国内的旅游陷阱，你中过招吗？#国内旅游陷阱 #出门旅游如何避坑 #旅游避坑指南 #实用旅游避坑指南 #旅游乱象,中国旅游推荐官,https://www.bilibili.com/video/BV1Ar421N7PL,390.5万,835,-,14.6万,2560,14.6万,3698,"['生活', '出行', '旅游', '旅游攻略', '干货']",2024-08-22 11:04:31
⚡黑神话悟空现状⚡,改BUG的TOM学长,https://www.bilibili.com/video/BV1SH4y1c7vm,131.6万,595,"什么？那猴头已经来了第二十回了？
点赞过两万，光速更新下一期！",23.5万,2.7万,23.5万,2.9万,"['黑神话玩家的精神状态', '生活', '搞笑', '搞笑', '计算机', '鬼畜', '游戏', '悟空', '娱乐', '黑神话悟空', '黑神话', '大学生']",2024-08-21 18:48:59
这人也太虚了，箱子都提不动,小汤师傅爱跳舞,https://www.bilibili.com/video/BV14E4m197Zk,131.8万,270,-,24.3万,3365,24.3万,1157,"['舞蹈', '街舞', '肢体默剧', '默剧']",2024-08-22 18:16:19
校园80？不好意思，进去吧你,圆桌动漫,https://www.bilibili.com/video/BV1h1421x7Gq,209.3万,1853,Not Found,4.4万,1.2万,4.4万,282,"['动画', '同人·手书', '搞笑', '圆桌宇宙']",2024-08-23 18:07:44
今天去了健身房一趟,真子日记,https://www.bilibili.com/video/BV19z421e7hD,144.9万,7900,Not Found,13.8万,6918,13.8万,7815,"['搞笑研究所', '生活', '搞笑', '搞笑研究所2024 5.0']",2024-08-22 18:52:56
变胖了就更好捏了不是吗？,叶玲秋雨,https://www.bilibili.com/video/BV1X2421Z7Rj,83.7万,1702,"小两口老夫老妻似滴日常，芙宁娜因为要减肥不能吃大鱼大肉，但是吃太少容易肚子饿，空不忍心看到芙宁娜因为减肥而饿坏肚子

借物表
模型：miHoYo/观海/克里斯提亚娜/Airsoya/婳魔Yandere桑/Danielxwy/Mafubash/倾辞一绘/开朗的米悠悠
场景所有：MiHoYo 
场景提取：克里斯提亚娜
场景修改：克里斯提亚娜 
动作/镜头k帧：叶玲秋雨
人物渲染预设：小二今天吃啥啊",10.1万,2.7万,10.1万,7419,"['原神UP主激励计划', '动画', 'MMD·3D', 'MMD', '原神MMD', '原神动画', '芙宁娜', '空', '米哈游', '原神', '原神UP主激励计划4.8']",2024-08-24 18:45:39
黑神话悟空：一旦错过无法挽回！超高人气，四妹支线任务攻略指南,每日游戏追风,https://www.bilibili.com/video/BV1Ef421e7iL,192.6万,1442,"本期内容：《保姆指南计划》
本期游戏：《黑神话：悟空》
本期视频为大家分享，
黑神话悟空高人气角色四妹/四姐的隐藏支线任务流程。
可触发天王殿《王灵官》战斗。
可解锁新人物《鹤仙人》。
祝大家玩得开心！",5.8万,3873,5.8万,4134,"['黑神话悟空攻略在此', '游戏', '单机游戏', '游戏解说', '单机游戏', '新手教学', '黑神话悟空', '四妹支线', '游戏攻略', '动作游戏', '教程攻略', 'steam游戏', '《黑神话：悟空》8.20 直面天命']",2024-08-22 17:44:19
游戏里的《云宫迅音》,西游记作曲许镜清,https://www.bilibili.com/video/BV1TW421X7KY,99.5万,1095,昨天深夜，我又看了82版《西游记》，当年的画面虽然跟现在的#黑神话悟空 视频画面没法比，但也很用心。当年的音乐能在当下火爆的游戏里焕发光彩，我很满足。我还没玩游戏，就先跟小伙伴们聊聊音乐吧,16.9万,1.8万,16.9万,963,"['热议黑神话悟空', '音乐', '音乐综合', '经典歌曲', '西游记作曲许镜清', '黑神话悟空', '云宫迅音']",2024-08-22 20:32:10
《坦克模拟器3》,马鹿blyat,https://www.bilibili.com/video/BV1Qr421M7Xs,787.0万,8849,《坦克模拟器3》被官方催更出来了，感谢《坦克世界》的大力支持。8月20日是《坦克世界》的周年庆，官方有大力活动；感兴趣的小伙伴可以在浏览器中复制这条链接入坑👉https://urlqh.cn/sRHtO,76.9万,22.1万,76.9万,10.8万,"['科技', '极客DIY', 'DIY', '搞笑', '游戏', '坦克世界', '坦克', '模拟器']",2024-08-20 08:00:00
《给我老老实实出丑啊！》,伤心欲茄222,https://www.bilibili.com/video/BV1aW421X77w,181.1万,815,素材：少林阳武堂,23.4万,2010,23.4万,1090,"['搞笑研究所', '生活', '搞笑', '搞笑', '八嘎', '搞笑研究所2024 5.0']",2024-08-24 18:25:54
《粉丝见面会》,搞笑曲同学,https://www.bilibili.com/video/BV1hmWDejEsL,244.5万,1049,Not Found,24.5万,795,24.5万,2120,"['在整一种很新的活', '生活', '搞笑', '高甜', '秀恩爱', '幽默', '情感', '情侣', '搞笑', '朋友', '段子', '搞笑情侣', '搞笑新星训练营2024 3.0']",2024-08-23 16:38:41
全网最强轮椅流派！逆天bug！薄纱所有boss！【黑神话】,靖妖一心,https://www.bilibili.com/video/BV1f2421d7qV,147.6万,1431,方法来源：,8.9万,6145,8.9万,4.9万,"['黑神话悟空攻略在此', '游戏', '手机游戏', '单机游戏', '西游记', '游戏', '黑神话悟空', '劈棍', '游戏攻略', 'bug', '虎先锋', '游戏鉴赏家', '《黑神话：悟空》8.20 直面天命']",2024-08-22 21:17:12
博伊卡高燃片，超燃森林狩猎类复仇动作片，邪恶永远打不过正义,摩斯神探,https://www.bilibili.com/video/BV12S42197Ci,246.5万,2506,Not Found,8.3万,1461,8.3万,213,"['人人都能聊影视', '影视', '影视杂谈', '电影解说', '动作', '复仇', '人人都能聊影视3.0']",2024-08-22 11:00:48
