把地图设计搞好，以后肯定能有法环这个级别的作品
不是哥们
上古卷轴：那我就不同了，我藏了99%（手动狗头）
泪目
50少了，最起码藏了75%
泪目
虽然你可能不在乎多一个关注，但是我还是关注了，就因为黑猴
100人？那么少
有没有一种可能是他们连人机验证都过不去
游戏界华为
点名黑神笑话吧
猿神也有多周目
路边一条
原來是聊天記錄，那不得不信了
主要骂的人根本没玩过，喷也喷不到点上
一个类型的游戏都不是所有人都喜欢，它媒体的评分就能可靠吗？
鸣潮？？为啥要说mc？？？
流程多久？
牛逼
？？？？？？？？通关？？？？？？？
？
王自如？
支持
谁羞辱别人了？羞辱的不是你们这种挠惨
看来up主观意识挺强
好骂
热爱键盘
糖分溢出(
BLG:真的吗？
牛逼！
泪目
牛逼
已经开了
是的，up说得对
美术不行
怎么快的吗？我才刚买
nb
买一个游戏玩玩不就行了
閃退
智什么障
牛逼
只能说是主流水平 吹的太厉害也不是好事
死亡搁浅才6.8？对上小岛的频率之后我个人认为有8往上
支持国产！
这可是国产3A 听国外 不多支持一下国产
只狼不也才70人
只狼好像也才70人
别总是说什么世界第一说牛壁就行了
好骂！
别总是说number one，客观评价行不行？
只狼不也才70人
只狼也才70人
安装路劲不能包含英文（doge
你币有了
好骂
铺天盖地的宣传，有这么夸张吗
我笑了
泰拉瑞亚月总击杀动画
基于中国文化开发的游戏，不容许外媒评价
MC是什么
好骂
踏马100还少啊
牛逼！！！！
井底之蛙不代表民意
泪目
支持！！！
牛逼
游戏卡学
哈哈哈
7分钟通关？
哈哈哈哈哈哈
龙信2值得一玩，但也就是8分的水平，属于半成品
龙信我给7分…
牛逼
关键是到底是真没有还是没找到？也没人说啊
怎么感觉这么像永劫无间啊
中国有3a市场吗？你是怎么得出这个结论的？
cy
孙悟空大闹西天
就这个金箍棒我就要死了，md怎么能这么好看
建议找男翻译
好骂
好骂，三连了
牛逼
不会找英化补丁吗？自己没文化，叨叨啥，我玩英文日文游戏的时候说啥了吗？
百万塞尔达
玩游戏最重要是开心
开门见石
要这么说的话那我就只好喷了
哥们，我啥也没干，你就开喷了，那我也不好说什么
mc是我的世界吗？
你们知道giegie有多努力吗！
《黑  神  经  马  楼》
好蹭
跟帖吧认真就输了
啊对对对
开什么香槟，开茅台！！！
牛逼
黄金树值得
这玩儿起来没意思
百晓生直呼内行
？
不辱不玩
金猴奋起千钧棒，玉宇澄清万里埃
22分钟通关
不遭人妒是庸才
电脑版本的2077还好 啊 除了有一段时间黑屏
巴基斯坦：？
孙哥又藏牛
串子没钱买不起，酸的
热爱恶心他人
譬如啥时候让猴哥穿吊带裤出场
赤髯龙！！！
三国杀启动
想起海贼王
不是你这就通了？
赶紧卖掉几支茅台买显卡。
我恨没有早生几年，毕业想进游科工作！
中国的悟空，外国人懂个锤子！
我现在恨不得去学编程修bug去了
海外媒体的扣分点在老外不看西游记玩不懂
你这么说那我这钱还真省不了了
美末2评分确实幽默
安装路径要中文（doge
现在人被资本裹挟的厉害游戏做得好夸夸就行了
尬黑，他们甚至都没买，笑死
热爱的东西有啊，是刀了，us刀了
怪物猎人？
泪目
6
牛逼
牛逼
致敬
好骂
他们还能看到外媒？
牛逼！！！！
骂的好！支持
致敬！！！
原神从开服被骂到现在，还是如日中天，黑神话面对着点舆论怕什么
喷子估计笑着看流眼泪了
牛逼
哈哈哈哈哈哈哈
】
啊不是，就通关了？
应当鼓励，国内缺的就是这类以自己传统文化的游戏
有腾讯等大厂提供资金技术支持的
投币跟团
贴吧魅力时刻
说重点
游戏领域大神
贴吧是这样的
牛逼！
这才是热爱！为了爱！
《西方》的流量算是吃明白了
中文真的很难被其他语言翻译出味道来
我愤怒的原因是近三十年的等待，是曾经的无奈和绝望，是看到希望后被自己人侮辱
回旋镖打脸
82里面许多是zzzq故意打低分
牛逼
泪目
牛壁
灯笼
哈哈哈哈
致敬
等游戏出了清算回去也不迟
哎好振
我觉得把职业生涯最好的时候留给黑神话是最大的荣幸
网络实名制势在必行
同意
好骂
牛逼
游戏还没玩上先感恩
你还真是
人家是怕你强大、管你好不好玩
牛逼
轻舟已过万重山
牛逼
2077发售一年后买的，就这还有坏档bug
牛逼
自己觉得好玩就行了，公道自在人心
加油
喷子都是外媒花钱雇的，引战的对骂的
牛逼！
牛逼
牛逼
泪目
半小时后决胜负了
？？？？
预测？？
讲真 很少去看西方媒体评论
必须支持
泪目
吾名三藏
还有38分钟现在是8月20日上
gold，难说
这么快通关？褒姒23333
666666
牛逼
？
？
机器人解说，不看
可以买外国人买200刀吗
不必管它
天才
因为有提前发售的测试版……
牛逼
泪目
我也会看完唉，可惜这些给我快乐的人啊，都说英文
牛逼
全是汉子！！！！
卧槽打人这么疼
好骂
说的好
中国人被习惯带着打分，然而大部分的打分都是无用的
死亡搁浅抵得上13.6分，满分加个3.6（）
好骂
外国媒体从来不可信
我现在玩的2077还是有恶行bug
真的泪目了
all in！
翻译没办法。他们的词汇量就这点。是时候让他们接受我们的文化了。谁能翻古诗词？
没办法啊，中文博大精深，古文都是超链接
热爱嘴炮
太牛壁了！
泪目
《鬼孽》
能解决下A卡优化就好了
太厉害了…
牛逼
游戏领域大神
辐射四现在还是一堆bug
希望有up出全剧情，手残党
有人爱当串子
这打斗，看了满满的西方特色
哇，雷电将军。。
泪目
反话说的太妙了！
唐完了
死亡搁浅确实好玩
好骂
泪目
泪目
根本就不好玩，没有一点养成因素
鬼图确实反人类
牛逼！！！
牛逼
这不纯纯硬黑乐了
媒体不都是收钱办事么不给钱就喷
别艾特米线山了，米线山现在好几座大山翻不过去
本体打的伤害比刚刚那个变身伤害要高啊
泪目
希望不忘初心
泪目了
游科牛逼
起跳躲冰环！
牛逼
这些人都会偷偷的玩盗版
绷不住了
好骂
湖北豿？
好骂
就是，我们都会英语，让他们自己学中文去
甲方催了吧
Nc
最大动力是搞钱ok？
打低分真的是好事，把大家期望值拉低一点，否则到时候有一点点问题，就会失望，挺好的
外国网友也认为那些评分是√式
48bin出来挨骂
文盲看不到西游记怪西游记？
你懂个锤子
“通关”
好骂
这里香槟是串子在嘲讽半场开香槟
热爱评分不是一种热爱吗（狗头）
老外是这样的
我只想说有狮驼国吗，我要屠国
哈哈哈哈哈哈哈哈哈哈
有华为那味了，开始营销
好骂
泪目
中文语言博大精深怎么翻译都是没有味道的
牛壁
九九八十一难
书看不懂没文化还成写书人的缺点了？？
自己学中文去 他们的游戏对咱汉化也不咋重视啊 让他们多了解了解中文
40+不玩游戏的人 看哭了 中国文化加油
评分是最没用的东西，销量最重要
这就不是能翻译的东西
能力有限，预购三个豪华版，两个赠好友一个自己玩！！
信社达这辈子有了
牛壁
100？
跪舔了属于是
不是哥，两锤剩皮血了吗
牛逼
牛逼！
你别说了，我20号今天还要上班，你让我更没心情了
插个眼
肯定有外包啊
泪目
插眼
黄金树幽默，落叶捎来了数值怪
毕竟连电子游戏都是人家发明的，确实更权威一点
刚才那个龙很好打啊
？？怎么回血的？？
老头环还有DLC？
牛逼！
牛逼
泪目
泪目
牛壁
《宝宝 喜欢》
牛逼！
额，有人能告诉我。我的世界到底发生什么了吗？
big胆，敢说它们主子
死亡搁浅绝对神作
回旋镖才是最爽的
好骂
你还好吗你听起来有点累
俺的世界到底咋了？
牛壁
老艺术家的从容！
9分半了，还在抬杠
泪目
游戏确实无聊
怎么老吃血
水温你了
废话少说
好骂
好！
光凭粉丝都比ign多
说不定他们真活不到啊
好棒的游戏
有些东西大家都知道，就像米其林轮胎店不配评价中餐
牛逼
牛逼
小子你等着，给你挂贴吧[doge]
我最后2小时都不想等了   8月20号7点25分
拿着猴头猴哥也能活蹦乱跳的
那可是大圣怎么做的出来那种事
你有什么权威
IGN的一句“游戏内容和剧情无法理解”就让广大网友学习西游文化，这才是真正的文化输出，在我看来真值了这八分[打call]
牛逼
泪目
我们的四大名著，几千年的沉淀，不是那些西方短小的文化能剖析和解读的
西方中心论根深蒂固，美帝没趴下前确实难搞，不过快了，很快了
“解决后”
好！
啊。
牛逼！
\\\\\\\\\\\\\\\\\
过九九八十一
能躲掉的，往后跳
长情的游戏，不必纠结，大话西游不也是后来才被人理解
牛逼
出生吧友稳定发挥
牛逼
不如多买几份送朋友
多年不换的引擎
2077逆天黑梦和崩存档
然而说这种话的一般都是弱者
泪目
暗黑世界
哈哈哈，说得好！
骂得好
这个头槌真的可以！
头槌
我玩的是抹茶？
如果这是真的，你确定你留下信息都是自己的？
好骂!
鬼泣五
就美末2这烧饼游戏还能满分？给20分都感觉给高了
刺客信条当时放了老久的名单
看完泪目，虽然还没有玩，还是只想说牛逼！
这游戏看着挺没意思的
好骂
虽然我全程都在分析boss战 但不妨碍说一句up好骂！哈哈哈
哈哈哈哈哈哈哈
灵虚子不开门（doge）
支持up
不吹不黑，自己上手才是最重要的
泪目
美末2玩了几章直接弃了
牛逼
我就没动摇过
就算游戏不支持英文，你就让他们说咋的了把
他们还真不一定活的到
"金猴奋起千钧棒,玉宇澄清万古埃"
肝上张了个人
路障这个语气是练过的，观众只能从说话的内容而不是语气判断他的情绪
牛逼
所以呢？不好玩就要骂。谁劝也不好使，你多少粉丝也不好使。
…听这声音就感觉憔悴不堪..所有速通的都是这幅虚样
中国的大圣却要国外的人评价，他们真的看的懂吗？可笑啊可笑
牛逼
因为甲方催了
通关？
战神碰不了？
他们没有自己的英译组吗？
牛逼
比如，能不能把创意工坊打开，我想看大神们的女儿国
已经买了哈哈
牛逼！
牛逼
ps5吧的剑中是这样
正版win11受害者
好好玩游戏就行了，不用讨好外媒，终究有一天他们会反过来讨好我们！
泪目
好听是热爱，懂得人就知道故意挑拨宣发
想玩就玩，看不懂你们这些你来我往我说差你说我不应该说差无聊
nb
格局打开了
西媒公信力？远程畜牧业！
nb
牛逼
《活全家》
哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
大厂优化一个比一个差
好骂！
可是这是我看过最敏感的一个视频了
一年发售几十上百个游戏，其实没有人在乎
为了黑而黑
啊？还在藏
正在预载的时候 我刷你视频呢
不要觉得世界上所有人都在针对你，没有人在乎
有些人是跪久了站不起来
把他们当电子宠物看看得了（笑）
牛逼
2077银手剧情黑屏预购的人应该都遇到过
1/3过去了 讲了跟没讲一样
牛逼
魂类玩家，黄金树之影真不值得这分
牛逼
骂我的人多了，你算老几啊？
泪目
完全不影响～它们哪怕打零分咱也照玩不误，信任自己眼光
ps4 2077首日受害者前来报到
牛逼
腾讯的一辈子
他们还真不一定哦
不就为了抢流量么 说那么高大上
其实是预设立场，然后找有利于自己的证据而已，他们相信的不是外媒，只是自己
契约精神，就是拿来洗脑其他人的，因为他们并不用遵守
能少看点选购吗
说外媒不懂藏还是有点夸张了吧。。。
好骂
翻译:不用理他们
我其实在用过科游的测试工具就发现黑猴不简单了
哈哈哈 骂的好狠
不怎么样
明天都给我哭
不愧是搞西游的队伍，全员神仙
好骂!
死亡搁浅评分这么低，前两天无意中看见这款游戏
斗罢艰险又出发
有的人热爱游戏，可有的人热爱游戏评分
褒姒党呢？救一下啊
低分的主要原因是没有加入拉万
支持
不一定
支持
所以说，全是鲨弊
他都这样了，你为什么不顺从他呢
龙信是什么构思，完全玩不下去
arpg第一我等你
好骂
好刮痧呀
闹麻了！！！
这个唐氏口音没绷住
精神外国人
乐死了，中国玩家忍了多少年海外那些公司的烂翻译，这次我们做的游戏，你嫌弃就自己翻译吧
是我了
期望低了，才会有惊喜
国内媒体也不见得就不狗屁
ign 8分不算低吧
欧美打压中国 不单单是军事 政治 外交 科技 而是全方位的打压包括文化 人种 民族 这是一场你死我活的斗争
nb
那必须要清算，键盘都准备好了
合影
火钳列明
所以你们buy了吗
既见未来，为何不buy
泪目了
乳女是加分项
泪目
譬如，女儿国怎么走
就跟燈塔國最近一樣 急了唄
15小时通关时长
跟西方反着来就对了，这是广告
就问鹅厂
有些漢奸就是看不得國家好
已三连
买东西不是自己做决定的么？既然你买了就是认同，还看评分？怀疑自己？何况还是二皮脸们开的机构
但当时他们分低这也是事实
牛逼！
1
泪目
泪目
要反着看问题，也就不气了
好骂
还有8个小时，愁啊，哈哈哈
不不不 除恶务尽 这一次必须清算干净！
不好说
热爱当串子
该骂
好骂
真的就是热爱
游科4年前开始制作只有30几个人，到现在也才140多人而已，名单出来连一首歌时间都不够
比起说游戏，我比较喜欢听他骂人
众所周知贴吧人均单游戏时长一千加
有人急了 我不说是谁
经典贴吧什么东西都要有
有很多外包的
啥？才出来都通关了？
牛逼
都成年人难道没有一个独立思考能力吗这些人
怎么越到西方，妖魔鬼怪越多呢
他们根本自己都不愿意去挖掘这些隐藏剧情
大剑真蓄（确信
宣传片里面的boss战是隐藏的，这就是外国媒体玩不明白中国游戏的原因
好骂
你找到赤髯龙了吗，玩了两三遍没找到（dogs）
拿评分当圣旨
骂得好
爱咋样就咋样，别扯大旗就行
串子豆沙了
哈哈哈哈哈哈
美默2满分？
建议换成中文
我不认可你的说法
up主翻车也不少，客观的看吧
我觉得武器招式还有提升空间
我记得圣域2魔都魅影，有个墓穴，墓碑上全是制作人，挖出来全是boss
帅
牛逼
当时霍格沃茨也一堆人没玩就开喷，结果游戏出来开始装死了
膏潮（指正）
woc
神金
领证骑手
龙信2这够使80分都高了
牛逼
怪猎即视感
听你的意思说的就好像这游戏质量已经要tga最佳了一样
凌晨1点多，4000多个人啊。
对家吧
玩家跟媒体两个群体，没啥好说的
当up主需要这么卷吗？
必须清算
牛逼
牛逼
咿呀棍法
这很好了丫，打击感不比老头环差吧，国产还不支持支持，崇洋媚外干嘛呢
这个怪物倒地动作像怪猎
不能跳过才是最搞笑的
等GTA6吧
牛逼
ign懂个屁
?
外国游戏都是外包，我们人工不值钱，加班加点干
朋友共享游戏，明天开玩
因为它们路径有英文
2077才3个成就？
外媒评分有什么好看的，我玩的是游戏，游戏好玩就玩，不好玩就不玩。评分并不能影响一个游戏的真实质量，你玩了才有资格去评价游戏好坏。
反驳别人的观点不等于落入自证陷阱好吗，不要一天天把这个挂嘴边
不辱不玩
因为外包啊 不喜欢你说这点
+
只要有流量，专门来找骂
死亡搁浅是除了大镖客外，第二个让我颅内高潮的游戏
自证陷阱
牛逼！
挺好 国内从不缺批评家 （doge）
黄金树地图10分，内容6分
这个技能好独特
\听都听不到，声音大点啊
炫炫炫
厚实表皮（bushi
10年前这样吹我认可，现在的话这么多珠玉在前嗨
注册的黑神话系列挺多的
UP你这还算激动啊，我觉得现在能用这种语气说话就已经很稳定了
nb
牛壁
古今中外沙杯是无处不在的
牛壁
挺好的慢慢越来越多的事件让很多人露出真面目，让被蒙蔽的人看看清
腾讯出手的
咋通关的？我发评论的时候不是才发售了55分钟？
村里第一个大学生
？
好骂！
全华班！
以前的游戏媒体侧重游戏，很多都是懂游戏的老玩家，真的可以做攻略那种。现在的游戏媒体都侧重媒体，已经没啥品鉴游戏的水平的。
上一次看片尾动画哭还是古剑三 真心希望国单能越来越好
热爱手机游戏
预言家
西方媒体还有公信力的？
我当时玩首发赛博朋克也没遇到什么bug
好骂！投了
无良媒体必须清算，大家不要被评论区的一些人影响
学学潘展乐就对了
我记得不是能踩在棍子上面吗，应该那招可以躲
100是正式员工 外包不算吧
海外媒体寄把谁啊。死亡搁浅6.8分，《我不玩JRPG》，普遍不待见日厂任天堂卡普空，《too much water》
无视才是正确答案
牛逼
是的
牛逼
这已经不仅仅是一个游戏，可以说上升到舆论战文化战的话语权的层面了
泪目
美末2差？
你怎么知道它活的到20号？万一没活到呢
美末2除了剧情都是满分
？？？
这玩意老难翻译了
好骂
好骂
94 真的捧杀啊
【】‘】【0.
是流水 是孝心 是米嗲的爱
是这样的 狗狗吃饭前肯定要征求主人意见
全员肝帝
泪目
牛逼
牛逼
肯定活不到啊
不懂玩个学习版还要发红字的是什么心理
不好说
尼尔机械纪元
哈哈哈哈哈 骂的好
好！
哈哈哈哈 好骂！！！！！！
哈哈哈哈
他们配吗？
不是，UP玩到了，你们又没玩呢还，跟着在这嗨是不是有点乌合之众了？
开锤子香槟！直接开飞天茅台！
牛壁！
China No.1
玩游戏就玩游戏，从不看评分，人的洗好是不一样的
牛逼
拿钱办事
我猴哥打的就是权威，仙女也不如桃子香，有什么问题吗？
牛逼！
‘；怕，kmASDFGHJKL;'
金猴奋起千钧棒  玉宇澄清万里埃
主要还是要看销量，其他都扯淡，游戏公司不是慈善机构
好骂
翻译不出中文古文的意境
这个才是主要原因
2024年8月20日 00:26:41
致敬
蕾姆
有一说一，前面这一段口水硬是不是太多了一点
牛逼
玩个游戏还去管别人的嘴，我自己觉得好玩就行管他呢
下午他们真的活不到
我从来玩任何游戏都是看完，有始有终
希望真正解封后，还是专注与游戏
点名怪猎
牛逼
主要还是黑神话硬实力够，所以说话有底气
国外买的狗，不用理会狗叫
比如构建中国3a标准的评测机构
我不到啊？
泪目
哈哈哈哈哈哈好骂
就是
牛逼
我先来，那些都是原口生物，未完全进化品种
也就是所有的外媒玩到的评测内容只有这个游戏的50%？
牛逼
牛逼
我记得这里不是可以立棍吗
泪目
牛壁
爆笑
泪目
我恁碟
泪目
??????
我只能说游戏都没出，玩都没玩过，就打这么低的分。
那就是“英化”补丁的问题了
牛逼
6000+？
学新闻学的
合个影
买了结果发现流量不够下载，还没WIFI，当场去世
20号了，我赶紧去看下上线没
???
牛逼
就是日常黑中国
就是日常黑中国
哽咽
卧槽卧槽
可能是英特尔出了问题
还有十个小时 哈哈
怕大圣的都是妖魔鬼怪
好骂
这才是真正的中国精神！！！！
幽默
致敬所有游科人员们，你们是最棒的，谢谢你们给我们带来这么棒的作品！
好骂，投币了
不含牢洛
等通关在清算
这打击感，看着就太差了...还得继续好好优化
怡宝牛逼
牛逼
四大天王
笑死，学中文？国内的销量能跟国外比？国内有多少真掏钱的？
可能他们是没钱买游戏，酸了
牛逼
我们要从各个方面超越他们，他们开始急了
我要有四百万粉丝我想怎么骂就怎么骂
好骂
好骂
哪有盗版的给我下载，我要玩盗版
好骂
泪目
说得好！
牛逼
黑猴打钱
2077dlc出了现在是佳作
小语种笑嘻了
推荐个配置呗
贴吧是这样的
？？？
牛逼
战神的名单播放了一个小时都没完
文言文确实难翻，英文可以翻成中文之后再理想化，浪漫化，最后改编，反过来就很难
牛逼
龙信2就纯给怪猎荒野当台阶测试的，荒野预告里能找着很多相同
啥游戏都有串子，不过越多越好，会让游戏热度更高
加油！
敢问路在何方，路就在脚下
总是有些ZZ见不得别人好
龙信2内容太少了
爆
好骂
.
任人物设计太好了！！！
就开就开
有几个开发者啊，中国这么多从业者，搞笑
这可不好说活不活得到（认真脸
我直接无视那些外媒了
不需要你来评价，明天我自己玩玩就知道了
好耶！大圣把妖怪全部清算！
无言是最大的轻蔑
2077当初那个黑梦bug让人以为是设计呢，笑
自有大儒为我清算
我的建议是他们自己翻译，我们以前全靠汉化组
致敬！游戏界的英雄们！向欧美日韩发起冲击！
看到这里我真的没绷住，笑死我了
牛逼
游科点赞，跪久了终于可以挺直腰板站起来了
牛逼！
老子骂的就是权威！！！
确实，自己打自己脸总比被人清算要更和谐（doge）
必须要清算，你不占领舆论的高地就会有人占领
用立棍法应该能剁掉
泪目
赶紧说正事
《评分pvp》
游科，牛逼！！！
骂又不影响你赚钱
太牛了
我们往好处想，说不定呢
牛逼
泪目
再等一天
计划有变，准备年度
牛逼
牛逼
泪目
谁都不能说咱们不好，咱们宇宙无敌
不一定
国产已亡！
舒服
老哥，你好好跳，跳完了再说（急急急）
你疯了吧
up哽咽了
男人哭吧不是罪哈哈哈
e12e
aw
夺少？
死亡搁浅就是神，自己玩不来别说游戏不行
np！听到这里泪目了
发这个会不会违反保密协议？
泪目
牛逼
好骂
主不在乎海外
不好说
还真有可能
雄关漫道真如铁，而今迈步从头越
哈哈哈哈
牛逼
动作游戏多周目很正常啊惊讶啥呢
哈哈哈哈
蛙蛙容易急
好啊
你拿孩子赚钱啊
牛逼
说得好啊
好说
玩贴吧，这辈子有了
"夜色之浓,莫过于黎明前的黑暗"
我从不泄气
"会当凌绝顶,一览众山小"
对串子来说，有道理与没道理只基于符不符合他们的利益
3
是的，我是一个水君
国外游戏媒体评分十来年前就臭掉了
没玩就有粉丝了
牛逼
他们可能真的活不多820了
我2077首发入的那个档到现在还是坏的，过不了剧情
"想想流浪地球让老美那么破防, 这次黑猴异曲同工, 懂吧"
路径改成中文
开开开！
串子还真不一定
确实
水军：幽默，逆天
少废话，说游戏！
我玩战神时候也没有看不懂啊？
好好好
真没办法，底蕴深厚，有些东西不是想翻译就能翻译的，山猪是吃不来细糠的
快乐= 体验一预期
从来不听外面的狗叫，听自家人讲的人话就好了
按雷军的说法 只要目标定下了 我们就成功了一半
你还是那么爱变石头
黄金树DLC就是使，纯使，我说的
九分钟的视频已经骂了两分钟了
喷子只是找到了趁手的武器，至于谁说的无所谓，只是享受对线
2077首发一天玩12个小时 多次黑屏 穿模
牛逼
黄金树mc起码多打了十分，而且无瑕之作的评价太幽默了
其实只要开放玩家给翻译意见的话，海外玩家自有能人给出完美翻译
停龙车？卧槽
法门寺舍利宝函！！！！
串子念稿子挣不到买游戏的钱
掠食IGN评分4分，异形隔离5.9分，狂怒2 8分
怀炎名言的含金量还在上升
啊？咋通关的？
】
还行吧，明天看直播，游戏还没买，基本是必买
牛逼
牛壁
牛逼
我的是relic故障发病，就一直花屏，后来才看攻略找那个贩卖机任务解了
玄牝
泪目
还有惊喜！
就跟雾山五行一样
内卷文化
信息站，情报战
啊？透露这么多了还能藏？？
打个8分都不行了？？
泪目
他们就是为了流量
凭什么yaoguai要叫monster？我就问凭什么'妖怪'不能叫'guai'？谁公认的？他们不懂就让他们好好学，学了就懂了
点赞！
黑笑话悟能
串子连买的钱都没有
牛逼
玩黄油机翻也不至于掉十分
后面还有影之刃零，还有失落之魂，他们继续双标，公信力就会被进一步冲击
商人不懂规则?
up三观太正了
大闹天宫了属于是
为了看制作人员名单，这关得通！
马上就成大厂了！
不好看的炼化，好看的雌堕
我正好相反，我想看他们跳，然后看他们变小丑
泪目
天下苦LGBT久矣
牛逼！！！！！
前面黄字的 难说哦，笑死我啦
钱不钱不是问题，只要自己开心就好
《弱者》
泪目
牛逼
辐射4经常启动就出问题，莫名其妙
这种人就是意志不坚定，生活中失败太多
他们确实就靠这个活了
他们爱优越，不说游戏圈了，只要是个圈，都有故意踩这个那个的来彰显自己独到的见解好让别人感觉他是个大佬，实际上别人看他就是歌姬吧
喜欢赢赢赢，到头来就是输输输
100个人？？？？？
小高也干了
“一定要赶上和超过世界先进水平”
真不一定
帅
啥？100人？？？？？？？？？？？
。，
我也听说了，就这人数，做出这种体量的游戏，佩服
他们只配玩评分82，不配玩游戏
牛逼
狠狠清算9分的那个群体
一看到黄金树95立马明白了
知子莫如父
他们急了
快快三连
哈哈哈哈哈哈哈
不理解，别人评分关你玩游戏啥事，自己玩自己的
？
有人问你了吗？
ghhhhhhhhhhhh
我觉得外媒打60，跟我们这无脑吹94乃至95满分的都是一类人，游戏发售后自有定论，海外媒体不代表一切，up也是自媒体
说不定哦！
《活全家》
堆：指尸体
牛逼
太他们牛逼了
机缘之争，只有你死我活！
8分低吗？我没理解。。。。。我觉的这都算优质了
这个说的倒是没错
媒体评分不是谁给好处多谁高吗
好骂
音游
支持
四个特殊隐藏boss目前见了两把武器
好骂
玩不懂？客气了，压根没玩几下
mc94分。。。都是GTA5 大表哥 巫师3这种水平了，老实说我也觉得有点吹了，游科还是第一次做，不可能没有缺陷
西方媒体还有公信力吗？
好骂
兴奋的睡不着觉
牛逼！
说不定中元节他们祖宗把他们捞走了呢
黑神话就是给中国玩家的游戏，
U1S1美末二确实不错啊，你们玩过没啊，从游戏性来讲
小语种有bug就别玩了，学好中文再玩doge
。。
人家有工资领呢
自家人不信，偏要去信鬼子
好骂！
好刮痧啊
传奇bug黑梦
不是不懂，是纯粹的坏
玩家玩了觉得好玩就行，哪里那么多为什么
牛逼！
这你可错了 他们是真活不到8月20了
多少？！？？
好，用心做
龙马：“奇迹”
它们怕了，说明游科做对了
这太秀了，祝福
这玩意这么肉啊
不如大圣归来/狗头
牛逼
游戏都还没出，看个贴吧一堆骂的，黑神话的妖怪我还没见到几个，骂人的牛鬼蛇神倒是跳出来不少
不如百万塞尔达
知子莫若父
2042和巫师3的bug还有gta刚出的时候bug都很多
这下不得不启动了
腾讯大金猪发力了。
国内的美狗 常规操作
不好意思，这些东西还真怕活不到明天，哈哈
爽骂！
串子里面有很多50w的
@海拉鲁之剑@米线山@数学天才南冥刻痕
up为什么口齿不清？
海外存在恶行bug关我屁事啊！
跪久了起不来了，没办法啊
牛逼
？？？？？？？？？？？
哈哈哈哈哈哈哈啊哈哈哈啊哈哈
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
好骂，会写一句代码吗？有什么资格？
