标题,Up主,URL链接,播放量,弹幕量,简介,点赞量,投币量,收藏量,分享量,分区,上传日期
“你说你不想再溜冰，我也不想再溜冰♿”,大水母绚烂,https://www.bilibili.com/video/BV1Ti421a7r8,56.1万,895,昨天买了只西瓜，切开之后发现里面有只U盘，把U盘的内容放给大家看看。,7.7万,2.1万,7.7万,2.1万,"['鬼畜', '人力VOCALOID', '鬼畜', 'MyGO!!!!!', '不想在这里', '电棍', '草东', '哈基米']",2024-08-17 21:41:39
现在是教育时间 Miniskirt,LENivayaAya_官方频道,https://www.bilibili.com/video/BV14M4m1y7PG,127.7万,416,Not Found,5.8万,1.1万,5.8万,4740,"['舞蹈视频创作', '舞蹈', '明星舞蹈', '俄罗斯', '美女', '性感', '女神', '小姐姐', '明星舞蹈', '舞蹈翻跳', '热舞', '毛妹']",2024-08-17 13:15:00
时尚奥运 - 灵感来自各国国旗的搭配,surfdog,https://www.bilibili.com/video/BV1Ty411q7DV,55.3万,1063,"微博@internet-garcon-pdf
时尚奥运 - 灵感来自各国国旗的搭配",14.6万,3447,14.6万,4785,"['时尚', '穿搭', '服饰', '时尚', '穿搭', '设计', '品牌', '时装周', '灵感', '服装设计', '国旗', '奥运']",2024-08-18 10:40:37
带你体验美国凌晨的外卖市场#美漂宁哥,美漂宁哥,https://www.bilibili.com/video/BV14M4m11744,171.2万,3757,-,13.4万,2889,13.4万,4143,"['生活', '出行', '生活记录', '美国', '外卖']",2024-08-16 14:58:43
在本地上学有多“爽”,岱岱的猫,https://www.bilibili.com/video/BV1GE4m1d7aW,314.8万,246,-,32.1万,630,32.1万,1699,"['搞笑研究所', '生活', '搞笑', '校园', '生活记录', '学生', '搞笑研究所2024 5.0']",2024-08-16 18:13:49
沙子竟然可以烧成玻璃？在现实世界中，这样的“合成”能实现吗？,这不科学啊science,https://www.bilibili.com/video/BV1Yi421h7e2,321.6万,2379,Not Found,14.7万,2731,14.7万,473,"['知识', '科学科普', '科普', '科学', '实验', '沙子']",2024-08-16 17:37:48
【青衣】⚡你能忍受治安官奶奶的洗脑么⚡善⚡,莉可Kurisu,https://www.bilibili.com/video/BV1Yz421i7Sc,47.4万,1007,"青衣奶奶真是太可爱啦！！！
为什么要抽青衣奶奶，因为她善Σ_(꒪ཀ꒪」∠)_

BGM：Emetsound - 지구방위대
Model：miHoYo/观海子
Motion：破碎面具/JohnyL/Krafton
表情包绘制：甜厨子爱做饭/杌鸠玖/跳闸回路",18.3万,2934,18.3万,2251,"['绝区零UP主激励计划', '鬼畜', '鬼畜调教', '二次元鬼畜', '洗脑循环', '朱鸢', '蜜汁带感', '安比', '青衣', '米哈游', '绝区零', '绝区零UP主激励计划1.1']",2024-08-17 18:00:00
一个盲人的MC极限生存。,史蒂猪StevenPig,https://www.bilibili.com/video/BV1MW42197wL,130.6万,2376,"本期视频所有广告收益将会全部以观众名义捐赠到bilibili公益里的公益项目
希望各位能够喜欢这期视频，这是一次全新的体验，也是一种痛苦的体验，希望大家可以关注到这个游戏群体，他与我们同在！
如果这期反响不错，我将会重新挑战，并且一定成功活下去！
再次感谢",6.5万,3.5万,6.5万,555,"['万物皆可游戏', '游戏', '单机游戏', '沙盒游戏', '我的世界', 'MC', 'Minecraft', '史蒂猪']",2024-08-17 09:50:00
当我们在MC里开了家「空岛汉堡店」第二期 !？,萝卜吃米洛,https://www.bilibili.com/video/BV15S42197MM,108.8万,4692,"我们的新坑启动啦！这一次我们一起开了家汉堡店！
但糟糕的高坚果将店名改了，于是现在叫做汉尼拨堡店！
另外这个系列是好久之前就想录的，但当时在很辛苦的做复古物语中~、
感谢整合包作者 ：",12.1万,2.9万,12.1万,672,"['万物皆可游戏', '游戏', '单机游戏', '沙盒游戏', '生存', '单机游戏', '我的世界', '独立游戏', '搞笑', 'minecraft', '生存挑战', '沙雕']",2024-08-17 08:00:00
男人特有的“蜘蛛感应”,CCCmlng,https://www.bilibili.com/video/BV1B4421Z7fe,292.5万,446,-,18.3万,822,18.3万,2180,"['暑期整活剧场', '影视', '小剧场', '影视剪辑', '搞笑', '男人', '开启暑假的100种方式']",2024-08-18 18:51:39
游 戏 鱼 塘 现 状,锤子game,https://www.bilibili.com/video/BV1Uy411e7uh,88.9万,283,背负着高手之名!我不能输!,17.8万,1985,17.8万,792,"['万物皆可游戏', '游戏', '网络游戏', '宿舍', '搞笑', '游戏', '炸鱼', '现状', '燃', '真实', 'fps', 'cs2']",2024-08-17 19:24:54
奥运村捡垃圾，能捡到什么？球鞋一筐扔，食堂美食不限量,Yooupi食途,https://www.bilibili.com/video/BV1G142187mV,125.1万,9786,"奥运村捡垃圾，能捡到什么？球鞋一筐扔，食堂美食不限量！

今天Yooupi来到了巴黎奥运村，非常珍贵的机会，倪夏莲阿姨送了我仅供运动员吃饭的食堂餐票，不仅去美餐了一顿，遇到了很多奥运会运动员。还在奥运村的后勤部和运动员，志愿者一起捡了奥运会后剩余的各种物品，有食物，还有运动鞋，家具等，大获丰收。把物品进行二次利用也是本届巴黎奥运会环保主题的一种方式，相当有意义。快跟着我去体验这次有趣的奥运村奇遇记！
更多有趣海外视频，记得关注Yooupi，每周六更新。",7.9万,2.7万,7.9万,2326,"['炎炎夏日·美食解暑气', '美食', '田园美食', '自助餐', '生活记录', '体育', '捡垃圾', '奥运', '食堂', 'Vlog', '巴黎奥运会', '倪夏莲']",2024-08-17 16:00:00
《柯南》离谱！犯人竟一眼认出了柯南是工藤新一！,他说电影,https://www.bilibili.com/video/BV1Vi421a7BS,210.4万,889,本人本站只有这一个账号哦~,8.2万,1127,8.2万,274,"['动画', '动漫杂谈', '搞笑', '原创', '动漫杂谈', '名侦探柯南', '柯南', '动漫解说']",2024-08-18 20:14:57
《鸣潮》过场动画 | 今宵共赏明月色,鸣潮,https://www.bilibili.com/video/BV19S421X7Dr,114.0万,2847,"年年月相似，岁岁人不同。
愿大家循着月光的映照，找到归家相聚的道路，共享此时……",7.5万,2.0万,7.5万,2814,"['游戏', '手机游戏', '游戏', '鸣潮']",2024-08-17 11:00:00
7年经验外卖小哥！没结婚已买房？ 挑战花100元街边随机抓外卖小哥带我去吃干净的店,阿真仔,https://www.bilibili.com/video/BV1aw4m1k7zX,138.2万,942,Not Found,10.9万,2562,10.9万,506,"['美食', '美食侦探', '外卖', '探店']",2024-08-18 16:30:00
“一夜间，华语乐坛倒退20年”,比巴卜喂,https://www.bilibili.com/video/BV1yZ421T7cZ,101.1万,1733,千禧年的神仙打架,7.4万,3.5万,7.4万,7542,"['原创音乐挑战赛', '音乐', '原创音乐', '陶喆', '方大同', '林俊杰', '混音', '王力宏', '陈奕迅', '周杰伦', '就是爱你', '华语乐坛', '新世代音乐人计划·原创季']",2024-08-16 14:44:14
被骂上热搜的“老二不讨喜事件”撕开了多少父母的遮羞布,老炮电影,https://www.bilibili.com/video/BV1CS411w7gY,213.1万,960,被骂上热搜的“老二不讨喜事件”撕开了多少父母的遮羞布《请回答1988》,5.4万,1271,5.4万,660,"['人人都能聊影视', '影视', '影视杂谈', '电影解说', '社会', '人人都能聊影视3.0']",2024-08-17 17:00:00
和平精英地铁逃生新地图冰河禁区发现神秘铁爪油桶爆率惊人！！,勇敢的木易小龙,https://www.bilibili.com/video/BV1iW42197kn,270.4万,208,-,3.4万,1.0万,3.4万,1107,"['和平精英地铁逃生新赛季', '游戏', '手机游戏', '勇敢的木易小龙', '和平精英创作者激励计划', '和平精英冰河禁区', '和平精英']",2024-08-16 14:59:04
连云港.孙良轩✖️老唐 吃豆丹,真探唐仁杰,https://www.bilibili.com/video/BV14W42197mG,106.4万,1558,"餐饮,是个挑战人性的行业",11.4万,1934,11.4万,1809,"['我们的小城游记', '美食', '美食侦探', '美食', '探店', '美食探店']",2024-08-18 11:30:00
能请您放过我吗？,卡慕SaMa,https://www.bilibili.com/video/BV1Jm42137Nz,92.0万,2171,Not Found,8.8万,9412,8.8万,819,"['整点电子榨菜', '游戏', '单机游戏', '实况', '单机游戏', '搞笑', '全程高能', 'steam', '沙雕', '担架工']",2024-08-18 10:00:00
快看！可爱的青衣！,徐大花xudahua,https://www.bilibili.com/video/BV1eE4m1R77E,54.0万,561,Not Found,9.5万,1.0万,9.5万,1455,"['绝区零UP主激励计划', '生活', '手工', '粘土', '青衣', '米哈游', '绝区零', '绝区零UP主激励计划1.1']",2024-08-17 18:00:00
“mvp结算时间......”,文月无心很妖,https://www.bilibili.com/video/BV1Df421v72p,89.0万,255,Not Found,13.1万,6041,13.1万,592,"['影视', '影视剪辑', '剪辑', '影视剪辑', '影视混剪', '电影剪辑', '电影', '混剪', 'MVP', '反差']",2024-08-18 08:00:00
【MrBeast首发】天啊！我被困在洞穴7天,MrBeast官方账号,https://www.bilibili.com/video/BV1Er421K7wh,105.0万,3603,兄弟们来了～全网同步首发！记得关注看全球首发哦,6.0万,9211,6.0万,923,"['整活儿还得看歪果仁', '生活', '日常', '歪果仁', '娱乐', '生活', '英文', '美国', 'Mr beast', '挑战', '野兽先生', '整活', '跨文化研究小会3.0']",2024-08-18 02:13:15
主旋律封神！《黑神话：悟空》新版主题曲,JLRS-jayfm,https://www.bilibili.com/video/BV1Xw4m1r7eJ,139.9万,1240,"主旋律封神！《黑神话：悟空》新版主题曲

音响：真力1234
录音MIC：纽曼149 2支
录音设备：SSL Duality Delta Pro Station + Protools
侵删",6.6万,2.4万,6.6万,1.3万,"['电台新星征集令', '音乐', '电台', '悟空', '西游记', '游戏音乐', '主题曲', '预告', '黑神话悟空', '新版主题曲', '主旋律', '游戏科学', '电台新星征集令2.0']",2024-08-18 10:14:10
当医生嘴上老实，内心诚实,深圳卫健委,https://www.bilibili.com/video/BV1iH4y1c7Be,58.5万,1426,Not Found,8.9万,2.6万,8.9万,4543,"['万物研究所', '知识', '科学科普', '医患', '医生', '医师节', '万物研究所·夏日探索计划']",2024-08-18 10:00:00
竟然还有反转,真子日记,https://www.bilibili.com/video/BV1jE4m1d7iF,114.9万,1507,Not Found,10.8万,3326,10.8万,854,"['搞笑研究所', '生活', '搞笑', '搞笑研究所2024 5.0']",2024-08-17 12:00:00
植物融合的诡异威压！,我真是小熊Game,https://www.bilibili.com/video/BV1iT42167cQ,158.7万,734,"如果你喜欢我的视频，就点赞三连支持一下吧~(*^▽^*)
大家有有趣的游戏玩法和视频创意~
可以投稿“万物皆可游戏”活动，参与#游戏脑洞大赏话题，一起分享快乐！
游戏作者：蓝飘飘fly",2.6万,3331,2.6万,166,"['万物皆可游戏', '游戏', '单机游戏', '游戏解说', '植物大战僵尸', '单机游戏', '搞笑', '实况攻略', '实况解说', '我真是小熊', '融合版', '自制游戏']",2024-08-17 16:07:10
真是盗版杀死了国产游戏？为什么中国做不出3A游戏？【阿Test正经比比】,阿Test正经比比,https://www.bilibili.com/video/BV1GE4m1d7KK,113.9万,1.2万,"参考文献：
《2024国游销量半年榜》-国游畅销榜
AAA(video game industry)——维基百科
2023年Steam数据报告——游民星空
2024年1-6月中国游戏产业报告——中国音数协游戏工委
为什么中国一定要做出3A游戏大作？——知乎
GamesIndustry.biz presents... The Year In Numbers 2023——GamesIndustry
Best-selling new video game releases on Steam in 2023, by revenue——statista
中国公司还在做梦，大佬却称“3A游戏陷入恶性循环”，不变真会死！——GameLook
《2023手机游戏行业洞察报告》-QuestMobile
《Management-Board-Report-On-Cd-Projekt-Group-Activities-In-2023》
《触乐网专访上海烛龙单机（古剑奇谭三）项目组》
第53次《中国互联网络发展状况统计报告》

视频素材：
《黑神话_悟空》直面天命
《原神-雷电将军角色演示》
《荒野大镖客_救赎2预告片》
《完蛋!我被美女包围了!》官方宣传视频
《生化危机4_重制版》全新预告
《泰坦尼克号》花絮特辑
《来武汉登夕阳下的黄鹤楼》
《过早，人生大事》
《大唐西游记》
《流浪地球》幕后
《古剑奇谭三》宣传片
《街机超少年》
《忍者之路》火影手游开发日记
《解限机》背后的创作故事与技术细节
《小岛秀夫 连接世界》
《西游记之大圣归来》游戏演示
《猫和老鼠》动画片
《哆啦a梦》动画片
《中华小当家》动画片
《西虹市首富》电影
《末路狂花钱》电影
《刺客信条-大革命》CG
《魔兽争霸3》CG
《仙剑奇侠传6》首部游戏宣传视频
国产沙盒游戏《幻》宣传片
《神舞幻想》上市宣传片
《古剑奇谭三》第三部宣传视频
《原神》宣传视频-愿前路无止境
《海绵宝宝》动画
《汉化日记》动画
《终结者》电影
《《黑神话：悟空》发售日预告 2024.8.20，直面天命 - 英文版》
《《黑神话:悟空》最终预告 8月20日，重走西游》
《《阶段成果》：游戏科学虎年贺岁小短片》
《PS4《大圣归来》官方游戏宣传片2019年初发售》
《安慕希0蔗糖 X 王者荣耀 联名-广告片》
《塞尔达传说：荒野之息》宣传片
《BILIBILI POWER UP 2023百大UP主盛典 全程回顾（上）_哔哩哔哩》
《【原神】米哈游开放世界新作《原神》首部宣传PV——miHoYo》
《汇仁肾宝片-广告》
《《黑神话：悟空》首次线下试玩现场直播回放》
《猪悠悠直播回放》
《【保姆级DOTA2新手教学】 第三章：反补与仇恨》
《【IGN】10分，《黑神话：悟空》评测：踏平坎坷成大道》
《DOTA2 中单最强卡兵技巧分享 让你卡兵堪比职业选手 中路博弈稳占上风 增加专注度
 成为中单大神从卡兵起步！》

BGM:
BLACK - WesKoo
Kissez in Gallop - Club des Belugas
“Shoot”Prod by Immortal Beats - Immortal Beats Duhu
Soulker - Ronin
Soulker - Ikari
Soulker - Favelas
Trailer Bros,Sonic Symphony,Franck Barre - You Are A Goddess Now
Driz - Furyl
Samurai Champloo - Soulker
Waiting and Hoping by Lance Conrad - Royalty Free Music
Orochi - Soulker
LEMMiNO - Cipher",4.6万,2.2万,4.6万,6639,"['青年用「财」图鉴', '知识', '财经商业', '游戏', '知识', '单机游戏', '黑神话悟空', '黑神话', '3A', '商业', '国产3A', '原神']",2024-08-17 16:49:18
摔倒了，但是升职了！,超正经的小李,https://www.bilibili.com/video/BV1NT421r7oW,92.6万,2630,一年一度的超级运动会！！求三连！求关注！求三连！求关注！求三连！求关注！求三连！求关注！求三连！求关注！求三连！求关注！求三连！求关注！求三连！求关注！求三连！求关注！求三连！求关注！求三连！求关注！求三连！求关注！求三连！求关注！求三连！求关注！求三连！求关注！求三连！求关注！求三连！求关注！求三连！求关注！,8.5万,1.1万,8.5万,1169,"['淘宝秒杀省钱攻略', '生活', '搞笑', '恶搞', '娱乐', '搞笑', '高能', '淘宝秒杀', '毛不易凭名字代言淘宝秒杀', '记录', '沙雕']",2024-08-17 17:00:00
第一视角 大众ID.3聪明款详细体验 智能化大幅提升后ID.3综合产品力更上一层楼,宽面车神,https://www.bilibili.com/video/BV11H4y1c7SU,371.5万,1156,Not Found,11.0万,1302,11.0万,3188,"['汽车', '购车攻略', '汽车', '大众ID3', 'ID3聪明款', 'ID3', '大众', '汽车测评', '上汽大众']",2024-08-15 19:32:02
布洛妮娅，生日快乐！,崩坏3第一偶像爱酱,https://www.bilibili.com/video/BV1Ty411v7n8,40.3万,7487,"「嗨，希儿。以为我还在加班吗？我已经收到了你和希儿的礼物，怎么会忘记今天是什么日子。」
「就像希儿说的，生日当天，当然值得出趟远门。比如……大家一起去楼下吃个饭？」
「毕竟那家餐厅有吼姆限时联名的贴纸……呃，我是说他家很好吃。相信我的品味，一起去吧。」

让我们为她送上祝福——布洛妮娅，生日快乐！",12.7万,2.9万,12.7万,5959,"['生活', '日常', '小视频']",2024-08-18 00:00:42
玩具熊陷入球池 第三期,鲤鱼Ace,https://www.bilibili.com/video/BV1YT42167YR,133.3万,1.8万,玩具熊陷入球池 第三期,3.6万,1.1万,3.6万,422,"['整点电子榨菜', '游戏', '单机游戏', '鲤鱼']",2024-08-19 12:26:40
MC当你每天睡醒就变成新的生物！该怎么生存下去？！#我的世界,一个小立丶,https://www.bilibili.com/video/BV1aH4y1c7mF,136.5万,935,MC当你每天睡醒就变成新的生物！该怎么生存下去？！#我的世界,1.2万,2994,1.2万,42,"['整点电子榨菜', '游戏', '单机游戏', '实况解说', '搞笑', '沙盒游戏', '我的世界', '像素风']",2024-08-17 09:00:00
【荒野大镖客2】奇怪的要求,KaDun6,https://www.bilibili.com/video/BV1EEeMeYETY,119.5万,350,-,18.4万,1972,18.4万,2752,"['游戏', '单机游戏', 'ARPG', '荒野大镖客', '荒野大镖客2']",2024-08-16 15:26:18
《北海精灵》族长！我也是哥布林啊！,小清风漫谈,https://www.bilibili.com/video/BV1ME421A74w,55.2万,2354,抱歉，我是来悲伤的,6.7万,1842,6.7万,310,"['奇妙动画剧场', '动画', '同人·手书', '哥布林', '动画嘉年华2024·无限同人']",2024-08-17 14:39:46
