标题,Up主,URL链接,播放量,弹幕量,简介,点赞量,投币量,收藏量,分享量,分区,上传日期
未成年少女遭侵害，办案刑警却被判刑多年？口碑黑马《三大队》,林克Liberal,https://www.bilibili.com/video/BV1Ci421h7v8,405.4万,2526,"《三大队》是由陈思诚监制，戴墨执导，张冀编剧，张译、魏晨、曹炳琨、王骁、张子贤等领衔主演的犯罪电影，于2023年在中国大陆上映。影片改编自真实的故事，其原著为网易文学的年度点击冠军，短篇纪实小说《请转告局长，三大队任务完成了》。2018年万达影业买下了小说的影视改编权，而万达影业和陈思诚有着长期合作。因陈思诚对小说展现出了极大的兴趣，双方最后也一拍即合，用了大概2年的时间完成了剧本的打磨。
ps：歌单详见视频尾部",7.3万,4432,7.3万,402,"['人人都能聊影视', '影视', '影视杂谈', '犯罪', '悬疑', '躺岛', '三大队', '淘宝真香', '躺岛全睡姿枕', '张译', '狂飙', 'B站好片有奖种草', '人人都能聊影视3.0']",2024-08-16 18:15:00
注意看，这个男人刚刚用一把吉他预测了自己的未来,哎呀音乐_IYAMUSIC,https://www.bilibili.com/video/BV1ME421A7zu,227.9万,135,IG,25.0万,752,25.0万,5995,"['音乐', '音乐教学', '木吉他', '搞笑', '乐器演奏', '吉他', 'JOJO', 'JOJO的奇妙冒险', 'BGM', 'ROUNDABOUT', 'YES', 'memes']",2024-08-15 16:21:25
离谱！男人被妻子连杀三次，不仅毫发无伤，还反杀了妻子的情夫！,他说电影,https://www.bilibili.com/video/BV1RE421w7bT,488.3万,2587,喜欢的朋友长按点赞来个强烈推荐吧~,18.3万,6622,18.3万,1.1万,"['影视', '影视杂谈', '解说', '搞笑', '原创']",2024-08-14 19:52:28
一百层挑战,佳楠很难,https://www.bilibili.com/video/BV1Yx4y1s7mh,245.6万,2203,喜欢就点个关注吧~,1.9万,3471,1.9万,128,"['推荐宝藏游戏', '游戏', '单机游戏', '沙盒游戏', '游戏实况', '我的世界', '实况解说', '五仁月饼团队', '佳楠', '热门', '一百层挑战', '制作不易']",2024-08-16 16:11:40
芬兰表妹一家第一次来四川看大熊猫狂炫地道小吃直呼过瘾！疯狂到半夜都不回家？！满桌川菜全家战斗力爆表！,雨琪在芬兰,https://www.bilibili.com/video/BV1eH4y1c7p6,98.4万,6050,"芬兰表妹一家在成都的第一天四川地道美食从天亮吃到半夜，半夜11点表妹居然还不想回家？到底发生什么？！
全家新中式衣服惊艳出街，引来一遍称赞！四兄弟被围堵要合照惊呆我们！第一次看大熊猫简直太萌了！狂炫油炸串串体验四川街头生活松弛感，表妹爱上广场舞！大赞四川生活太舒服！逛吃宽窄巷子到半夜全关门！我们去了山姆超市干饭，试吃试喝简直太嗨了！到底是什么样的体验让表妹对中国有了全新的认识？在成都第一天玩到半夜回家，表妹爱上成都夜生活！这期内容超丰富超精彩！高能不断！希望大家看的开心，爱你们！！！

*本视频含合作【追觅】谢谢大家的支持，我们才有合作的机会！",8.4万,4.7万,8.4万,566,"['分享你的夏日必吃美食', '美食', '美食记录', '街头小吃', '大熊猫', '外国人中国行', '追觅H20Ultra旋锋版', '宽窄巷子', '四川美食', '老外吃中餐', '洗地机', '外国人吃中国美食', '炎炎夏日·美食解暑气']",2024-08-16 17:42:28
“一夜间，华语乐坛倒退20年”,比巴卜喂,https://www.bilibili.com/video/BV1yZ421T7cZ,100.8万,1730,千禧年的神仙打架,7.4万,3.5万,7.4万,7520,"['原创音乐挑战赛', '音乐', '原创音乐', '方大同', '陈奕迅', '混音', '林俊杰', '陶喆', '王力宏', '周杰伦', '华语乐坛', '就是爱你', '新世代音乐人计划·原创季']",2024-08-16 14:44:14
【原神FES】和100个COSER一起硬控你两分半！,六二二同学w,https://www.bilibili.com/video/BV1SZ421N72o,101.3万,1323,"又是一年原神FES！这次出的是纳塔的新角色玛拉妮，深色皮肤加白色纹理真的很考验我的妆造，搞得很辛苦……求三连求三连！
这次集邮了80多个COSER，四舍五入有100了！从纳塔回到蒙德，很开心！非常感谢出镜的大家！虽然还是因为时间问题漏了几个~
4K50帧的超清视频一定要全屏体验更佳哦~最后有反诈彩蛋！

BGM：Bag Raiders - Shooting Stars",10.5万,1.4万,10.5万,3268,"['原神UP主激励计划', '时尚', '仿妆cos', '4K', '漫展', '玛拉妮', '纳塔', 'Cosplay', '原神', '六二二', '原神fes', '原神UP主激励计划4.8']",2024-08-17 14:03:38
上班摸鱼捡到小鸡毛？,蕉水小胶水儿,https://www.bilibili.com/video/BV1XTe8eJEUX,90.9万,654,-,19.9万,19.5万,19.9万,518,"['动物圈', '汪星人', '金毛', '小鸡毛', '上班摸鱼']",2024-08-15 17:38:48
《鸣潮》过场动画 | 今宵共赏明月色,鸣潮,https://www.bilibili.com/video/BV19S421X7Dr,114.0万,2847,"年年月相似，岁岁人不同。
愿大家循着月光的映照，找到归家相聚的道路，共享此时……",7.5万,2.0万,7.5万,2814,"['游戏', '手机游戏', '游戏', '鸣潮']",2024-08-17 11:00:00
【原神】  不  像  演  的  9,白文若-Bunjaku,https://www.bilibili.com/video/BV1wE421A7tk,90.1万,617,"白文若，我真的好爱你。
可是我不敢说。
无数个清晨，似是被什么遥远的呼唤打动，双眸定睛后，闪烁起异彩。大概是有所领悟，出门，打开信箱，拿到信纸便逃也似地跑进房间。小心地将那久别的寄信人名称纳入眼底，随之而来的，不可抑制一般的喜悦感几乎是震撼了自己。不禁有些恐慌，继而无端的恐慌转变成了更深邃的失望。我对自己还对这样一份残存的感情抱有期待而感到悲哀，为自己这样轻易地发生心境变化而懊恼。下一个瞬间几乎是想要杀死自己。再转一瞬竟衍生出了同情心，然后阖上双眼，想要忘却什么似的再度入眠。
醒后，打开手机，动态中没有你的踪迹，手里被汗水儒湿的信封上写的也不是你。这个秋天，没有邀请函，也没有你。我狼狈地把信塞回信箱。趁着周遭无人。
可是我不敢说。
白文若，我真的好爱你。",9.4万,1.2万,9.4万,1832,"['原神UP主激励计划', '游戏', '网络游戏', 'GMV', '搞笑', '达达利亚', '芙宁娜', '温迪', '大制作', '妮露', '原神', '散兵', '原神UP主激励计划4.8']",2024-08-16 09:47:23
一个盲人的MC极限生存。,史蒂猪StevenPig,https://www.bilibili.com/video/BV1MW42197wL,130.5万,2376,"本期视频所有广告收益将会全部以观众名义捐赠到bilibili公益里的公益项目
希望各位能够喜欢这期视频，这是一次全新的体验，也是一种痛苦的体验，希望大家可以关注到这个游戏群体，他与我们同在！
如果这期反响不错，我将会重新挑战，并且一定成功活下去！
再次感谢",6.5万,3.5万,6.5万,555,"['万物皆可游戏', '游戏', '单机游戏', '沙盒游戏', '我的世界', 'MC', 'Minecraft', '史蒂猪']",2024-08-17 09:50:00
九龄 | 妖刀姬· 最强腰刀,是一只九龄,https://www.bilibili.com/video/BV12E4m1R7Kq,171.7万,994,"cos妖刀姬的最高厨力
bgm：难却（DJ细霖版）平生不晚",11.5万,9946,11.5万,2455,"['永劫手游0725公测', '生活', '日常', '是一只九龄', '永劫无间手游', '记录生活', '妖刀姬', '整活', '永劫无间手游up主激励计划']",2024-08-16 18:41:11
现在是教育时间 Miniskirt,LENivayaAya_官方频道,https://www.bilibili.com/video/BV14M4m1y7PG,127.6万,416,Not Found,5.8万,1.1万,5.8万,4740,"['舞蹈视频创作', '舞蹈', '明星舞蹈', '女神', '俄罗斯', '美女', '性感', '小姐姐', '明星舞蹈', '热舞', '毛妹', '舞蹈翻跳']",2024-08-17 13:15:00
我和流氓软件不共戴天,老番茄,https://www.bilibili.com/video/BV1B4421Z7kd,154.3万,4757,游戏：流氓软件,9.5万,1.7万,9.5万,1613,"['整点电子榨菜', '游戏', '单机游戏', '娱乐', '搞笑', '老番茄', '沙雕', '流氓软件']",2024-08-17 12:00:00
【医学博士】发生关系前如何判断对方有无性病？| 没有性行为，会不会感染性病？,兔叭咯,https://www.bilibili.com/video/BV1mS411w7zu,85.7万,3410,"本期视频讲了传播最广泛的病毒——尖锐湿疣。
教会大家如何辨别真假性病？
希望认真收看本视频！保护好自己~
您可能还喜欢：
【热射病】BV11i421h7xw【亲子鉴定】BV1pE421w7R8【癌症前兆】BV1B4421Z7q5【人肉味道】BV1MS411P73o【熬夜补救】BV1rx4y1t7XT",8.3万,2.1万,8.3万,8700,"['万物研究所', '知识', '科学科普', '健康', '搞笑', '尖锐湿疣', '医学', '艾滋病', '沙雕', '性病', 'HPV', '梅毒', '万物研究所·夏日探索计划']",2024-08-17 17:30:00
《黑神话：悟空》评测：踏平坎坷成大道 斗罢艰险又出发,A9VG,https://www.bilibili.com/video/BV1P4421f79Y,143.0万,7018,自2020年8月20日公布第一支预告片以来，《黑神话：悟空》就一直作为国产3A巨制的代表受到玩家乃至业界的期待。一方面是因为中国的单机游戏开发沉寂了太久，太需要一剂强心剂来振奋人心；另一方面也因为从这款作品的实机演示与试玩体验都展现出了完成度极高的开发水平，在美术风格和画面表现更是有着一骑绝尘的表现。本次我们提前体验了正式版的《黑神话：悟空》，并带来了这篇评测。,6.1万,2.5万,6.1万,1.4万,"['黑神话悟空媒体评测', '游戏', '单机游戏', 'PC', '主机游戏', '游戏评测', '单机游戏', '黑神话悟空']",2024-08-16 22:00:00
黑神话悟空 抢先版,鲤鱼Ace,https://www.bilibili.com/video/BV11f421q79P,533.3万,4.0万,黑神话悟空 抢先版,18.0万,4.4万,18.0万,1.0万,"['游戏暑期狂欢节', '游戏', '单机游戏', '搞笑', '黑神话悟空', '鲤鱼', '2024游戏暑期狂欢节']",2024-08-14 19:50:29
这个在fes倒立用脚射箭的是谁呀？,在下淘子,https://www.bilibili.com/video/BV1Fi421a7NG,148.6万,510,"家人们，都不白来哈！
快速产出个小花絮，包有正片的哈！",18.1万,6502,18.1万,6942,"['原神UP主激励计划', '游戏', '手机游戏', '高能', '倒立射箭', '宵宫', '原神纳塔', '整活', '原神', '原神fes', '原神UP主激励计划4.8']",2024-08-17 17:25:23
《 婚 礼 与 葬 礼 》,刘八副,https://www.bilibili.com/video/BV1BU411U7Fo,57.5万,623,我不赞同离婚冷静期，我也不赞同结婚流程进一步简化。,16.6万,1.6万,16.6万,6165,"['搞笑研究所', '生活', '搞笑', '剧情', '很会写故事的绝世美男', '段子', '婚姻', '讽刺', '不合理', '离婚冷静期', '搞笑研究所2024 5.0']",2024-08-17 11:12:26
该入坑了！普通人也可以买3D打印机！,贪玩歌姬小宁子,https://www.bilibili.com/video/BV1nU411S7bB,152.7万,2483,"以下这些视频中出现的打印件，都可以从MakerWorld网站上一键打印哦：
螺旋小花瓶：https://makerworld.com.cn/zh/models/164936#profileId-81665
旋转指环：https://makerworld.com.cn/zh/models/132627#profileId-29885
无限方块：https://makerworld.com.cn/zh/models/436419#profileId-352448
解压萝卜刀：https://makerworld.com.cn/zh/models/123201#profileId-3017
打印机料架：https://makerworld.com.cn/zh/models/125814#profileId-8903
东方龙：https://makerworld.com.cn/zh/models/436580#profileId-352659
西方龙：https://makerworld.com.cn/zh/models/126557#profileId-13448
龙珠神龙：https://makerworld.com.cn/zh/models/127021#profileId-14333
关节鲨鱼：https://makerworld.com.cn/zh/models/125196#profileId-7153
玫瑰：https://makerworld.com.cn/zh/models/237800#profileId-171020
香蕉太刀：https://makerworld.com.cn/zh/models/379655#profileId-303042
小黄鸭：https://makerworld.com.cn/zh/models/141704#profileId-46745",4.9万,2.6万,4.9万,7398,"['科技猎手', '科技', '数码', '3D打印', '数码', '科技', 'DIY', '3D打印机', '模型', 'MakerWorld', '入坑', '拓竹', '科技猎手2024第2季']",2024-08-17 17:33:26
当老师让班里期末考试语文默写没全对的站起来时…（我本来想期末考试结束时就做的，但是当时比较忙，就没做）,赌怪不一定是土块,https://www.bilibili.com/video/BV1qReBeJE2o,390.4万,1308,"没有夸张，我们班真的就是期末考试默写错的人一抓一大把，至于把理科的班干放后面也是按照我们班主任平时对待不同科目偏科战神的态度来搞的
（顺带一提我就是那种理科好文科烂的）",31.7万,6354,31.7万,6669,"['生活', '搞笑', '考试', 'F1罚站']",2024-07-26 16:56:01
拍案而起：各国争相谴责以色列，埃尔丹被骂至破防离场,小Q不是导盲犬,https://www.bilibili.com/video/BV1vT42167SV,162.1万,2.5万,"加沙海晏河清，
四海同念圣名。
若非「丹」心一片，
人间难享太平。

——
联合国安理会第9704次会议解说",7.7万,1.1万,7.7万,4260,"['社会观察局', '知识', '社科·法律·心理', '外交', '联合国', '埃尔丹', '巴以冲突', '厕纸', '加沙', '以色列', '国际法', '会议解说', '请回答这个时代3.0']",2024-08-16 16:58:51
母亲的救星，医学界的“叛徒”,发光的阿斐,https://www.bilibili.com/video/BV1eSenefEEN,86.0万,1652,Not Found,19.7万,3422,19.7万,224,"['人文历史档案馆', '知识', '人文历史', '历史', '人物', '塞麦尔维斯', '行走的人文', '发光的阿斐', '手卫生之父', '母亲的救星', '洗手']",2024-08-16 12:00:00
《友情公寓》第二集：屁股风云,七颗猩猩QKXX,https://www.bilibili.com/video/BV1Qw4m1k7Ss,112.0万,2794,-,10.8万,1.4万,10.8万,4780,"['BILIBILI金电视奖', '生活', '搞笑', '生活记录', '风云', '搞笑', '友情公寓', '公寓', '友情']",2024-08-17 20:53:56
第54期四菜一汤教程：芝士焗生蚝，砂锅焗鸡翅根，清炒秋葵，剁椒蒸蛏子，苦瓜龙骨汤，从买菜开始，教程详细一步到位，看一遍就能复刻哦！,阿蔡美食雕刻,https://www.bilibili.com/video/BV1RM4m1y7w3,126.2万,2004,专业厨师又来更新四菜一汤了，今天用65元的预算来做丰盛的一桌菜！,21.7万,1.6万,21.7万,2589,"['bilibili食界杯', '美食', '美食制作', '美食教程', '厨艺', '生蚝']",2024-08-15 18:36:01
如何高效休息，帮你的大脑横扫疲惫？,李白尼的猜想,https://www.bilibili.com/video/BV1U4421Z7g8,82.4万,2215,"当一个友友决定帮你赶走疲劳！！看完本期视频，包能恢复精力的！
另外观前提醒：本篇内容适用于精神疲惫人群！如果你是体力劳累，请好好睡觉，好好吃饭，好好休息！

参考来源：
[1]GAO J, MANCUS G C, YUEN H K, et al. Changes in cortisol and dehydroepiandrosterone levels immediately after urban park visits[J/OL]. International Journal of Environmental Health Research, 2023, 33(2): 206-218.
[2]OBERSTE M, DE WAAL P, JOISTEN N, et al. Acute aerobic exercise to recover from mental exhaustion – a randomized controlled trial[J/OL]. Physiology & Behavior, 2021, 241: 113588.
[3]KROENCKE L, HARARI G M, BACK M D, et al. Well-Being in Social Interactions: Examining Personality-Situation Dynamics in Face-to-Face and Computer-Mediated Communication[Z/OL]. (2022-03).
[4]邢震宇,林小美. 有氧运动改善慢性疲劳综合征的生物学机制[J]. 浙江体育科学,2008,30(5):124-126. DOI:10.3969/j.issn.1004-3624.2008.05.039.

BGM来源：
Rohi —— Randy Sharp
funk —— upbeat
Goliath —— Joel
平凡配乐 nencol
All My People —— Alexandra Stan
Super Mario 64 Main Theme —— Stevenmix
The Funk Groove —— MomotMusic
Level 3 : Run on the expressway —— Komiku",12.3万,7383,12.3万,3564,"['畅玩夏日Wowcation', '知识', '科学科普', '大脑', '心理', '地图', '健康', '精神', '朋友', '精力', '腾讯地图']",2024-08-15 18:00:00
【青衣】⚡你能忍受治安官奶奶的洗脑么⚡善⚡,莉可Kurisu,https://www.bilibili.com/video/BV1Yz421i7Sc,47.4万,1007,"青衣奶奶真是太可爱啦！！！
为什么要抽青衣奶奶，因为她善Σ_(꒪ཀ꒪」∠)_

BGM：Emetsound - 지구방위대
Model：miHoYo/观海子
Motion：破碎面具/JohnyL/Krafton
表情包绘制：甜厨子爱做饭/杌鸠玖/跳闸回路",18.3万,2931,18.3万,2250,"['绝区零UP主激励计划', '鬼畜', '鬼畜调教', '洗脑循环', '二次元鬼畜', '朱鸢', '安比', '蜜汁带感', '青衣', '米哈游', '绝区零', '绝区零UP主激励计划1.1']",2024-08-17 18:00:00
剖尸挖肝，壁画杀人，连环诡案卷土重来？奇幻悬疑剧《唐朝诡事录之西行》第九案【降魔变】,小片片说大片,https://www.bilibili.com/video/BV1QT421k7nC,86.6万,6355,"感谢各位观众老爷对之前《唐朝诡事录》解说的三连支持！
既然如此，我必不可能辜负大家，咱们趁热打铁，继续来解读《唐朝诡事录之西行》的故事。
今天先来说第二季的第一个案子：降魔变。",7.1万,4.2万,7.1万,1211,"['人人都能聊影视', '影视', '影视杂谈', '悬疑', '古装', '武侠', '奇幻', '推理', '唐诡2', '唐朝诡事录之西行', '探案', '人人都能聊影视3.0']",2024-08-16 18:07:10
《赶海3.0》,记录生活的蛋黄派,https://www.bilibili.com/video/BV1rZ421N77v,136.0万,3529,"存货视频了
最近生病了更新会慢一点
感谢各位观看",9.1万,3.4万,9.1万,754,"['bilibili食界杯', '美食', '美食制作', '海鲜', '日常', '搞笑', '生活', '生活记录', '美食', '海边', '沙雕', 'Vlog']",2024-08-17 16:35:19
对不起我再也不抖机灵了,李JOJOJOJO,https://www.bilibili.com/video/BV1Ai421a74f,107.1万,9006,-,16.7万,3722,16.7万,2591,"['原神UP主激励计划', '生活', '搞笑', '原神fes', '原神UP主激励计划4.8']",2024-08-16 18:20:09
你看这只猴子可怜给了他桃子吃，不过他叫孙悟空……,忆顾余咍,https://www.bilibili.com/video/BV1dnebeDEUg,96.0万,455,-,16.3万,1037,16.3万,411,"['鬼畜星探企划', '鬼畜', '鬼畜调教', '孙悟空', '自制', '西游记', '齐天大圣', '剪辑', '悟空', '原创', 'doomer', 'meme']",2024-08-15 20:05:18
明天开学，还有一点作业没写,生姜蛋包饭,https://www.bilibili.com/video/BV1ey411e7cU,92.3万,1285,"这期筹备了超长时间！！！
———————————————————————————
 你的每个「三连」必将是我更新的动力~ (｡･∀･)ﾉﾞ

告诉你个秘密：将蛋包饭设置为「特别关注」可以第一时间收到推送喔！ 

顺带一提：蛋包饭会很认真的看每条评论！ 
———————————————————————————
 求三连！求关注！求鼓励！求三连！求关注！求鼓励！求三连！求关注！求鼓励！求三连！求关注！求鼓励！求三连！求关注！求鼓励！求三连！求关注！求鼓励！呜呜呜！呜呜呜！呜呜呜！",11.6万,1.9万,11.6万,2403,"['B站小剧场', '影视', '小剧场', '生活', '动画', '高能', '二次元', '校园', '恶搞', '娱乐', '搞笑', '学生', 'B站剧情创作人2.0']",2024-08-17 20:07:43
谁上学这么干过,脱缰凯Kk,https://www.bilibili.com/video/BV1Ji421a7Nx,133.1万,4151,-,16.4万,1.3万,16.4万,3108,"['B站小剧场', '影视', '小剧场', '搞笑', '原创', '剧情向', '校园', '短片', '艺术', '学生', 'B站剧情创作人2.0']",2024-08-18 18:26:47
全世界3000多个电影节，都在办些啥？,影视飓风,https://www.bilibili.com/video/BV13S42197ja,81.1万,2236,"国内外总共有3000多个大大小小的电影节。那么，短片可以参加电影节吗？什么时候投递获奖概率才大一些？这次我们想和你分享一些投递和参加电影节的门道。我们还整理了一份有关电影节的科普文档，可以来我们的官网看看：https://filmfestival.ysjf.com/。
如果你喜欢这期视频，请多多支持我们，并将视频分享给其他朋友一起看看！",7.1万,2.5万,7.1万,3135,"['万物研究所', '影视', '影视杂谈', '冷知识', '科普', '奥斯卡', '4K', '文化', '电影', '艺术', '电影节', '影视', '万物研究所·夏日探索计划']",2024-08-16 17:00:00
不同收入家庭面对孩子单身不爱结婚,三金的搞笑日常,https://www.bilibili.com/video/BV1jr421K7hG,131.7万,1718,-,12.5万,3270,12.5万,5219,"['B站短片计划', '影视', '小剧场', '短片', '单身', '搞笑', '情感', '剧情', '生活', '婚姻', '父母', '内容', 'B站剧情创作人2.0']",2024-08-17 19:45:49
【整活向】当up主穿着自制的“斯科特”C服去漫展学狗叫。。。。。。。,玩火小烁,https://www.bilibili.com/video/BV1ub421J72p,60.4万,1390,嗷呜！！！！！！！！！！！！！！,10.3万,1.3万,10.3万,3726,"['我的整活手工大赏', '生活', '手工', '漫展', '二次元', '手工', '星穹铁道', '斯科特', '缝纫', 'Cosplay', '整活', '中西部', '一起做手工吧16.0 手工暑期大作战']",2024-08-16 21:01:18
游 戏 鱼 塘 现 状,锤子game,https://www.bilibili.com/video/BV1Uy411e7uh,88.9万,283,背负着高手之名!我不能输!,17.8万,1985,17.8万,792,"['万物皆可游戏', '游戏', '网络游戏', '搞笑', '宿舍', '游戏', '炸鱼', '现状', '燃', '真实', 'fps', 'cs2']",2024-08-17 19:24:54
小花猫~,汪丷先生,https://www.bilibili.com/video/BV1tS42197Cv,117.0万,628,-,20.4万,4625,20.4万,8254,"['动物总动员', '动物圈', '喵星人', '喵星人', '动物总动员-陪小动物过夏天']",2024-08-17 16:41:03
你们一定都听过关于“他”的故事【扬声｜张扬对话《黑神话：悟空》制作人冯骥】,小羊在鲜花舍,https://www.bilibili.com/video/BV16f421v762,159.2万,3865,Not Found,8.3万,2.3万,8.3万,1.8万,"['纪录片《扬声》', '资讯', '综合', '游戏', '黑神话悟空', '张扬', '冯骥']",2024-08-18 12:02:35
❤️ 我 的 电 子 宠 物 蔡 徐 坤 ❤️,哦呼w,https://www.bilibili.com/video/BV1dx4y1W7Js,58.7万,639,"是真ikun了
编曲/策划：哦呼w
后期：K_Lacid
分镜：肘子
监修：阿栗
统筹：星野
绘制：阿晶，姜矣，九重，刀刀，玖掺零，laska，起司，原初之人，阿栗，肘子，星野",10.9万,2.1万,10.9万,7472,"['鬼畜', '鬼畜调教', '鬼畜调教', '搞笑', '手书', '鬼畜', '蔡徐坤', '小黑子', 'ikun', '鸡你太美']",2024-08-17 12:56:21
