标题,Up主,URL链接,播放量,弹幕量,简介,点赞量,投币量,收藏量,分享量,分区,上传日期
每组坚持五分啊   再也不会有多肉,武当袁慎锐,https://www.bilibili.com/video/BV16bHSeXEhp,77.3万,410,-,10.5万,8512,10.5万,7485,"['运动', '运动文化', '健身', '多肉', '塑形瘦身']",2024-09-06 14:55:22
一肘击碎你的开团梦！,尴尬的铁根er,https://www.bilibili.com/video/BV1KAHXeMEe8,217.7万,1820,-,9.7万,4422,9.7万,635,"['游戏', '手机游戏', '电子竞技', '搞笑', '王者荣耀', '元流之子', '关羽', 'MOBA']",2024-09-06 17:04:04
怕输日本，央视干脆掐掉直播！谁知他逆风翻盘！【逆转系列13】,乒乓Q奇,https://www.bilibili.com/video/BV19CpGerEhP,126.0万,5548,要了解张继科，必看的一场比赛,6.6万,1.2万,6.6万,2246,"['运动鉴赏家', '运动', '竞技体育', '世乒赛', '巴黎', '世界杯', '张继科', '德国', '奥运会', '水谷隼']",2024-09-06 17:00:00
河南朋友上大分。,疯狂大笑总,https://www.bilibili.com/video/BV1HGHXewEvj,107.5万,713,河南朋友上大分。,17.3万,832,17.3万,369,"['搞笑研究所', '生活', '搞笑', '高能', '搞笑', '搞笑研究所2024 5.0']",2024-09-06 17:24:07
简简单单冰山火锅#灵魂汁子浇给,敦煌老马-羊头,https://www.bilibili.com/video/BV1rJpMerEXx,118.5万,1683,-,11.6万,2390,11.6万,2336,"['美食', '美食侦探', '火锅', '美食制作', 'Vlog']",2024-09-06 17:10:00
女生说困了 VS 男生说困了,面粉社长,https://www.bilibili.com/video/BV1BfHXefEzF,186.2万,1142,"纯属娱乐，请勿当真。
三连助力UP更新动画，我在这里替阿冲谢谢大家了，你敢投，我就敢肝，记住点波关注哦！",3.2万,1.2万,3.2万,346,"['UP！原创动画', '动画', '同人·手书', '原创动画', '动画短片', '搞笑', '女生', '男生', '区别', 'UP！原创动画3.0超时空高校季']",2024-09-07 11:30:00
满目萧然 吃饭要紧——美国大萧条时的奇葩食物,食事史馆,https://www.bilibili.com/video/BV1NGpMe7EZj,113.4万,4453,"新一代男士去屑专利：ZL 2016 8 0086406.3 

本期视频将为您讲述
大萧条期间 美国民众由于食材不足从而创造出的一些别具一格的另类食品",6.7万,1.6万,6.7万,1330,"['人文历史档案馆', '知识', '人文历史', '美食', '人文', '历史', '蒲公英沙拉', '花生酱面包', '胡佛炖菜', '水馅饼', '胡佛', '禁酒令']",2024-09-06 10:00:00
【我的幽灵女友官方】#89 鲍勃的鼓励,dsand00,https://www.bilibili.com/video/BV1PTHXevEFZ,156.7万,384,*请不要转载我的视频，中文版在陆续制作中,17.9万,3090,17.9万,1577,"['UP！原创动画', '动画', '同人·手书', '原创动画', '惊悚', '动画', '浪漫', '我的幽灵女友', 'dsand', 'UP！原创动画3.0超时空高校季']",2024-09-06 17:37:11
《阴阳师》八周年庆CG丨浪游旅世，樱庭归心,网易阴阳师手游,https://www.bilibili.com/video/BV1pGp4eFE36,264.9万,3538,"樱庭下的初逢恍如昨日，不渝的誓言仍刻印心底。
呼唤曾并肩作战的旅伴，浪游异世，一场特别行动正在精心筹备......
 
《阴阳师》八周年庆版本「云华之卷」9月11日正式开启，全新CG现已揭晓！
八周年来临之际，全新SSR式神龙珏，SP式神心友犬神即将降临！
全新皮肤外观免费获取，限时召唤阶段赠礼、新区集结好礼、回归福利等丰厚周年礼待大人领取！
一众式神跨越时空，等你回到最初的家~",9.3万,1.6万,9.3万,7674,"['阴阳师八周年', '游戏', '手机游戏', '游戏CG', '手机游戏', '阴阳师', 'CG', '游戏', '阴阳师手游']",2024-09-07 19:01:35
去漫展前，在家练习李火旺和富江笑,C柚的声音部屋,https://www.bilibili.com/video/BV1UPpMeQEXF,70.3万,263,-,18.2万,1486,18.2万,9979,"['搞笑研究所', '生活', '搞笑', '现场', '李火旺', '致歉一切', 'Cosplay', '第五人格富江', '搞笑研究所2024 5.0']",2024-09-05 17:22:02
来自历届学长的传承,阿廖沙别害怕_,https://www.bilibili.com/video/BV1vkHQeQEBi,104.3万,115,-,14.0万,448,14.0万,188,"['开学的狠人行为', '生活', '搞笑', '生活记录', '帅哥', '校园', '动感潮玩迎新会']",2024-09-06 18:45:58
炸裂……这是官方做出来的台风安全提醒？,海口警方,https://www.bilibili.com/video/BV1ezHmeMEzY,74.6万,830,Not Found,15.9万,7065,15.9万,7041,"['鬼畜星探企划', '鬼畜', '鬼畜调教', '鬼畜素材', '高能', '搞笑', '鬼畜', '抽象']",2024-09-06 12:09:11
兄弟刚到基地，就遭遇包围，紧急拿包转移,跑酷却不酷呀,https://www.bilibili.com/video/BV119pMeEEsQ,263.8万,4,-,2990,705,2990,12,"['运动', '竞技体育', '兄弟', '高能', '跑酷', '极限运动', '小干一票', '基地', '第一人称视角', '真人cs']",2024-09-05 15:03:53
国家一级演奏员钢琴奶奶赏析黑神话音乐《屁》，主持人说：“动画不用看了，已经把动画讲完了。”,钢琴奶奶-尹松,https://www.bilibili.com/video/BV1F8H4e9EM9,272.1万,8593,钢琴奶奶 尹松：交响乐团钢琴家，国家一级演奏员，上海音乐学院硕士。曾作为钢琴家参加了多次政府举办的重大演出-如国庆晚会、香港回归庆典晚会等。,13.8万,6.2万,13.8万,1.7万,"['全民黑神话狂欢', '音乐', '乐评盘点', '游戏音乐', '乐评盘点', '黑神话悟空', '钢琴奶奶', '国家一级演奏员', '生活万花筒14.0-给生活的planB']",2024-09-04 17:00:00
【范志毅】国足0：7输球脸都不要了,一只小罗曼,https://www.bilibili.com/video/BV1zhpGeSEWf,174.8万,2287,脸都不要了,13.1万,1.1万,13.1万,1.5万,"['鬼畜星探企划', '鬼畜', '鬼畜剧场', '搞笑视频', '搞笑', '国足', '鬼畜', '0：7', '范志毅', '中国男足', '鬼畜剧场', '国足输球']",2024-09-05 22:53:15
你把白球还给我！！！,鑫哥影响一代人台球,https://www.bilibili.com/video/BV1HWHmeEEFN,185.5万,338,它抢我白球！,14.0万,2845,14.0万,2907,"['运动', '竞技体育', '台球', '台球教学', '第一视角打台球', '桌球']",2024-09-06 11:27:23
如果我来模仿不同导演的拍摄风格？两天拍了四小段，浅仿，只是浅仿哈！,李如儒也是李蠕蠕,https://www.bilibili.com/video/BV1QyHfeYEfq,101.3万,1018,-,12.7万,5520,12.7万,615,"['B站小剧场', '影视', '小剧场', '短片', '郭敬明', '娄烨', '王家卫', '原创', '模仿', '贾樟柯', '导演', 'B站剧情创作人2.0']",2024-09-07 18:40:00
赤髯龙VS亢金龙！我们举办了一场黑神话BOSS斗法大会！#4,肥格Fager,https://www.bilibili.com/video/BV1NSHReyE9k,87.2万,4388,"一定一定一定要看到最后哦！
下期还想看谁打谁，评论区告诉我！
感谢",6.8万,2.2万,6.8万,5545,"['黑神话天命人来也', '游戏', '单机游戏', 'ARPG', '单机游戏', '娱乐', '搞笑', '游戏', '黑神话悟空', '黑神话', '电子斗蛐蛐BVB', '游戏鉴赏家', '《黑神话：悟空》8.20 直面天命']",2024-09-07 12:00:00
“狼：五巴掌扇碎我的狼王梦”,一般有趣_,https://www.bilibili.com/video/BV1LyHQenE5b,166.5万,167,-,16.9万,1105,16.9万,2753,"['鬼畜', '鬼畜调教', '逗比', '洗脑循环', '鬼畜', '新人', '鬼畜调教', '原创', '音MAD', '小黑子', '蜜汁带感']",2024-09-06 18:57:07
小伙今天奢侈一把吃2道预制菜，老坛酸菜鱼和三杯鸡,咸鱼梦想家vlog,https://www.bilibili.com/video/BV1qYpge6Es4,171.4万,3651,-,5.7万,5723,5.7万,1883,"['bilibili食界杯', '美食', '美食制作', '生活记录', '吃货', '美食记录', '酸菜鱼', '做饭', 'Vlog', '预制菜']",2024-09-05 19:34:18
彩虹miku转圈圈,Kieed,https://www.bilibili.com/video/BV1FxHseUEgt,144.2万,361,gif和单图放在b站动态咧，一共十四张单图,50.7万,10.3万,50.7万,1.2万,"['初音未来17周年绘画特别征集', '动画', '同人·手书', '手书', '动画', '插画', '板绘', '绘画', '画画']",2024-09-03 17:03:41
老师....你投屏没关,逗比的雀巢,https://www.bilibili.com/video/BV19r421K7ST,1262.8万,1.8万,"好喜欢模拟恐怖啊 就做了一期 但又不敢做的太恐怖。
我很久之前就在想，我生活中遇到的那些否定，那些贬低和不如意真的是我的问题么？
我的人生真的应该按照别人的想法来进行么？
我现在觉得应该不是的
社会把我们塑造成了我们不想成为的样子，我们无法决定去做我们喜欢的事。我们害怕群体的目光，家里人的指责，老师的期待。但这些不是你的问题，你生下来的目的 是过好你自己的人生。
希望大家都可以活出不一样的生活",105.5万,66.9万,105.5万,7.7万,"['原神UP主激励计划', '生活', '搞笑', '娱乐', '搞笑视频', '恐怖', '搞笑', '开学', '恶搞视频', '哥布林', '原神', '伪人', '原神5.0UP主激励计划']",2024-08-31 17:30:42
冰岛下地笼能抓到什么？6斤比目鱼满肚鱼籽，偶遇巨型鲸鱼,Yooupi食途,https://www.bilibili.com/video/BV1nxHfe2E6a,79.4万,1.1万,"冰岛下地笼能抓到什么？6斤比目鱼满肚鱼籽，偶遇巨型鲸鱼！
今天Yooupi来到了冰岛北部峡湾，这里渔业发达，同时也是著名的观鲸胜地。在冰岛海里放下设置诱饵的3个笼子，等待一天能抓起来什么海鲜？期间乘船出海近距离观鲸，运气爆炸遇到了巨大座头鲸，场面震撼！收笼子后把收获的海鲜黄油香煎，鲜味浓郁。冰岛，不虚此行！
更多有趣海外视频，记得关注Yooupi，每周六更新。",6.4万,3.4万,6.4万,1213,"['秋收九月·美食团圆会', '美食', '田园美食', '爆笑', '海鲜', '鲸鱼', '冰岛', '三农', '赶海', '户外', '地笼', '田园美食', '秋日美食吃喝大赏']",2024-09-07 16:00:00
“那些豪庭又豪赤的神曲”,星辰Astral,https://www.bilibili.com/video/BV1ybH9euEz7,114.4万,514,-,5760,826,5760,393,"['音乐分享官', '音乐', '乐评盘点', '洗脑', '神曲', '歌单', 'BGM', '迷你世界', '蛋生蛋', '音乐分享官暑期特别企划']",2024-09-06 23:17:32
所有 或者一无所有！,吹散z,https://www.bilibili.com/video/BV1ZEpPedEiP,62.1万,976,"这期制作时长超过了20个小时 希望大家可以给个三连 感谢感谢！
Bgm：Fake Love（Orchestral Version丨No Choir）-MDP
Awaken - 觉醒-英雄联盟/Ray Chen/Valerier Broussard
Soldier-Fleurie
YouSeeBIGGIRL/T.T-泽野弘之/R!N/Gemie",5.9万,1.6万,5.9万,4229,"['第五人格赛事回忆录', '游戏', '手机游戏', '手机游戏', '第五人格', '吹散z', '第五人格新星团', '先知', '翻盘', '第五人格赛事高光秀第十期']",2024-09-06 10:00:00
侠客红尘：为了和闺蜜出去喝酒，竟用酒瓶子冒充翡翠手镯！,侠客红尘,https://www.bilibili.com/video/BV1aNHSeuEdT,483.2万,5,Not Found,2531,814,2531,11,"['B站剧情创作人', '影视', '小剧场', 'B站剧情创作人2.0']",2024-09-06 16:33:07
BAEKHYUN 'Pineapple Slice' MV,INB100_official,https://www.bilibili.com/video/BV1uPpMeXEay,31.5万,6387,"'Hello, World - The 4th Mini Album'
2024.09.06 6PM (KST)",4.4万,4.4万,4.4万,1.3万,"['音乐', 'MV', '边伯贤', 'BAEKHYUN', 'PineappleSlice', '백현', 'HelloWorld']",2024-09-06 17:00:00
自我介绍教程,无聊的小韩_,https://www.bilibili.com/video/BV1vipgeBEdb,104.9万,817,-,15.0万,1939,15.0万,1.4万,"['搞笑研究所', '生活', '搞笑', '原创', '内向', '社恐', '精神状态', '搞笑研究所2024 5.0']",2024-09-05 19:08:07
这是军训上可以看到的表演吗？ |,NAIXI酒,https://www.bilibili.com/video/BV132HSe3ECC,273.5万,299,-,15.3万,1283,15.3万,1612,"['上海视觉艺术学院', '舞蹈', '明星舞蹈', '大学', '爵士', '军训', '大学生', '晚会', '表演']",2024-09-06 14:59:54
MC当你每天睡醒就变成新的生物！该怎么生存下去？！#我的世界,一个小立丶,https://www.bilibili.com/video/BV1r4pGepEYi,112.4万,117,MC当你每天睡醒就变成新的生物！该怎么生存下去？！#我的世界,4662,1358,4662,11,"['整点电子榨菜', '游戏', '单机游戏', '实况解说', '搞笑', '沙盒游戏', '我的世界', '像素风']",2024-09-06 17:00:00
一比一完美复刻黑神话悟空喷火金箍棒！,查大本事,https://www.bilibili.com/video/BV1zppMezE6f,213.7万,487,Not Found,2.3万,2600,2.3万,249,"['生活', '搞笑', '生活记录']",2024-09-05 17:36:22
鬼：就这么把我提起来了？？,盒子酸奶,https://www.bilibili.com/video/BV17WpKewE9T,92.0万,1125,"相关游戏：Urayama | ウラヤマ
最近确实没什么剧情特别好的恐游，只能先做点神金游戏了，等我快快的找找素材，一定还会做那种类型的~
喜欢的话记得三连关注，感激不尽！
三连速度=更新速度！！",3.4万,3877,3.4万,126,"['整点电子榨菜', '游戏', '单机游戏', '单机游戏', '惊悚', '恐怖', '高能', '恐怖游戏', '搞笑', '日常', '娱乐', '神经']",2024-09-06 17:30:00
《重返未来：1999》2024箱中巡游·2.2版本PV：忧郁的热带,重返未来1999,https://www.bilibili.com/video/BV1qw4m167TH,98.4万,5816,"滚烫的日照在额头灼烧，汗水不住流下。
这片土地的夏日是如此地漫长、难以招架，正如盘踞其上的苦难与流血纷争。
暴力在这里并非解决纠纷的手段，而是一种习惯。

但无论如何，骰子已经掷出。
欢迎前往圣保罗！

《重返未来：1999》【忧郁的热带】版本将于9月19日开幕，敬请期待。
bilibili服下载：https://www.biligame.com/detail/?id=107530",4.6万,1.3万,4.6万,1.1万,"['游戏', '手机游戏', '手机游戏', '游戏', 'PV', '手游', '重返未来：1999', '深蓝互动', '重返未来2.2新主线', '2024箱中巡游', '重返未来忧郁的热带', '重返未来1999']",2024-09-06 20:35:00
【MrBeast首发】男人对女人挑战50万美元荒野求生,MrBeast官方账号,https://www.bilibili.com/video/BV1TMpheEErC,91.6万,5321,兄弟们来了～全网同步首发！记得关注看全球首发哦,4.7万,3475,4.7万,833,"['整活儿还得看歪果仁', '生活', '日常', '歪果仁', '荒野求生', '娱乐', '生活', '挑战', '野外', '野兽先生', '整活', 'Mrbeast', '跨文化研究小会4.0']",2024-09-08 03:30:09
一起来学痞帅痞帅的巴郎仔呀～,兔瑞克,https://www.bilibili.com/video/BV1qQpuezEFp,67.9万,342,-,14.5万,4568,14.5万,2669,"['夏日国风舞挑战', '舞蹈', '国风舞蹈', '即兴舞蹈', '民族舞', '新疆舞', '舞蹈热点情报站4.0']",2024-09-05 22:15:59
【听觉盛宴】近期各大游戏抽象の小曲合集，全听过的这辈子有了！,Breeze微分,https://www.bilibili.com/video/BV1ULHQegEa9,81.6万,257,Not Found,6646,785,6646,339,"['音乐分享官', '音乐', '乐评盘点', '鬼畜', 'BGM', '游戏音乐', '听歌', '游戏', '盛宴', '合集', '听觉', '抽象', '音乐分享官暑期特别企划']",2024-09-06 19:11:02
拍照眼睛不要再乱瞟！5⃣️个上镜眼神技巧必学,真的卷毛,https://www.bilibili.com/video/BV1C9pKe6EUB,55.9万,15,Not Found,8.8万,2307,8.8万,3601,"['时尚', '穿搭', '拍照', '上镜技巧', '拍照教程']",2024-09-05 18:00:00
如何确保决策正确，每步都对，一个开挂的方法,西一昂叨叨版,https://www.bilibili.com/video/BV1r9HXeAEh7,116.8万,188,Not Found,10.6万,1707,10.6万,804,"['搞笑研究所', '生活', '搞笑', '决策', '方法', '成长', '搞笑研究所2024 5.0']",2024-09-06 23:40:07
