杨戬：助战？助哪边？
根器为什么事黑色的，我记得都是金色的哇
天庭就是中国绝对强权
现在看懂了剧情
朽木不可雕也
害，习惯了猴子穿啥都穿模，杨戬这些不更正常
真爱啊
还有黄袍员外和黑手道人
天兵甲：谁问你啦？八格牙路！
偷袭 太上老君有800种方法弄死猴
小牛个小马哥两兄弟真的是忠义无双
黑神话，二郎神
二郎神是有复仇的欲望的，他更想把玉帝为首的天庭全都覆灭。但看到猴子给他打了样，他也明白自身势力不够，只能苟着。
天庭第二反骨岂是浪得虚名? 杨戬，哪吒和猴子三个那个都不是让天庭省油的灯
我上早八！
游科下一个作品不是黑钟馗，就是黑姜子牙，已经注册了
杨戬会跪吗？
宝莲灯沉香的故事，是复制的杨戬
打个响指乌云遮蔽天机
张翰
还好杨戬不是美颜网红脸
如来断了五指还圆寂了
好兄长！好大哥
孩子看完这个视频该写作业了
梅山七怪都在游戏里出现过
梅山七怪
天庭三反骨哪吒杨戬大圣
猴子都称呼他为好兄长了，他肯定想让猴子拜托别人的控制
梅山六怪？
路:指三周目齐六根变真大圣（bushi
我问你了吗？
一口一个舅舅，一刀一个老表
这个角度好像金馆长
透明度0的金箍
耗子尾汁
诶！我有一个点子
如来救猴
弥勒有自己的打算，不能说是纯好人
九一新址[z叉47]
九一新址[z叉47]
二郎显圣真君其实就是和孙悟空一样的战力
杨戬劈山救母算是封神榜的外传故事？
一口一个舅舅，一斧一个老表
张翰的脸，阿杰的音…
反天庭就悟空传？没看过央妈拍的宝莲灯？符合我对没脑的想象
外包说是
你还得骂我一句
杨戬不愧是杨戬
重男
江大wq
杨戬：我袖手旁观已经挺不好意思了，你还让我去帮那猴子？
张翰脸真出戏阿
田文镜！
豹纹内内
大圣是明的反，杨戬是暗里反，哪吒是随时都可以反
天庭三大反骨仔
等哪吒一起
天庭反骨仔
黄袍员外也是
哎呦。。这句本来我也可以做到，直接绷不住了
可我还是打不过二郎神，今晚在打
宝莲灯?
愚善不是善，是恶
火眼金睛相比于之前更弱了
因为天命人，就是新的御魂大帝！
太上老君纯纯出生，活该被大圣针对
这老登还是这么出生
所以为什么要杀猴子猴孙？
二郎神换焦哥建模多好，这个像张翰
说你等级太低不会躲
哎痛快！我就喜欢你这脾气！
太上老登不讲武德
张翰吗？这不是
然后他现在拿大斧子劈我
封神里二郎神的设定你放西游来说，你要不直接用网文的设定算了
杨戬劈山救母的时候就开始反了
那封神榜的杨戬又是怎么回事？？？
谁叫都是同一个名字啊
可不可以不要拿宝莲灯前传的故事来搞
韩立你好！
难后又自己带上
细节满满啊
困住了啊，没困住为什么要做这些事。。。
分给妖王去祸害百姓，只为黑猴脱去紧箍
孙悟空：稳辣！
byd《悟空传》。。。。
宝莲灯plus
封神杨戬和西游二郎神是一个人？
第二部是大圣归来，闯天庭？
黑神话三部曲可以定了，猴子，杨戬，哪吒
我听了十二遍（
血海深仇，便待今日来报！
一个个体，在十万个平行宇宙，会有十万个孙悟空，但不一定有十万个齐天大圣。
因为弥勒是未来佛
《写轮眼开》
沉香救母，杨戬受不了玉帝
真香
从游戏科学注册的商标来看，下一个游戏应该是黑神话杨戬
你杀的了天吗？你杀不了天所以你杀不了他，因为天都是用他兄弟补的
反骨仔三人组？
大圣残躯放海，二郎神可没有，二郎神就是专门考验天命人的
如来：我的杰作可不是轻易可以杀死的
牛哥一巴掌把自己拍死了
掉下去害我笑了一下
好水 好水
四大天王是封神榜的，肉身死了回去复活就行
黑猴孙悟空为啥再次反天庭的原因，可以看大圣残躯文案
杨戬帅啊
不是，你这文案全都是悟空传里面的啊，何来解析一说
黑神话：蟠桃
杨戬劈山救猴
原来是精神小伙，老想斗个输赢
黑神话：玉帝
那四大天王呢？
太朋克了
生死簿名字勾了只是不会有地府的人来索命，不代表不会被杀死
肉身成圣前途无量
绍伊古 格拉西莫夫
废话，西游记的设定里是他劈山救母，母亲父亲被天庭害得这么惨，怎么可能没心没肺不恨天庭
擦，我特么被夺舍了？？！
西游记里叫“细犬”，从没出现过“哮天犬”三个字
不是吧，是互相破
我就是天命
我那会真心怀疑过 哈姆雷特就是抄的这个故事模式
这是哪来的野史？
天庭三反骨，一百多斤反骨一百多斤石头和两斤藕粉
灌江口：我这座小庙可难容你这尊大神啊！
我走后，你们就是我
神是神，仙是仙
这二郎神不会是照着张翰建的模吧
如来和天庭是死对头
二郎sen
太上老君是渡有缘人
？？？
大圣和真君一个明着反一个暗着反
杨戬身份特殊，神人混血，那边也不是
想去看看
劈山救母就是二郎神
偷袭我三百多岁的老同志
炼丹炉炼不化是不是跟他是补天石所化的原因
《贤甥》
然后玩家猴子又把它给戴上了，不就白玩了？
不算夺舍，是继承了大圣的记忆
就等第三结局弑神灭佛杀个痛快了
6
我这的画面怎么和UP不一样 我那不是阴天啊
太上老君也是反骨仔
杨戬:助战？那猴子一个猴就能打过他们，无需助战！
火眼金睛不是练就的，火眼，是被熏烤出来的眼病；金睛，是天生的。这玩意根本不是什么神通
外包是吧
因为我要去开二周目啦
先是考验，通过考验就给法宝线索帮助
杨戬:助战？你也想反？（喜）
1000+？
这是三清之一的化身你们真以为他想法很傻吗？
什么鬼？这野史吧？封神时期哪来的玉帝？
杨戬：我上早八！
禁字决，启动
二郎神，孙悟空，哪吒俗称三大逆骨
弹幕为什么这么多问号，不会以为只有沉香劈山救母吧。。。
正月剃头
我都不知道有这个，好像给我当小怪刷了
这句话就说明了是大圣自己设计的局
这下看懂了
别云了
4大天王破的是法身命没事
弥勒佛和如来不对付
老猴绝壁是观音，当初紧箍是他带上去的，要是摘了，他有责任
黑手！
都江堰？
戴笠
反骨仔：300斤的石头，198斤的骨头，和两斤的藕粉
原著中写了：原来那炉是乾、坎、艮、震、巽、离、坤、兑八卦。他即将身钻在巽宫位下。翼乃凤也，有凤则无火，只是凤搅得烟来，把一双眼刍红了弄做个老害病眼，故唤作“火眼金晴”。
打完再说
我当时攻略看串了还以为他是狐狸要找的人
这个我初见杀
扛把子
火眼金睛是眼病，金睛是他天生自带的，火眼则是熏出来的
因为杨戬没有踏出那一步
这是宝莲灯前传，人自己的传记可是成功救出来了
是，他赢了
二爷真汉子
四大天王：好好好 那我们的心结谁来解
杨戬:栓Q
莫名像凯文音
猴子猴孙被杀也是吗
那妖王卷土重来生灵涂炭也是他的谋划
大部分都是隐藏支线的妖怪
小破站速通你就说通没通呗
醍醐灌顶
包的
火眼金睛
杨戬是肉身成圣，封神榜里可没几个人
火眼金睛是眼疾，虽然有看破别人真身的能力，但是非常容易被针对
都是人弄的
杨戬即阳间
逆天原著哥，是不是弹幕不显示ID就让你爽到了，还太上老君是菩提祖师
刚开始就是有dlc啊，还有我的四妹啊（）
有理有据
原来 我是大圣
那就出一个黑神话：杨戬吧
hhhhh
还不是得人言
帅
这个最低画质蚌埠住了
唯二肉身成圣
怎么不相通了，吴承恩怎么可能没看过封神演义，中国神话本来就是共创，作者都没说写的是什么平行宇宙的事
传火
原始天尊就是太上老君的一个分身，他能救杨戬，就能救猴子。
杨戬只是有点心结，真牛逼
太上老君不是道德天尊吗？不是一气化三清吗？
所以找了弥勒想清净清净
二郎神想做但又做不到的事，猴子做到了
不灭金身穿不透琵琶骨
金箍棒个勾8
火焰山的由来
杨二郎又不是杨戬
韩立
二郎神才是真正的自由，不住天庭，听召不听宣
这种一上来就剧透的我是真的烦，就不会先提醒一下？
先杨戬后沉香 别搞反了
对不起，我是警察
等等，桥豆麻袋！怎么突然变成你讲西游记了！
打上天庭救四妹！
序章是老猴子讲的故事，并不准确
打了两次才过
反骨仔:知己啊
黑神话·杨戬
杨戬 你可知有风灵门派 强不强大已经不是我们能只晓得了
原来大哥就是你啊
金箍棒 紧箍咒别搞混了。。
飞起来
风灵月影 开
后续等DLC拉
啊？
天庭反骨仔
太上老君明显故意传给大圣火眼金睛和金刚不坏的
燃灯是看不得世间沧桑愿牺牲自己的苦行僧
不能伤其身那怎么穿的琵琶骨？
DLC
火眼金睛是被破妄金瞳被烧坏了
黑神话：姜子牙
黄眉的赌性难不成是来自……
附魔中
我天，终于懂了！之前一直迷茫他们口中的大哥是谁
那花果山的猴子们呢？
他们大哥都是杨戬啊！
天命人走到最后就说明大圣的法子对了
用封神榜这种二创小说来解析西游记？
太上老登
不是刘彦昌？（手动狗头）
最后这睁眼应该是火眼金睛
悟空：怎么说？杨戬：怎么说？哪吒：先杀李靖
弥勒还有黄衣老道士是这游戏为数不多的正派
穿模了就很可惜
有一个人前来买瓜
封神榜在西游记之后啊
听调不听宣
你这还怒了？
紧箍咒只有一个，悟空修个身外化身不就行了，把化身当本体，何必这么麻烦
真君也干了
这可不是送装备，要知道大圣是灵明石猴，天生双目就可与杨戬神目一般强大，尔后越来越强，可老君这一炼把双目练废了，但是给大圣提前开眼，也算是弥补了一部分
我怎么不记得有取金箍一事
杨二郎不会召唤后羿吗？
红孩儿说我熟
连环画就是好
dlc可能和二郎神八戒等等一起打上天庭？
这是悟空传的剧情吧
就冲这句话，必有DLC
byd 网络小说原文是吧？
这就是真正的大圣，没有了那道箍的束缚
是紧箍
二郎神韩立
这个配音跟杨洋演的叶秋一个声儿
以肉身之死，换意念永续，全明白了
真结局CG里杨戬也说成佛又如何，金箍还在你头上，大圣说这就摘下来给你看，原来那时就在布局了
铁暗恋
杰大的声音
羊蹄子，是杨显
狂喜吧
是的，那一瞬间的杂牌眼神很像韩立
虽然我很喜欢魂123和法环，但是剧情文本的内涵就别来碰瓷西游记为背景的黑神话悟空了！！！
杨戬根本就不是去杀猴子的，是准备招揽一起整天庭本来就看天庭不说爽
痛快！！！
杨戬：我有一计，定使天庭大乱
原来剧情的来龙去脉都藏在人物介绍里
虽是小神，但有大能
太上老君：诶~我有一个点子
说的是哪吒
宝莲灯都看过吧
写轮眼别天神
虽然说给他上了层buff，但是也给了层弱点
那什么其实大圣是翻了360度回到了原点
你二郎总是后变，肯定有优势啊
神算什么！自由自在的仙人才是
想看哪吒大圣二郎神三个反骨仔打天宫
是的，因为生死簿上没大圣的名字，所以他是不死的
金乌早没了，还有一个成了那西方大日如来
阎王的顶头上司是地藏王菩萨，
封神的杨戬和西游的二郎其实不是一个人
每章和隐藏有关的都是梅山兄弟
并非大圣
这叫连环画，漫个der
dlc安排吧
封神榜怎么还在西游之前了
花果山老猴吧
封神榜和西游记是两个体系呀。
众兄弟还有被百眼骗了，被车咬死的
阎王就是个当差的，职位不大，管地府的是地藏菩萨
想通了。明天就辞职
梅山七怪实力强的离谱
西游是二郎神，封神才是杨戬吧？
金箍已经取不下来了，只能让猴哥再入轮回，转世之后取回六根便再不受束缚了
“东方杰罗姆”
杨显
哪吒也有故事，他在牛魔王那章节里出现时的眼神中就能看出来，
杨戬可是唯一正面击败花果山的人
拿兄弟命试是吧
韩立就是你，别装了。我知道你喜欢用假名。
原来如此
杨戬无法反抗天庭的原因大概也是一世名和一道箍吧
为了拿掉个金咕，可害惨了苍生百姓
红温了
大圣是一种精神！！！
总感觉这兵器有点粗啊
朽木不可雕也
丸辣
二结局戴不戴已经无所谓了，“尘缘已断，金海尽干”了
招安招安
一斧一个老表do ge
装壁选手二郎神w
《小神》
眼神清明
出生唐僧
这是什么书啊
牛~~~哥~~~
一把抓住，顷刻炼化
杨戬劈山的时候没有好舅舅
杨戬真的帅
老天使
这句话我听了百遍
张翰
瓜田琪亚娜！！！
人民万岁
我靠，群殴！你们胜之不武！
天命人笑了，不，是大圣笑了！
不是速通，是因为没打杨戬
我还以为他是黄眉派来的
大圣还有兔尾巴哎
有了意就不会戴金箍
这里的赢并非是战斗，而是大圣和杨戬的赌约，大圣赌赢了
这台词绝了，有多少人能看懂
怎么感觉比开场的时候变帅了？
天庭反骨仔
灌江口杨氏集团
火眼金睛是神通 是神通是神通 只是和我们世界的眼疾同名而已
所以后面杨戬叠了个debuff?
友情提示:弥勒佛也是反的
未来佛的神通，洞察未来
他俩人 肯定不够 但是天庭里想反的多了 哪吒 第一个加入，主要弥勒有可能会助他们，这是关键
头上的眼睛正常了
都是体制内的牺牲者 哪怕杨戬属于大院子弟
如来倒台受益的就是弥勒啊，他当然要当好人
黑神话 杨戬 已经注册了
每一章的隐藏地图关键NPC都是
空佬
你拿到猴子的六根，而天命人就是猴哥转世，所以你集齐六根你就已经是猴哥了。
弥勒在佛教很牛的，唯一不受佛教管束的佛！
我只能说，你猴哥永远是你猴哥
杨戬也大闹过天宫比猴子还早。
火眼金睛还没有猴哥自己的好
领悟大圣之意，方可成为大圣
所以不打二郎神的话就会重新带上金箍
最后又带上了紧箍，我真受不了！
并非悟空
毛，意念永续
第一个大闹天宫的就是杨戬，然后是大圣，然后是沉香
转头肉身成圣!
这个还是比较好打的吧
怎么还有人造谣火眼金睛是负面BUFF
还有第五关的牛
我说怎么好熟悉，这出自今何在老师的《悟空传》的杨戬番外篇
杨戬：造反不叫我？
火眼金睛不是据说就是被熏出了眼病来着
蚌埠住了
黑神话：杨戬。。。请安排一下
他手里拿的是钢叉罢
天界三大反骨仔名不虚传
红温了
二郎神好像是天庭最高战力？
夺舍？
老君想要，如来都阻不住他
不讲武德
四天王：那我四人的命你又如何赔偿
凤九歌
杨戬：嗨害！是我！！
.
..0
十个太阳是是个金乌！！
就帮忙炼化了金丹铸就金身，却落下了病根，火眼金睛怕烟熏怕风沙
这些话好像悟空传里的
这是以前的连环画吧？
这是《悟空传》里的杨戬传吧
诶，我有个好主意！
老君，最大军火商
为什么二郎神头戴骷髅
天兵:女娲
西游记成书前，二郎神就是神话里第一战力男神
送机缘？猴子没的唯一弱点就是火眼金睛
人没死就不用封神
朽木不可雕也
杨戬孙悟空哪吒三幻神
二郎神：你终究不是他
二郎庙是吧
牛逼！
当外甥的时候打舅舅，当舅舅的时候打外甥
让东皇和帝俊来把天庭掀了
66
如来赌博
《高 升 重 赏》
不能杀六妖
杨戬的扎甲看的真是赏心悦目
一口一个老舅，一斧一个老表
赶紧换焦恩俊的脸，这剧情可以换他
四大天王是画中的，不一定是真的
这原文哪里的？
厉害啊
这是哪里的文章啊
新的路，不会是继续反天吧
握槽，终于懂了，还是百科全说靠谱！
破而后立
宝莲灯前传，多少人没看过？
封神榜里哪个是自愿的。。。。
天庭？不是佛教吗！
砸长的这么像张翰哈哈哈哈
后面的话不让天上听，把云拉过来了
情不自禁?
诸君，量劫再启
孙悟空刀枪不入，怎么会被串了琵琶骨？
悟空  杨戬   哪吒
这哥们有点厉害
孙悟空刚开始的眼睛比火眼金睛厉害，因为刚出来看了一眼天上把玉帝吓了一跳
你讲的是悟空传罢
正解！！！
西游记是西游记，封神榜是封神榜，但这是黑神话悟空，合二为一又如何，就算再加洪荒流进去都行
这5个不就都是梅山6怪么！
这杨戬不够帅
西游记中道家的人削弱了
好家伙，我以为他说的大哥是牛魔王呢？
前辈
张翰
这里面应该还有隐情的，因为是天庭先杀的猴子猴孙
杨戬:说得对，确实得去助战，众兄弟，随我杀上天庭!
这话水平很高
是指现在的杨戬不再是过去天庭的一条狗了
在杨戬心里，偷袭孙悟空才将其拿下的这种手段，其实就是玩不起，二郎显圣真君打心底里鄙视
知道造梦西游三里天庭的最终boss为什么是二郎神吗？
梅山七怪，狗和猿没来。
灌江口二郎，听调不听宣
给大家解说下，梅山七圣的羊。
二郎神承认自己输了，就解开心结了
火眼金睛：嗨害嗨
我又想听小说了，大泼猴，穿越者改变悟空的命运，虽然还是原本剧情，但是真的不错
说丑是指法天象地真身
下一部黑神话：杨戬
up，我污了
想必能助我一臂之力
太上老君加BUFF
正好后羿射日，嫦娥飞天，然后玉帝与嫦娥私通的事背天蓬元帅发现，就将其打入凡间，变成猪
除了被逼无奈的，明白人都不上封神榜
等会，摆脱天庭的控制？斗战胜佛孙悟空不是佛教控制的么？
万一天命人打败6怪却没打败杨戬然后被杨戬捅死怎么办
也有一种意思是怕天庭来找弥勒麻烦，故称没有见过二郎神
宝莲灯前传
自行兵解
清源妙道真君
世界线收束
嗯，是该助猴子的
↑孙悟空，杨戬，哪吒
二郎神真兄弟 我哭死
复活吧，我的祖先！
火眼金睛是眼病，不是神通
如果再来个哪吒，那将是绝杀
杨戬劈的桃山，沉香劈的华山
杨戬：爽！！！！！
注:弥勒佛是未来佛，能预知未来
被天庭杀掉的猴子猴孙也有天兵天将陪葬了
好像韩立
天庭不会让杨戬这样的战力流落在外，弥勒是未来佛，他的手段佛祖都看不穿，杨戬可以放心住着
那天条又是谁定的呢？
谁想起猴哥扮杨戬吃面那段
金固没了，心结就结了
不论杨戬再怎么做。外人看来他永远都是玉帝的外甥。这是杨戬永远无法摆脱的梦魇
要不现在就走吧，你说助谁？当然是猴子了
所以天命人打败二郎神才能摆脱紧箍咒，没有打败就只能戴上紧箍重入轮回
杨戬帮猴儿哥解脱了。那谁来帮帮杨戬呢
听了22遍
这是真的金箍棒所以很重 一下没拿住
兄弟把你放心里，你把兄弟让候杀
他紫砂了
慢着，说好的天上一天，地上一年呢
杨戬的苦闷只是孙悟空如不如我？猴子只是为了取紧箍，游戏还要安排神佛星宿遇难？你别光动脑子分析片头片尾，看看别的过场动画吧
不必担心，那可是二郎显圣真君
二郎神真帅啊
想利用杨戬去除掉悟空
灌江口杨氏集团
不是，这二郎神怎么像油王张翰啊我的天
真君：真会夸人
我来这里其实为了吃瓜
你别说，二郎神还真劈山救母过
全是云啊，金箍棒在花果山立着呢
这里是在打赌大圣能不能拜托金箍？
不是说杨戬的武器比金箍棒重
大闹天宫1.0
杨戬像做了烤瓷牙
天庭反骨仔之一（doge
四妹剧情鹤仙人也说过，都转了好几世了
老登
为何杨戬要打上天庭，玉帝还要让人救他
山河社稷图？
给武器助天命人打败大圣残躯
猴子当弼马温时代与众仙其乐融融，窜门玩乐，情商拉满，关系是不错的
果然是兄弟
二郎显圣真君
黑神话：杨戬
达成第二结局，极其六根的天命猴，即是天命哑巴猴，也是恢复了悟空的记忆
二郎显圣真君
这剧情真能藏啊，好生精彩，令人拍案叫绝！
沉香是从二郎神故事里演变出来的，其实沉香原型就是杨戬
反骨仔二人组
以前的小人画功底深厚，粗细鲜明，画得太好了
南通
灌江口大军阀
弥勒是下一个如来 想推翻旧秩序自己上位的
英雄惜英雄
大圣的意，一个人两个意当然是要出事的
二郎神可以说是悟空兄弟 而且是知己
大圣不自杀破金箍猴子猴孙他也保不住啊
弥勒想推翻如来呗
杨戬还有个妹妹是软肋
是弥勒
念真言的估计是弥勒
最后意回归天命人 大圣转世
大圣唯一的知己就是二郎神
下一部：黑神话杨戬！
好像是西游日记番外篇
哥们， 看串啦（doge
大圣:听说你到处和别人说我死了?
真君是真英雄
既见未来，为何不拜哈哈
老君:观音你那瓶子瓷的不精砸，用我这个
这是连环画
高端的法宝往往以最朴素的办法来使用
孙悟空之前对阵，说三尖刀“钝”了，不知道是不是有深意
弥勒：二郎啊，要多想
还有牛哥
未来佛的格局，比如来大得多
棋逢对手，惺惺相惜
不打杨戬，那金箍就是天庭的假意，杨戬吸收保存的是大圣的真意
这个是杨戬自己的故事
那可是孙悟空的六根，其他五个妖王除了牛魔没碰，碰了的都走火入魔疯掉了
好一盘棋
老猴子说孙悟空死了，是被众妖王和天庭杀了，实际上大圣是自毁，所以意得以留存
讲的野史传说？
谁教杨戬的
老君可是帮猴哥吸收吃的丹药
解说非常棒
带紧箍是因为你只有五根，而且那个结局是假结局，不给最终动画《未竞》的
难道还有黑杨戬？
杨戬:我滴任务完成辣
听调不听宣
说他之前想反，只敢暗戳戳不敢直接来，现在直接成了反的关键之一了，直接做回自己了
大圣归来！
对于四川人来讲，小沙弥可不是什么好称呼，哈哈哈哈
弥勒佛，燃灯古佛都是官场老油条的
三尖两刃刀本来也比金箍棒重
好多云啊，这就是三尖两刃刀，金箍棒在水帘洞里
这么看二郎神比刚开头要帅多了
沉香点了一个赞
致敬传奇点子王太上老君
牢君，给我爆个火眼金睛
二郎神其实这里不理解猴哥，只是顺着猴哥的暗示这么做了而已
二郎神不住天庭
杨戬和悟空联手，能挑了天庭吗？
二郎神是梅山七圣的老大
沉香劈的是华山
英雄惜英雄
宋体
神作
全员影帝
弥勒可是真真正正能看见未来
弥勒佛是未来佛，释迦是现世，燃灯是过去古佛
那黄袍员外也是哦
梅山图，隐藏图
弥勒是未来佛，他和如来也是竞争关系
肉身成圣的含金量
er lang sen suo sha（好怪的发音）
朽木 朽木 朽木，朽木不可雕也
天庭无权为我授勋
原来是这样
是你，在座的各位，天命人
啊居然没有取下
他比孙悟空多一变
中国神话本就版本众多，五千年来各种视角各种观点多不枚举。不能都混在一起
汉子嗯
不是，好像张翰
我不用关刀啊！呱！
感谢老君
别忘了弥勒是未来佛，帮猴子除了如来，他就能上位了
这就是为什么二哥最后说自己心结解开了的原因，因为真有天命人开了
唐僧：勿cue
好家伙，那法相是二郎神和弥勒一起弄出来的？
反向优化
你那大哥也不是什么安分的主
悟空是自杀的？
天神狠起来连自己亲妹妹也直接杀掉。
大圣、二朗、三太子都是打破规则而来的
这就是唯物史观   我走之后不必想我   每个人都能成为他
一路收兄弟？神仙版的梁山好汉？
待我去踏碎这凌霄
游科真能藏
未来毕竟是如来的徒弟，不能明着反，和杨戬一个路数
天庭三大反骨仔：猴子，三只眼，风火轮
猴子变化是为了回花果山救猴子猴孙，杨戬变化是为了拦着不让猴子回去
《黑神话前传：二郎传》
黄眉:正是在下！
为啥又接上封神榜了
二章黄员外，四章黑手道人，五章的牛头
要不就以黑神话这个题材做一个系列吧
俺老孙来也！
等等，他跟雷震子是什么关系
活活size
这个腿短跑肯定厉害
恋悟情结
艾伦:莱纳，为什么那天我的妈妈会被吃掉？
玉地~！如来~！俺老孙被你们骗了~！被你们骗了~！
也是多亏你呀
这真是乱编
二周目是吧，穿平天大圣套装来小西天
“玉帝又惹祸了”
有没有一种可能 封神跟西游记就不是一个世界观
以身入局，胜天半子
猴子，杨戬和哪吒这三个都很像，也都是英雄惜英雄
警惕梅山重男
朽木不可雕也
这武器的棒子好粗，里面不会是金箍棒吧
我们的路 才刚开始  黑神话 才刚开始！
火眼金睛其实是猴子眼睛被熏出眼疾了，不熏可比他强多了
罗辑:要进画了……艾博士画里咋还有个二郎神
三尖二刃刀也很重啊
明明是给克制boss的支线奖励的
这位更是马戏团高手
张翰脸。。。。。。。
衣服动态有 bug
说简单点目前游戏就是为了摆脱金箍
大罗洞观
弥勒也是灵山的反叛头子
画中行
太上老君∶I have a plan！
真的好像张翰啊，我真的受不了
《拿破轮》
四天王应该也是法相，和二郎神一样没死
黄衣员外呢
他是大鹏
彌勒：我不到啊
史诗级会面
你这剧透了
杨戬大喜
这里给枪特写，莫不是枪就是金箍棒！
其实太上老君是给猴子送机缘的
神死而魂不灭
那枪杆那么粗，说不定才是真正的金箍棒。
梅山七圣
但是二郎神好歹是玉帝外甥
伏地魔是吧
第二章的猪也是
紫砂了
为什么叫天命人，不叫天命猴
111111111
里面什么丹药都有，老君会不知道?
一本正经的胡说八道
跟焦恩俊宝莲灯一样，二郎神都像整顿天庭秩序
杨戬派的兄弟基本都和每章隐藏关有关
《佛山电翰》
后面的DLC会不会有救四妹的剧情
不打杨戬就拿不到最后一个意根，所以只能带上金箍，如果打了就不会带了
张杰配音的吗
二郎神真够意思
共谋大事的人来了
黑神话：杨戬
骗来又怎么样呢，你打不过我啊？
原来如此，瞬间看懂了
小西天黑袍(没看出来，疑似戴礼)
呼啦圈
我杀的了它
什么才是永恒，唯有意志才能永恒，那个意志叫孙悟空
确实，这样就说得通为何猴子到死都不忘嘱咐老牛他的六根动不得，因为这场死戏是计划内的一环
前面的，中国神话虽然有多个说法，但也是彼此串联的，倘若你不认其他作品杨戬，那么他在西游记中有算什么呢？
花果山老猴子(白猿 袁洪)
玉帝没搞错啥，按天条就要这么干，没把杨戬他妈没弄死就很仁慈了，毕竟是妹妹，给过机会了
所以梅山六怪怎么用刀穿的大圣琵琶骨
盘丝岭 百手(蜈蚣 吴龙)
袁洪哪去了
杨戬：好啊！老子没砸成的凌霄你可做到了！好猴！
西游记成书比封神榜要早，杨戬的一些细节，他们不一样
悟空做了杨戬不敢做的事，从这一刻开始杨戬已经输了
这个武师巨强
本来三尖两刃刀就比如意金箍棒重
杨戬：助战？我要去的话可能就忍不住助那猴子去了
天命人其实就是大圣的转世，只不过他就是一张白纸，需要被六根与记忆所渲染
有没有可能，给他武器准备假死
黄眉：我赢了金蝉子就行
注意看，二郎真君把监视的天光遮了，当年大圣跟杨戬说“这阳光太刺眼，去花果山里”
英雄惜英雄
杨戬跟猴子斗了一辈子，唯有自由此事猴子赢了
缘分不就来了
如来死了才有弥勒位置
悟空转世不是至尊宝吗
第二部，黑神话杨戬  肯定是
空佬
三个反骨仔
我就说黑神话怎么连杨戬都黑了
