"设定记得好像就是末法时代,凡间混乱不堪"
我看是摩斯拉啊
王灵官独来独往，唯独和老君关系好
看佛手怪的介绍 左右手好像是毗蓝婆菩萨的
她老公就是指昴日星官
原著确实也好不到哪里去
西王母和王母不是一个人啊
一周目70小时，完美结局，全支线，88%成就不看攻略不用轮椅，40小时绝对是走捷径了没好好探索
你连灵山和天庭都分不清就别瞎说行吗，灵山是佛祖菩萨们的势力，天庭是众神仙的势力
寄生修仙
这个设定集必须出周边
盖世太保（
也是猪八戒的妈
缺了大德了
怀疑后续有DLC
？
太上老君:我一个圣人善尸 有必要吗？
过度解读
其实就佛教和道教两派斗争 就像冷战 都是暗着斗 手段也黑
其实更是为了猴子
百眼魔君最后朝天上大喊师傅救我 我觉得他师傅就是天上的神仙
黑神话，里面跟猴子取经有帮助的都很惨
影身图里说的是她在天上 正好玉帝给卯日星君受封 他觉得这小伙眉清目秀 很是喜欢
人家不叫西游记：悟空，叫黑神话：悟空。
这从外形和攻击方式就看的出来啊
以前女儿国那只蝎子精是他夫人
卯日星君也是被做了实验了
把琴螂仙打死以后 可以把幼体交给辰龙 辰龙也知道这玩意叫琴螂仙 说明他在天上的时候见过
四个蝎王子加毒敌打死齐齐整整成就
东西厂大督公
晦月比毒敌简单，晦月0命过的，毒敌打了四遍
可爱捏
中國遊戲無敵
这是老神仙太白金星，也是为数不多真心对猴子好的人之一
他们都实实在在帮助过悟空，是刚正不阿的人，天庭要除了他们
代言人的地位怎么会低，把代言人和原主对等，从哪看来的错解，不是过度解读，直接往错解了是吧
想到金钗就西王母的金钗了？你怎么不说这是薛宝钗的钗子，过度解读没跑了
无敌倒不至于
所有妖怪都有完整的设定，不算瞎扯，总比阴谋论写得好
鹤仙人就是太上老君大弟子，南极仙翁
原著玉帝的逼格三界所有神佛都比不上，天庭有玉帝一个都足够了呀
还以为是大喜虫
外来物种
标签不是官方打的
也就是白素贞她师傅
中国游戏无敌
啵丝
小黑子哈哈哈哈
我勒个村里人啊
可不止蝎子
并非保安，高低有个贴身保镖级别
？
前面那个，夜叉罗刹是一个种族，男的叫夜叉，女的叫罗刹
好一个道诡异仙
另一只手在毒青蛙嘴里
被分尸了，两个手一个在虫子那一个在青蛙嘴里
昴日是战败被喂药了，亢金龙是下来找他的，结果被黄眉收了
佛手
毗蓝婆 原本是道教 后改投佛教  你猜道教会这么处置
章节动画过去结尾提了一嘴那昴日星官叫死了个蝎子精
打上天庭，以我残躯化烈火！
寄生修仙
国王之手
关卡(qia)
事实比想象更黑，不能接受想象，拿什么面对现实
很符合现实
中国游戏无敌！
再打翻一次炼丹炉
'4
吐字快，而且清晰！
多尊重集美
空洞好评
会不会.是说祖国话就不迷了
悟空，无敌
二笔
黄神话：八戒
西游记本身每个年纪就有每个年纪看到的东西本身西游记就是万历朝的朝中士大夫搞出来的内容真就不止八十一难这点东西长大了细看全是人情世故官场黑暗
管那么多，反正我要救四妹，管那鹤是谁，漏血条就得死
金丝蚕？血玉蜘蛛？
影神图里面写了啊，红依是鸡的同辈、邻家姐姐而已
这里up说错了，红依的影神图里面有介绍她的身份。
都帮过大圣
打晦月的时候他叫声很像鸡叫，之前就觉得奇怪原来如此啊
昴宿也是被天庭弄下来当试验品的
这还勉强呐？
这个是魔将的吧，魔将原来是神将也是佛门的
中国游戏无敌
中国游戏无敌
"呵,要不是剧情杀我一拳打死王灵官再脚踢这只死肥鹤,然后拿去红烧"
有龟仙人么
百合
人体蜈蚣
中国游戏无敌
好有克味
一一一
卧槽卧槽卧槽
我觉得这游戏还是按封神世界观来的 百眼最后喊的也是昆仑
40小时起步的流程不长，你就硬云
就是太上老君，不是太白金星，游戏里写的很明白
虽然up这里搞错了，但确实百眼的师傅是太上老君，后面有证明
无敌
西王母怎么就批准了
老熟人
西王母和王 母不是一个人
黑神话悟空无敌！！！
就喜欢看各种有理有据的阴谋论
这又不是魂
昆仑元始天尊吧
剧情就是碎片化的，炸出一堆云
期待黑神话哪吒或者黑神话封神榜
哑巴 沉闷 严肃 古板的悟空 没人爱
对的，导致悟空根本没打进凌霄殿
果然是黑神话啊
被这个打到的话节目效果拉满
2026年《黑神话：金蝉》
你也下不去手？
道爷我成了
现在天下也是如此
中国游戏无敌
我是叮当猫的爹，柏辰的爷爷
man
原著也差不多
原著里写了老子化胡为佛，还是太上老君自己作的孽？
中国游戏无敌！！！
中国游戏无敌
虫草~~~~
听不懂
尸鳖玉俑
这个是太白金星。。。
原著太上老君送给猴子吃了那么多仙丹，对他也是极不错了
蛊真人
受86西游记刻板影响太深
游科多次强调了是类似arpg游戏 战神都没玩过吗？
显然是仿照了生化危机
巫师系列做了多少年啊，到巫师三才封的神作，黑猴完全能做三部
3.0
王灵官资料里也说了，除了玉帝，他在天庭只和一位神秘的朋友有来往
说不长的，打过游戏？
这很现实
打boos百眼的时候有一句台词，道祖在上，我当时就想到是老君了
黑神话就是ARPG
中国游戏无敌
原著解读过度的阴谋论，什么本来就黑？
仙丹（doge）
子母河里的水，是不是就是电影异性里的黑水
生异形啊
生化危机
我觉得毒敌比魔君厉害。。。。。。
这才是神话
前面的，你把原著翻烂了也没这段
731真传
跟女娲娘娘是不是有什么关系
五通神
中国游戏无敌
关qia
第一部真的好多设计都很青涩，期待进步了
跟痋术似的
暗藏玄只因
异形是吧
百战天虫
牛逼啊
入茧飞升
为什么打倒老君
原来是至尊宝啊
china no.1！
中国游戏无敌
异形
蝎子精
最后生还者
呜噜呜噜讲得一团糊涂
晦月魔君就是昴日星官
这相比其他魂like，已经够整的了，确实可以说不碎片
百战天虫？！
《真飞升》
无敌
中国游戏无敌
还有那个蛇脖子的老虎
我不会说中国游戏无敌，我只会说 游戏科学这波无敌
都是跟悟空关系好的
是的目前只有两种
卯日 晦月 一看就是黑化了
尬
dlc，起码也得3年后了
不是所有动作游戏都叫魂类 明显悟空不够魂 都没有惩罚机制
有种在看悟空传的赶脚，还有吗快点呈上来，我爱看
不是第三魔将的吗
是的，原著就是反封建，天庭代表封建，这就是原著的设定
那玉帝不是少只手了
这么说天命人比悟空强
跟悟空五五开
黑什么黑天地以万物为刍狗罢了，你会在乎一只蚂蚁的生死么？
一个合格的猢狲
讽刺？但毒敌大王带着小蝎子自立门户了，女的觉得被歧视也可带着小崽自立门户啊，讽刺了谁
第一护法神
公鸡是克蜈蚣的
王灵官是天庭御史，类似于现在纪委角色
不对，那不是菩萨干的吗？
樱:士郎？在想我的事？
这句话你变成别的也会说
故人刹现
蜘蛛精都老了，蝎子精还没死？
第四回的画卷上鹤仙人身后都举太上的牌子了，还能是谁
红孩儿就是夜叉，铁扇是罗刹，前面的弹幕没搞清楚就发言了属于是。
细度西游记也能明显感受到这层意思。
坤哥
鹤道人不就是太上老君
非常重口味
这叫飞升，游戏里居然把成妖说成飞升，有点细思极恐了
别黑大蛇丸大人啊，但好歹那个咒印还是真的能增强实力，这玩意儿吃下去直接就挂了
中国游戏无敌
这才哪到哪啊
不是哥们？为了流量。老君你都黑？
我去，空洞骑士
那剧情一直没有说天庭为什么黑?
大蛇丸人家是搞医学的，他也不是搞药学的啊！
为什么不能是太上老君弟子等？太上可是原著中的三界第一
这应该是魔将的，你看魔将的影神图就知道了
无敌啊
中国游戏无敌
清剿和猴子关系好的一切啊
母系氏族蝎子精
我一周目50小时
中国游戏无敌
原著讲的是政治博弈和斗争
还有一个细节就是第四回最后的图里，鹤仙人旁边拿扇子的小妖，扇子上写的太上
有一个细节就是第四章末尾那个图，百目上面有个童子提线操控
紫云山是还没服用 。 所以里面的道士都是人性。迷倒人服用才变的。 外面道观就有一家变成的了
目前来看的话，还是佛教更不是东西一点
佛道之争
什么731
你提空洞骑士，咱们就是朋友啦～
0.75倍速听正好
房中术？
尾后针！！！！
你执杖啊
王灵官也不好打
给我诛仙剑把这些神仙都诛了，好给四妹报仇雪恨
虫羽化飞升？
毗蓝婆跟天庭也不合
戮蛊
天地不仁，以万物为刍狗
中国游戏无敌
中国游戏无敌
原著里朱紫国那一章都明牌了 就是讽刺我大明
原著就是影射明朝啊
中国游戏无敌
中国游戏无敌
中国游戏无敌
没有直接证据是老君吧也有可能是其他神仙吧
中国游戏无敌！
中国游戏无敌
映射作者当时所处社会环境！！！
接下来是付费解锁剧情
那些说西游记本来就是这样的，翻过一页西游记吗
卯日星君是被天庭杀害了
原著就是这样的呀
man
对的 悟空也很符合原著 背信忘义 不仁不义
金钗是王母给的
通关主线只有50%的剧情。隐藏分支剧情50%
不务正业？
再解读下去，这游戏要被禁了
天庭是道教，灵山是佛教，西游记原著中就有很多细节暗示天庭对灵山的施压，例如去灵山脚下入口处的小雷音寺就由道长看管
这不就是《只狼》里面的虫附体
这段剧情很像生化危机4，又是爆头虫又是左右手
40h就全成就啊
为什么会忘了第一章呢？金池长老那小怪回血，黑熊精也是想长生
不过天庭为什么要搞这些人体实验呢？
我也是四十小时解锁全图鉴通关
中国游戏无敌
40小时，爆肝
纠察管
中国游戏无敌！！！！
被搞就是为了报复当初西游的时候，毗蓝婆站队西方的事情
王者荣耀书迷以为西游讲的是打怪兽？
和卡婊QTE之怒动画结局一样，神佛尽灭·灵韵消失·开启唯物世界发展科技文明呗
冯骥：我尊重西游记原著
你这个标题把黑神话往731这边引？
中国游戏无敌
又是阴谋论
不是魂 也不是碎片话  = =
这不就是美国的辉瑞吗？
不不不，这些是生化4的起源倩女幽魂3的寄生虫的后裔
不然怎么叫“黑”神话
中国游戏无敌
咱们老百姓拜的神佛都是妖魔？
感觉不是，是大部分人都觉得天上炼丹只有太上老君，肯定不止一位会
女罗刹男夜叉
西王母，瑶池    让我想起了我和僵尸有个约会
中国游戏无敌
同上
古代炼丹也有用人练的，用孩童
原著不是这样的，原著太上老君想怎么玩灵山就怎么玩灵山
只狼都是魂，还类只狼
修道之人不都是为了吃丹药羽化成仙？
中国游戏无敌。
毗蓝婆就是从天宫慢慢转向灵山才隐居，确实合理
中国游戏无敌！
生下来的虫卵就是藕苞，昴日星官被打败吃的也是这个
？
咪道人
2年半。。。。
这新任的是从披香殿里走出来的那只公鸡
魂类是因为从黑魂开始，就想Moba起源于3C和Dota，给个credit不过分吧
藕苞啊这是
走向国际就得这么写哈哈
主要这王灵官也是手首鸟鸟翅人身
科比：我告你毁谤啊！
中国游戏无敌
这不是蚕宝宝吗
失败的男人
仅仅
萨德勒老君
笑死了，老君保了红孩儿就是好东西了？扯到灵山和天庭之争这点东西压根不能证明老君是好的
中国游戏无敌
靡道人
不是故意投的，你看看晦月魔君的文本，是意外
为什么不能认为是太上老君？滤镜那么严重？没玩过游戏还是没看过剧情？
碎片化叙事就必须是魂游吗？就是一种叙事手法而已，这么就绑定魂游了
这公蝎子十分硬气哈哈哈~
看出来了和孙悟空交好的都被天庭灵山的阴了
石中人特搞笑
多样性
章节太少了天庭跟灵山没彻底铺开，四五章就有点谜语
分尸
感觉跟悟空走得近的，都被天上的神佛阴了
？
中国游戏无敌
黄眉看起来反而是个好妖，做社会性试验的
还记得虫总兵吗？他说求我们杀死他
这人嘴真凑啊
被星君一嗓子吼死了
严格来说应该叫类魂游戏
不刚说一枚做实验，一枚孵化吗？你这前后矛盾
中国游戏无敌
借题讲厚黑学
中国游戏无敌
其实大可不必开这个摄像头，保持点神秘感挺好
中国游戏无敌
广智救我
中国游戏继续加油
因为有西游记原著的存在，所以这里面的碎片化不算是魂类的故事叙述，只能是补充设定
珍惜这个游戏把，估计以后要改名红神话了
啥游戏都非要和魂挂上钩，是不是除了魂就不认识别的游戏种类了
尾后针！
难道就不能是白鹤童子？
毗蓝婆菩萨本身就是嗜血恶妖 放下屠刀立地成佛的菩萨，就黑神话的理念，这等能力超凡的恶妖肯定也是不被信任的，在这部作品里毗蓝婆和眼中生出的灵子前昴日星官被害也就不奇怪了，
你别说！哪吒就是人体实验最成功的！
不要黑道教ok比佛教强多了
艺术源自现实
注意，黑神话的剧情依据不是西游记，而是一个同人小说叫悟空传，而且黑神话前作网游斗战神的剧情也是根据这本书创作的
那也不好说，太上老君和悟空后面关系也还算可以，何况悟空还有天庭中猴子还有太白金星这个后台不好说。
打不死，给剧情杀了
！！！！！！！！！！！！！！！！！！
科学家？？731部队吧
没有战斗能力，二周目一下差点给我喷死
无敌
最怕小鬼云游几个游戏觉得对魂类了如指掌
别杠了别杠了，是不是魂有那么重要吗
有点像看小说飞天
中国游戏无敌
在道教里太上老君元始天尊和老子其实是一个人
丈育一本书没看过做视频也做到百万了
应该是老君的坐骑仙鹤
才？四五年能做出来这个长度质量已经很尽力了
mkakdsxdtytgjgamkeykaykqkgkakglmk
罗莎莉亚！
中国游戏无敌！
药是西王母给的
果然还是佛道之争啊
鹤仙人从兜率宫而来，兜率宫是谁的地盘
人脓
【【【【【【/“】【=‘
不好意思，斗战神里面的子母河水，男的女的都能生，所以说黑神话的背景是谁？这不一目了然。
而且是佛手..
西游记本来就是悲剧，体现官场游戏规则，也有韦吻的作用
毒敌比它难打
牢大也干了
中国游戏无敌
语速太快了
猴子：这剧情咋反了
这是太上老君还是辛吉德
帮过孙悟空西行的都很惨
怪不得能评论的头头是道，原来86都没看过厉害了
敢这么黑老子？
说背后的人是昆仑上面的人，明显是原始天尊啊，埋着姜子牙伏笔呢
还隔着魂呢
希望用DLC的形式补全13个章节
up不仅没看过西游记，甚至86西游记电视剧都没看明白
有没有一种可能原著也是这样，只不过被后世美化了
好奇如果毒敌大王死之前干掉晦月魔君会怎么样
类魂听不懂啥意思是吧
这个是去找猴子的
好多黑子说故事有问题，没了解“佛”，人家设定就是暗黑系，又不是正常设定，无脑喷
我看昴日星君的刀，像蝎子的尾巴
要密集恐惧症了
哈哈哈哈哈哈，那是下来渡劫的嘛，那是下来物理搞破坏的哈哈哈哈哈哈哈
你变身石头人，他会调侃你石头里蹦出来看看high
元始天尊
“黑”是动词是吧？
黑暗的天庭
培养人参果那个不是斗战神剧情吗？
他的材料好啊，没打他，鬼知道那么快就被干死了
.
俺老孙要打上天庭！
西游记都没看过就来吃流量？
不说黑神话，就算是西游原著也有很多，比如离西天越近，妖怪越多。。。
这个我忘打了，在哪打啊
呱别跟（故事背景）
无敌
流沙国是灵吉搞的
还截教阐教的，西游里面根本没有这三教
无敌
什么意思
百眼还说要摆脱昆仑
少数几个真破了猴防的
中国游戏无敌！
多少4小时酒通关？
卡拉比丘里的下头领域
幽默热搜
幽默热搜
《西游记》是讽刺朝廷的，那这个是？
另一颗把昴日星君变成了晦月魔君
这里悟空是装的，八戒也中了毒又肿又痛，但悟空症状完全不一样，而且还不让人看伤口
亢金龙不是太白金星的手下吗？
广智：黑神话太乱，我走了
不然怎么叫黑神话
高级马喽
注意，这里只有3.4章的妖王有颜色
然而这是个冗杂战斗战神仁王，故事兼并战神和魂风格的游戏
50个小时还在小西天
中国游戏无敌
大圣无敌
冬草夏草！大补
你成功说服我了，nb
支持没问题 你这个无敌是真能尬整 消停吧？
符合原著的？真的符合吗
这能联想现实吗？我不敢
你干嘛哎哟
天敌第一红花双棍
不是，这特喵不是太白金星吗
中国游戏无敌
这个就是以前的卯日星官，四妹直线里那个仙鹤的神影图里写了这个天庭现在有新的昴日星官
就是夜叉啊。
你干嘛
变身也没凑齐七十二变，精髓加变身也就55个
懂了 黑神话—异型。
悟空123吧，总不能去地府找钟馗偷生死簿，再找姜子牙封神吧
你是？
林克…林克
你才发现啊
福禄寿星
天庭第一护法让你说成保安太幽默了
这还碎片。。影神图啥都写了
不可能是太上老君的
大蛇丸行为
游戏科学无敌
太上老君被黑了o(╯□╰)o
克苏鲁修仙
原作不敬神佛的地方都会直接降神罚，一直都很黑
斗战神的延续
是的
红字理解能力这么差吗？正是封建社会重男轻女这里才故意反过来说没有女孩所以看不起公蝎子，这不就是简单的个反讽吗……这不是讽刺重男轻女这是啥……
我的天
原著里面的蝎子精
怎么又扯上魂游了？不是魂游啊UP
第五章那几个人的影神图里，老君的出现频次可不低
草！一定要出大闹天宫！我一定入手！！！
原著里倒马毒能把如来佛祖蜇疼
可怜的孩子，这个时候还想着妈妈
百战天虫
动词黑
学新闻学的？
道教和佛教的教派之争
我勒个蹭王
黑悟空里的天庭灵山的神灵早离开三界了，现在都是一群披神仙妖魔坐上面而己，就像无天佛祖让手下假扮三界众神一样，什么老君假冒的
四圣试禅心的老妈妈
铁山靠？
污蔑我老天使
中国游戏无敌
黑神话不就是斗战神的延续嘛，没变
无敌
一个是阆苑仙葩，一个是美玉无瑕bushi
子母河不是只能生女的  为什么可以生个超雄出来
章节动画里菩萨们不止一次透露过人、妖、神只有神是最高位
不是百足虫？
《吗喽》
中国游戏无敌
游科自己说了有魂类元素，这么说其实也不错
原著鲤鱼精，看看西游原著吧
中国游戏无敌！
不光要大闹天宫，也需要大闹灵山
只是为了天庭和灵山....这理由不充分吗
还不是夜叉呢，CG里都说了红孩儿是夜叉族最后的一个了
什么西游记731
啊？
灵蕴就是人向神佛祈祷产生的能量，是神生存需要的，所以就用各种手段吸引或制造信徒
这踏马是中国人说的话
只狼
三清重工
跟猴子好的都没好下场啊！
还有姜子牙和钟馗
鹤仙人有可能是南极仙翁，元始天尊的徒弟
有个辈分极高的老神仙，那是谁呢。
西行纪也有类似的立意
比西游记有深度你是真的牛逼
这王灵官不就变成了皇上身边的宠儿臣子变成了玉帝施威的工具人
昴日星官
我要救四妹
异形，哈哈哈哈哈
只狼源之宫
啊？
灵韵不足？那不就是没钱的意思吗doge
娃，你着像咧
还是忘不了斗战神
营销之王
改造这东西干嘛?  打架吗?
太上老君一只手就把灵山覆灭了，这故事编得离谱
洛斯里克直呼内行
异形是吧
把蛋煮熟了吃就不行了
无敌
黑袍纠察队
无敌
太上老君：我去过德特里克堡
我大阆中
妥妥的生化危机啊，这是要搞一个游戏系列啊，黑神话加油
按照那个章尾的动画：神仙和菩萨就是更高级的妖怪而已
无敌
这故事缺点是太短了
王灵官是指王重阳道长
其實玩的時候煉丹用的就是把妖怪当材料
和晦月魔君打能听到鸡叫
合格的吗喽
《四十小时，爆肝》
太牛逼了。。。。
中国游戏无敌
灭尽漫天仙佛，另世间无人高高在上
无敌
元始天尊救一下
悟空生化危机
这是埋后面DLC剧情
女儿国琵琶精 蝎子精 是他老婆
鹤仙人真不是太上老君
吴承恩表示赞叹
难绷
符合原著，稍有差异但大体没变
过度解读了
现今神话类动漫电影不也这套路，第一部仙神隐居幕后当黑手，后几部干脆黑深残不当人，就突出一个得反
不是反水，是被迷惑和压制控制了啊
最后一期
注意：无数同修的道侣
牢大:孩子们，这真的不是我。
普拉卡寄生虫
是arpg啦
你是怕他死得不够快啊
懂了，太上老君是光明教萨勒扎教主
妖体实验
搞不好这才是吴承恩真正想表达的
什么保安？人家可是道教顶尖战力
琴螂仙初见的时候不注意吐毒秒了我几次
确实像异形
续作再等四年？？
什么都赖太上老君？证据么没有
她也是女仙啊
异性是吧
这才是真实世界
美女蛇
神中神的超神剧情
人种袋:听上去很别扭的一个法器
和孙渣的那个虫族修仙漫画一样
中国游戏无敌……
中国游戏无敌
主策的前作斗战神玩过就知道天庭灵山都是披着皮的魔鬼
鹤道人就是太上老君，你在第四章结束是的画里能看到鹤道人在右上角炼丹
道教第一护法神在这被说成保安
二郎神会一击秒杀石头人之外的所有变身，不仅是这个，被直接命中变身直接消失
太上老君吧
御前带刀侍卫哈哈哈
李维嘉？？
是纠察 头上的手是玉帝的手
仙峰寺
催眠龙女
无敌
中国游戏无敌
可怜的哥哥。
必然会让某些人物的固有特别印象来代表人物，而你说天庭除了太上老君炼药最厉害，还有谁？你别跟我扯，谁都会炼药啊，是个神仙
原著跟猴哥打了个平手
仙峰寺？
道诡异仙
大哥，有几个菩萨不是这种手势的
现实中有些蝎子雌性比雄性个体更大且更有攻击性
红依的影神图里应该有说和昴日鸡的关系算是姐弟吧
布朗妮詹姆斯？
这里确实没过度解读，我是过度解读忠实反对者
她们都要称为炼丹
只狼、仁王不也是类魂？3d和2d的区别都可以归为roguelike、类银河恶魔城
《血源教会》
难怪毒敌大王对夫人这么念念不忘（dog）
我C连上了
毕竟昴日星官天克虫子
这都能写么
中国游戏无敌
双厨狂喜
糜道人也是
啊，大圣只是被毒素影响了而已，蝎子精的钩子连头皮都没划破，哪来破了什么金刚不坏身啊？
张顺飞
原著不要看错本
中国游戏无敌
看攻略40小时打得出三周目？必是挂壁
黑神话不是魂
还在魂类…
太上是人族
夺命舰
这不是魂
亢金龙和亢金星君，鹤仙人的影神图讲得很清楚，原来点卯的鸡不在，披香殿的鸡成了新的昴日星官
这是现实
黑神话么，神佛不黑暗点，怎么黑
为什么是喝了水就怀上。。。
解读没有过度一说，本身就是思维的碰撞
讲个笑话：太上老君尊号“道德”天尊
你都玩原神了，那我只能顺从了
四个蝎太子就是孩子
其实从六六村目前只有四个属相就看出来了 三部曲 每一部四个属相 哈哈
说一套，做一套
求子观音？
毒敌比鸡哥难打多了
这是珲月魔君人物故事里写的。还有卯日星君相关故事都有直接间接的描述。
魂系列是魂一二三，狼是狼，环是环，猴是猴，别因为知名度和制作公司就用刻板影响去看
主要是当初的想法都在斗战神用完了，斗战神确实经典
还真不够黑，你去看看斗战神，那才算黑
中国游戏无敌
道教协会在干什么这都能忍
亢金龙女被洗脑恶堕，后面天天说同修大道
她说的难道不是和卯日星君的母亲相熟么
辅 转 正
这不就是生化危机四里面的普拉卡吗？
人体改造的前提，这是“人”体吗
哎 可惜版本T0打不到第四章 哈哈哈哈
《左手右臂》
虫仙，
《右手姑娘》
这么细
中国游戏无敌
佛道之争罢了
快出dlc我要打的他爆金丹，居然敢杀我四妹
人之脓
原神无敌
毒敌大王那个超级八连肘击深得曼巴之力
不得加拓展和黑神话2的二选一呀
额 人体不太准确吧  不如说 妖体实验？对神佛来说 这和我们搞动物实验有什么却别么
太上老君人体实验文化有限公司
车智澈doge
石敢当不会，哈哈，他甚至不打，甚至说你怎么回原形了
中国游戏不一定无敌，但黑神话无敌！
老君为什么要搞人体实验？
前面的吴承恩的西游记也是魔改混编版，西游记有更早的版本.
LGBT狂喜
子母河水不是只生女，男孩都被丢弃或者处理了，只是女儿国不留男丁
宫外孕
肯定得出DLC
王灵官百回合平手越大越好不行，撑到三十六雷将也没拿下猴子
和虫仙好像啊
夜叉族，说个别名就知道这个种族是干嘛的了，修罗族
一颗仙卵用来害昴日仙君了，变成了晦月魔君
天才
哥，你这口条说话我得看字幕。。
前面的，说太上老君是因为蜘蛛四妹的剧情，看了就懂了
真黑啊(大史音)
冰冰啊
中国游戏无敌！
黑呀，一二呀，黑一黑一二呀
