标题,Up主,URL链接,播放量,弹幕量,简介,点赞量,投币量,收藏量,分享量,分区,上传日期
【warma/怒九】我是一坨猫猫！,warma养鸽场,https://www.bilibili.com/video/BV1hqpKeHEmd,135.0万,1326,"游戏：CATO 黄油猫 （平台：steam）
只要胆够大，单人游戏也能把一个手柄拆开成两人一起玩！
游戏内游戏外，和好朋友一起冒险~",8.3万,1.4万,8.3万,2500,"['Cato 黄油猫', '游戏', '单机游戏', '独立游戏', '可爱', '猫', '单机游戏', '平台解谜', 'warma', 'steam', '沃玛', '怒九']",2024-09-06 18:00:00
炸裂！飞霄大战金闪闪！星穹铁道圣杯战争！,特效小哥studio,https://www.bilibili.com/video/BV1eoHZeiEHB,94.3万,1402,上次有兄弟说想看飞霄大战金闪闪，我们跨次元决斗系列，很快啊，啪的一下就整出来了，点赞超过10w，立刻在评论区挑选一对组合开做！啊啊啊啊啊啊我现在就要一觉睡到明年直接玩星铁fate版本啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,8.2万,7668,8.2万,3592,"['星穹铁道飞霄', '游戏', '手机游戏', '金闪闪', '特摄', '崩坏：星穹铁道', 'cos', 'Fate', '飞霄', '碧羽飞黄射天狼', '燃', '炸裂']",2024-09-07 17:00:00
拳拳到肉《战狼》，吴京巅峰之作，犯我中华者虽远必诛！,摩斯神探,https://www.bilibili.com/video/BV1JvHQetEU2,160.9万,1451,Not Found,8.0万,868,8.0万,275,"['人人都能聊影视', '影视', '影视杂谈', '吴京', '动作', '电影解说', '人人都能聊影视3.0']",2024-09-08 07:00:00
小时候奶奶照顾我，长大了我来照顾她,南猫meme日记,https://www.bilibili.com/video/BV11zpee9E9X,64.1万,462,-,13.3万,6.6万,13.3万,430,"['鬼畜', '鬼畜剧场', '猫meme', '猫meme日记', '猫meme剧场', '真实事件']",2024-09-08 11:48:55
一口气理解宇宙的11个维度！,宇宙壹号,https://www.bilibili.com/video/BV1tjHQezECn,95.1万,993,-,3.2万,3590,3.2万,918,"['知识', '科学科普', '科学', '宇宙', '科普']",2024-09-06 19:57:41
“那些豪庭又豪赤的神曲”,星辰Astral,https://www.bilibili.com/video/BV1ybH9euEz7,138.6万,604,-,7202,1038,7202,803,"['音乐分享官', '音乐', '乐评盘点', '洗脑', '歌单', 'BGM', '神曲', '迷你世界', '蛋生蛋', '音乐分享官暑期特别企划']",2024-09-06 23:17:32
最可怕的宣传家，他蛊惑了整个德国：戈培尔（上）【历史调研室58】,历史调研室,https://www.bilibili.com/video/BV1QYp4eyEyK,98.9万,1832,Not Found,4.1万,1.4万,4.1万,1953,"['知识', '人文历史', '人物', '二战', '德国', '历史', '一战']",2024-09-07 17:52:36
每组坚持五分啊   再也不会有多肉,武当袁慎锐,https://www.bilibili.com/video/BV16bHSeXEhp,96.5万,505,-,12.8万,1.0万,12.8万,8882,"['运动', '运动文化', '健身', '多肉', '塑形瘦身']",2024-09-06 14:55:22
18年引爆全国的阿瑞斯病毒!隐藏真结局竟如此离谱？！,日向源,https://www.bilibili.com/video/BV1kvpteAEmn,88.1万,1507,"是的，没错，2代游戏来了！
目前游戏的镇长篇DLC已经出了
后续13号要更新的尼奥篇DLC
据说在这篇DLC中会出现尼奥 琳 博登 K等诸多老角色
感兴趣的观众可以先行下载体验一波
等后续DLC出的差不多之后
再为大家带来更加完整详细的剧情解读",4.7万,1.4万,4.7万,1053,"['整点电子榨菜', '游戏', '手机游戏', '生存游戏', '童年回忆杀', '实况解说', '怀旧', '僵尸', '小游戏', '沙盒游戏', '日向源', '阿瑞斯病毒']",2024-09-07 18:00:00
黑神话悟空 第九期,鲤鱼Ace,https://www.bilibili.com/video/BV1yDp4eAELP,91.8万,2.3万,黑神话悟空 第九期,3.3万,1.4万,3.3万,399,"['整点电子榨菜', '游戏', '单机游戏', '搞笑', '黑神话悟空', '鲤鱼']",2024-09-07 17:04:46
只用三小时，AI换脸骗走了我妈一年的工资,滤镜粉碎机,https://www.bilibili.com/video/BV1jaHfekE18,125.9万,2521,一段15秒AI 换脸视频，三小时就骗走熊BoBo妈妈一年的收入，也有60%的受访者肉眼辨认不出AI换脸视频。现在的AI换脸新型诈骗有多逼真？,4.7万,1.3万,4.7万,2.7万,"['跟着UP主看世界', '资讯', '社会', '知识', 'AI', '高能', '生活', '热点', '安全', '资讯', '诈骗']",2024-09-07 12:03:11
每次和姐姐出门都被拷打！亲弟：我和学校女同学真不认识…【柴西西游记05】,超Carry的柴西,https://www.bilibili.com/video/BV1hpHZefEzp,106.9万,2755,-,4.8万,3.6万,4.8万,2897,"['我们的小城游记', '生活', '出行', '搞笑', '生活记录', '旅游', '摄影', 'vlog', '安踏冲锋衣', '安踏水壳冲锋衣', '安踏大地之壳', '爬山']",2024-09-07 17:00:01
以防你不知道虎先锋+寅虎的武魂融合技有多帅,三金不是淦,https://www.bilibili.com/video/BV1nBptecEaW,118.6万,898,最近下载了刷Boss的mod，发现有些BOSS之间的技能衔接起来真的帅,4.9万,1.5万,4.9万,1.2万,"['游戏', '网络游戏', '黑神话', '动作游戏', '虎先锋']",2024-09-07 16:19:52
鉴定网络热门联合国视频12：辟谣竟有挨骂风险（联合国打架/日本取消中国否决权/韩国申遗汉字/世卫组织证书）,小Q不是导盲犬,https://www.bilibili.com/video/BV1sKHXeKErd,171.7万,4491,之前看到有人说“小Q好久没做辟谣了”，主要是知名谣言都被辟得差不多了，平时我有时候看到谣言随手点点举报，有时候B站效率太高，我还没来得及做视频，谣言先没了。,11.3万,2.0万,11.3万,1467,"['网络热门鉴定', '知识', '社科·法律·心理', '联合国', '社会', '辟谣', '申遗', '国际法', '网络热门', '五常', '万物研究所·夏日探索计划']",2024-09-06 17:40:00
你成为了雷杰多的人间体 来到原生之初去教育土著P8,磷火动漫,https://www.bilibili.com/video/BV1uZHQerELp,199.6万,2979,你成为了雷杰多的人间体 来到原生之初去教育土著,1.9万,6391,1.9万,157,"['国创', '国产原创相关', '小说', '原创漫画', '雷杰多', '爽文推荐']",2024-09-06 17:12:25
整活！深夜偷偷把女友听的男声优语音换成我的…她又破防了！,盖里老哥,https://www.bilibili.com/video/BV1AgHXeYEeY,105.0万,2859,"点赞8w！！！
揭秘狗尿的故事！！！
感谢大家的支持！！！
都是我做下去的动力！！！
咖啡整活灵感来源于烦烦小邓《全自动红糖机》",6.5万,1.6万,6.5万,4105,"['随手记录我的生活碎片', '生活', '日常', '生活记录', '整蛊', '男朋友', '种草', '情侣', '恶作剧', '记录', '生活万花筒14.0-给生活的planB']",2024-09-08 12:30:00
换个风格,小鹿库库,https://www.bilibili.com/video/BV11bpteTEaG,78.5万,230,-,10.2万,4116,10.2万,1773,"['舞蹈', '颜值·网红舞', '舞蹈翻跳', '热舞']",2024-09-07 16:22:15
如何确保决策正确，每步都对，一个开挂的方法,西一昂叨叨版,https://www.bilibili.com/video/BV1r9HXeAEh7,127.0万,214,Not Found,11.8万,2054,11.8万,919,"['搞笑研究所', '生活', '搞笑', '决策', '方法', '成长', '搞笑研究所2024 5.0']",2024-09-06 23:40:07
【听觉盛宴】近期各大游戏抽象の小曲合集，全听过的这辈子有了！,Breeze微分,https://www.bilibili.com/video/BV1ULHQegEa9,102.1万,296,Not Found,7828,1026,7828,420,"['音乐分享官', '音乐', '乐评盘点', 'BGM', '听歌', '鬼畜', '游戏音乐', '游戏', '合集', '抽象', '听觉', '盛宴', '音乐分享官暑期特别企划']",2024-09-06 19:11:02
MC当你每天睡醒就变成新的生物！该怎么生存下去？！#我的世界,一个小立丶,https://www.bilibili.com/video/BV1r4pGepEYi,135.5万,184,MC当你每天睡醒就变成新的生物！该怎么生存下去？！#我的世界,5453,1657,5453,14,"['整点电子榨菜', '游戏', '单机游戏', '沙盒游戏', '我的世界', '实况解说', '搞笑', '像素风']",2024-09-06 17:00:00
“____の小曲” 全网超火神曲（第十一弹）,醉心日推音乐,https://www.bilibili.com/video/BV18mpgecE1D,170.3万,1282,“____の小曲” 全网超火神曲（第十一弹）,3.3万,8132,3.3万,296,"['电台新星征集令', '音乐', '电台', 'BGM', '神曲', '好听', '洗脑神曲', '宫格音乐', '全网爆火小曲', '小曲', '可视化音频', '抖音神曲', '电台新星征集令2.0']",2024-09-05 19:48:13
在上海16块只能吃份黄焖鸡，像我这样花却能买来一大盘的快乐,小岳来了24,https://www.bilibili.com/video/BV14Wpte6EdP,98.2万,1427,Not Found,5.6万,2.4万,5.6万,1513,"['打工人的快乐真的很简单', '美食', '美食记录', '美食vlog', '快乐心态', '出租屋记录生活', '打工人下班的快乐', '沪漂', '烟火气息']",2024-09-07 20:20:00
《雪松》概念PV＆实机演示,雪松,https://www.bilibili.com/video/BV14QpMeSEuD,229.3万,1486,"欢迎来到千禧年，人类迈向宇宙的第50周年！我们的车队要启程去兽耳族裔生活的外星球探险！
地球处在美好的黄金时代，世界大战的危机已经永远消除，层出不穷的新技术让生活变得眼花缭乱。摇篮中的酣睡已经足够甜美，何必遥望冰冷的星星？
不想被虚无的深渊吞没，何不向着动荡的远方出发？踏上通往宇宙的道路，造访异星的原野、聚落和山岗，率领可爱的战友们夺取胜利！
…而时代，也将再次前进！",3.4万,4431,3.4万,1.1万,"['游戏', '手机游戏', 'PV', '实机演示', '游戏', '新游', '手机游戏', '雪松', '首曝', '后朋克', '维克多崔', '血液型']",2024-09-07 12:00:45
输个7:0怎么了？,傅爹历险记,https://www.bilibili.com/video/BV1SVHQerE7p,272.4万,2395,Not Found,28.0万,2715,28.0万,4494,"['随手记录我的生活碎片', '生活', '日常', '父亲', '生活记录', '高能', '国足', '世界杯', '吐槽', '生活万花筒14.0-给生活的planB']",2024-09-06 19:11:08
85后家庭主夫的一天，希望没有卷到大家……｜原创动画｜我的爸爸是条龙,我的爸爸是条龙,https://www.bilibili.com/video/BV1uAHoe9EmB,129.9万,207,"记笔记：以后出门接龙妈记得给座椅降温。

实景+二维动画，求三连呀～～",7.5万,5875,7.5万,3337,"['B站小剧场', '影视', '小剧场', '家庭', '动画', '日常', '短片', '爱情', '成年人', '家庭主夫', 'B站剧情创作人2.0']",2024-09-07 09:06:01
一封献给败犬的情书！论动画中的败犬如何逆天改命！反败为胜！【瓶说动漫】,瓶子君152,https://www.bilibili.com/video/BV1Empae6EoP,49.9万,2975,点个关注再走哦~,5.5万,2.8万,5.5万,3802,"['秋日动漫杂谈大会', '动画', '动漫杂谈', '收藏这个秋天', '白色相簿2', '我的青春恋爱物语果然有问题', '新番', '搞笑', '恋爱', '动漫杂谈', '路人女主的养成方式', '五等分的花嫁', '败犬女主太多了']",2024-09-08 18:30:00
辛普森的救赎,拧不动啊真拧不动,https://www.bilibili.com/video/BV1ojpeezEvA,167.9万,281,-,2.9万,700,2.9万,138,"['整点电子榨菜', '游戏', '单机游戏', '辛普森一家', 'VR', '电子榨菜']",2024-09-08 12:42:57
这不是刮刮乐，这是刮刮哭啊…,_张天琪,https://www.bilibili.com/video/BV17WpBeHEih,52.9万,1370,-,8.0万,3.8万,8.0万,945,"['主打就一个宠粉', '生活', '搞笑', '生活记录', '刮刮乐']",2024-09-08 19:32:16
讲个笑话：坦克杀手,尴尬的铁根er,https://www.bilibili.com/video/BV1Ucp4eqEAi,146.6万,1376,Not Found,7.9万,1962,7.9万,526,"['游戏', '手机游戏', '娱乐', '搞笑', '白起', '电子竞技', '王者荣耀', 'MOBA']",2024-09-07 19:21:01
“狼：五巴掌扇碎我的狼王梦”,一般有趣_,https://www.bilibili.com/video/BV1LyHQenE5b,202.3万,207,-,20.4万,1413,20.4万,3335,"['鬼畜', '鬼畜调教', '原创', '新人', '鬼畜调教', '逗比', '洗脑循环', '鬼畜', '音MAD', '蜜汁带感', '小黑子']",2024-09-06 18:57:07
究极无敌难狗生存!当你开局只有「3滴血」!!?丨MITE打破一切 第七期,马里奥红叔,https://www.bilibili.com/video/BV1cjHReTEHn,89.2万,4247,"超级无敌难狗生存来了！！！
由于这个包难度很高！如果喜欢这个系列可以多多三连支持我们！点赞过15w加速摇人录制下一期！！！",11.8万,3.2万,11.8万,441,"['整点电子榨菜', '游戏', '单机游戏', '单机游戏', '沙盒游戏', '我的世界', '搞笑', 'MC', 'Minecraft', '沙雕', '生存挑战', '主播']",2024-09-07 08:00:00
简简单单冰山火锅#灵魂汁子浇给,敦煌老马-羊头,https://www.bilibili.com/video/BV1rJpMerEXx,139.8万,1859,-,13.5万,2806,13.5万,3035,"['美食', '美食侦探', '美食制作', '火锅', 'Vlog']",2024-09-06 17:10:00
泡面汤别扔啦！（方便面汤爆改鸡蛋糕）,理查不会降落,https://www.bilibili.com/video/BV1vTpteHEQr,195.4万,428,-,11.4万,1044,11.4万,563,"['自制融合创意菜', '美食', '美食记录', '开箱', '方便面', '试吃', '美食', '美食制作', '草料哥', '美食测评', 'Vlog', 'bilibili食界杯']",2024-09-07 17:35:42
只要功德够高，贡献够大，偷东西也无法被举报,磊哥游戏,https://www.bilibili.com/video/BV1Cup4ewEC6,96.1万,1279,只要功德够高，贡献够大，偷东西也无法被举报,8.3万,2821,8.3万,643,"['游戏', '手机游戏', '王者荣耀']",2024-09-07 18:53:58
蒙古国环境崩溃报告：从上到下一起榨干【地球知识局】,地球知识局,https://www.bilibili.com/video/BV1KKp4eNE8Y,99.9万,5854,"地球知识局——089
时间：20-21世纪
地点：蒙古国",4.9万,6670,4.9万,1366,"['万物研究所', '知识', '科学科普', '知识', '环境', '地理', '科普', '蒙古国', '污染', '矿产', '戈壁', '农牧业', '万物研究所·夏日探索计划']",2024-09-07 19:23:05
佩奇的巧克力蛋糕配方是真的？,雷磁炉,https://www.bilibili.com/video/BV1kbHQehENM,128.6万,81,Not Found,8383,1461,8383,51,"['bilibili食界杯', '美食', '美食制作', '美食制作', '蛋糕', '巧克力蛋糕', '动漫美食', '佩奇', '小猪佩奇']",2024-09-06 20:15:00
兄弟,宋云生-,https://www.bilibili.com/video/BV1UnptekEXG,86.3万,303,Not Found,10.1万,795,10.1万,836,"['搞笑研究所', '生活', '搞笑', '搞笑研究所2024 5.0']",2024-09-07 17:35:00
《死轮子快动起来啊》,伤心欲茄222,https://www.bilibili.com/video/BV18YpieiEDz,102.6万,693,-,13.5万,3022,13.5万,2972,"['搞笑研究所', '生活', '搞笑', '搞笑', '八嘎', '搞笑研究所2024 5.0']",2024-09-08 14:16:56
当我们豪取「最后的水晶」轻松通关？？！ 狂乱之境IV完结篇！,大炒面制造者Cen,https://www.bilibili.com/video/BV1RvphefEeP,44.3万,3722,"终于结束了 辛苦大家了
汉化：VM汉化组
汉化地址：https://www.bilibili.com/video/BV1eM4m1f78h",7.2万,2.3万,7.2万,284,"['我的世界还能这样玩', '游戏', '单机游戏', '搞笑', '沙盒游戏', '我的世界', '单机游戏', '地图', 'MC', '游戏', 'minecraft', '沙雕']",2024-09-08 08:00:00
被新员工打了。,何同学工作室,https://www.bilibili.com/video/BV11xH9e3EWr,62.3万,420,Not Found,10.6万,2778,10.6万,374,"['随手记录我的生活碎片', '生活', '日常', '何同学', '欢乐vlog', 'DIY幕后', '口香糖', '生活万花筒14.0-给生活的planB']",2024-09-07 12:00:00
《清风麒麟》别人穿越走上人生巅峰，你穿越成了小趴菜！,小清风漫谈,https://www.bilibili.com/video/BV1BkH9e8EY3,92.1万,127,Not Found,5474,1426,5474,10,"['UP！原创动画', '动画', '同人·手书', '手书', '原创动画', 'UP！原创动画3.0超时空高校季']",2024-09-06 21:25:47
明知屋有鬼，偏向鬼屋行！高分伪纪录恐怖片《墓地邂逅2》,虫子说电影,https://www.bilibili.com/video/BV15bp4eEEzq,40.6万,2681,《墓地邂逅》的续作，除了片尾最后用现实思考不合逻辑外，其余地方还算不错。起码把第一部中的很多坑给填上了！,4.4万,3446,4.4万,2525,"['我的压箱底恐怖故事', '影视', '影视杂谈', '恐怖', '恐怖片', '惊悚', '直播探灵', '伪纪录恐怖片', '墓地邂逅2', '精神病院', '墓地邂逅', '人人都能聊影视3.0']",2024-09-07 18:18:05
这朵莉亚到底是人是鬼？求鉴定，在线等,伟伴仙,https://www.bilibili.com/video/BV1sDpKekE9m,95.1万,105,Not Found,1.0万,3191,1.0万,111,"['游戏', '电子竞技', '王者荣耀', '朵莉亚']",2024-09-07 13:29:00
MC切尔诺贝利硬核生存，在满是辐射与变异生物的追杀下，我们能否清除这片腐化之地？,不鸽的星官酱,https://www.bilibili.com/video/BV1EvHQe4E6n,68.2万,248,"整合包为【切尔诺贝利】，完结后发布整合包与地图
合作伙伴",1.6万,2207,1.6万,122,"['游戏', '单机游戏', '生存', '硬核', '实况解说', '我的世界', '游戏实况', '沙盒游戏', 'Minecraft', '团队合作', '切尔诺贝利', '像素风']",2024-09-06 18:55:22
