标题,Up主,URL链接,播放量,弹幕量,简介,点赞量,投币量,收藏量,分享量,分区,上传日期
【我的幽灵女友官方】#89 鲍勃的鼓励,dsand00,https://www.bilibili.com/video/BV1PTHXevEFZ,160.1万,386,*请不要转载我的视频，中文版在陆续制作中,18.2万,3182,18.2万,1616,"['UP！原创动画', '动画', '同人·手书', '原创动画', '浪漫', '动画', '惊悚', '我的幽灵女友', 'dsand', 'UP！原创动画3.0超时空高校季']",2024-09-06 17:37:11
来自历届学长的传承,阿廖沙别害怕_,https://www.bilibili.com/video/BV1vkHQeQEBi,107.9万,118,-,14.4万,484,14.4万,203,"['开学的狠人行为', '生活', '搞笑', '生活记录', '帅哥', '校园', '动感潮玩迎新会']",2024-09-06 18:45:58
《 地 府 最 强 销 冠 》—第一季完结篇,芦苇十三少,https://www.bilibili.com/video/BV1FtHme2ELa,107.7万,506,"番剧更新啦！！第一集BV1gc411Q76P第二集BV1Wc411r7ZN第三集BV1oQ4y157Tn第四集BV1qJ4m1b7mV第五集BV1C1421f7a7第六集BV15D4217772第七集BV1Xf421o7N1全新的故事！希望大家能够喜欢！！
喜欢的话就给十三点个赞投个币吧！！这样我就更有动力更新第二季啦！！",3.5万,3.1万,3.5万,210,"['UP！原创动画', '动画', '同人·手书', '日常', '游戏', '生活', '一拳超人', '原创动画', '搞笑', '国产动画', '地府', '哔哩哔哩', 'UP！原创动画3.0超时空高校季']",2024-09-06 11:32:57
冰岛下地笼能抓到什么？6斤比目鱼满肚鱼籽，偶遇巨型鲸鱼,Yooupi食途,https://www.bilibili.com/video/BV1nxHfe2E6a,84.3万,1.1万,"冰岛下地笼能抓到什么？6斤比目鱼满肚鱼籽，偶遇巨型鲸鱼！
今天Yooupi来到了冰岛北部峡湾，这里渔业发达，同时也是著名的观鲸胜地。在冰岛海里放下设置诱饵的3个笼子，等待一天能抓起来什么海鲜？期间乘船出海近距离观鲸，运气爆炸遇到了巨大座头鲸，场面震撼！收笼子后把收获的海鲜黄油香煎，鲜味浓郁。冰岛，不虚此行！
更多有趣海外视频，记得关注Yooupi，每周六更新。",6.7万,3.6万,6.7万,1328,"['秋收九月·美食团圆会', '美食', '田园美食', '鲸鱼', '爆笑', '冰岛', '海鲜', '赶海', '三农', '户外', '地笼', '田园美食', '秋日美食吃喝大赏']",2024-09-07 16:00:00
赤髯龙VS亢金龙！我们举办了一场黑神话BOSS斗法大会！#4,肥格Fager,https://www.bilibili.com/video/BV1NSHReyE9k,91.4万,4536,"一定一定一定要看到最后哦！
下期还想看谁打谁，评论区告诉我！
感谢",7.1万,2.3万,7.1万,5791,"['黑神话天命人来也', '游戏', '单机游戏', '搞笑', '单机游戏', '娱乐', 'ARPG', '游戏', '黑神话悟空', '黑神话', '电子斗蛐蛐BVB', '游戏鉴赏家', '《黑神话：悟空》8.20 直面天命']",2024-09-07 12:00:00
“狼：五巴掌扇碎我的狼王梦”,一般有趣_,https://www.bilibili.com/video/BV1LyHQenE5b,177.0万,175,-,17.9万,1170,17.9万,2912,"['鬼畜', '鬼畜调教', '鬼畜', '逗比', '鬼畜调教', '新人', '洗脑循环', '原创', '音MAD', '小黑子', '蜜汁带感']",2024-09-06 18:57:07
听我解释，石雕真的可以发光,三石二不会雕刻,https://www.bilibili.com/video/BV1GkpgevE8U,79.1万,573,解释一下为什么石雕可以那么炫，这就是一种神奇的矿物罢了，颗粒粗杂质多，本不适合雕刻，只是刚好可以比较还原pv里的紧箍，我才雕刻的,21.2万,6060,21.2万,5476,"['手工吃谷日常', '生活', '手工', '黑神话悟空', '黑神话二创', '黑神话主题曲', '黑神话紧箍', '黑神话金箍', '必剪创作', '哔哩谷研所2.0']",2024-09-05 19:58:18
用修正带画一幅光影分离画，同时呈现两种形态，星穹铁道飞霄,风雪阿虎,https://www.bilibili.com/video/BV1htpeewE7U,82.0万,383,-,14.9万,1.3万,14.9万,4976,"['星穹铁道飞霄', '生活', '绘画', '光影', '绘画', '手绘', '原创', '创意', '星穹铁道', '艺术', '飞霄']",2024-09-08 11:13:15
BAEKHYUN 'Pineapple Slice' MV,INB100_official,https://www.bilibili.com/video/BV1uPpMeXEay,32.3万,6463,"'Hello, World - The 4th Mini Album'
2024.09.06 6PM (KST)",4.4万,4.4万,4.4万,1.3万,"['音乐', 'MV', 'BAEKHYUN', '边伯贤', 'PineappleSlice', '백현', 'HelloWorld']",2024-09-06 17:00:00
炸裂……这是官方做出来的台风安全提醒？,海口警方,https://www.bilibili.com/video/BV1ezHmeMEzY,76.3万,842,Not Found,16.4万,7245,16.4万,7138,"['鬼畜星探企划', '鬼畜', '鬼畜调教', '鬼畜素材', '高能', '搞笑', '鬼畜', '抽象']",2024-09-06 12:09:11
侠客红尘：为了和闺蜜出去喝酒，竟用酒瓶子冒充翡翠手镯！,侠客红尘,https://www.bilibili.com/video/BV1aNHSeuEdT,502.9万,5,Not Found,2621,853,2621,13,"['B站剧情创作人', '影视', '小剧场', 'B站剧情创作人2.0']",2024-09-06 16:33:07
你把白球还给我！！！,鑫哥影响一代人台球,https://www.bilibili.com/video/BV1HWHmeEEFN,193.2万,352,它抢我白球！,14.7万,3005,14.7万,3091,"['运动', '竞技体育', '台球', '台球教学', '第一视角打台球', '桌球']",2024-09-06 11:27:23
【MrBeast首发】男人对女人挑战50万美元荒野求生,MrBeast官方账号,https://www.bilibili.com/video/BV1TMpheEErC,99.2万,5866,兄弟们来了～全网同步首发！记得关注看全球首发哦,5.0万,3824,5.0万,925,"['整活儿还得看歪果仁', '生活', '日常', '生活', '歪果仁', '荒野求生', '娱乐', '挑战', '野外', '野兽先生', '整活', 'Mrbeast', '跨文化研究小会4.0']",2024-09-08 03:30:09
又 在 原 唱 面 前 整 活 ？,Jiaber吴伯滔,https://www.bilibili.com/video/BV1hepPe1ESe,176.4万,1018,又整活整到原唱面前去了嘻嘻！,22.6万,5148,22.6万,1650,"['一起来看live', '音乐', '音乐现场', '翻唱', '欧若拉', 'cure for me', '北欧小精灵', '酷儿', '热门歌曲', '土鸡蛋', '玛卡巴卡', 'Aurora']",2024-09-05 12:00:00
【毕导】超高速20000帧！识破响水不开，开水不响的秘密！,毕导,https://www.bilibili.com/video/BV1VFpgePE6U,95.2万,2996,"烧水未满时喧，满时则静，人又何尝不是如此。

你还可以看看： 
为什么冷水和热水听着不一样？BV1GH4y1p7vE看了这个视频，你会释怀你倒霉的一生BV1PE421w7jL打个赌，你从没拉出过这种形状的便便BV144421D7dE打个赌，你说不出第二种蓝色的水果！BV1mT421Y7mE右手是你生活在三维空间的铁证BV1sw4m1D79p这个视频里说的都是真的，但你却永远无法证明BV19u4y1D7GT你会点进这个视频，并一脸懵逼地出去，而这一切已被物理规律注定了BV1ha4y157tg",8.5万,2.7万,8.5万,1929,"['万物研究所', '知识', '科学科普', '科普', '高速摄影', '科学', '物理', '空化', '开水不响', '响水不开', '小学二年级', '万物研究所·夏日探索计划']",2024-09-06 12:00:00
“那些豪庭又豪赤的神曲”,星辰Astral,https://www.bilibili.com/video/BV1ybH9euEz7,117.9万,528,-,6028,853,6028,476,"['音乐分享官', '音乐', '乐评盘点', '神曲', '洗脑', 'BGM', '歌单', '迷你世界', '蛋生蛋', '音乐分享官暑期特别企划']",2024-09-06 23:17:32
“需要和学长学姐打好关系吗”,碎嘴企鹅,https://www.bilibili.com/video/BV1i5p3ekEm1,110.6万,935,我太喜欢这种可爱的问题了。,20.2万,4725,20.2万,3799,"['开学的狠人行为', '生活', '搞笑', '大学', '学长', '搞笑', '帅哥', '校园', '吐槽', '动感潮玩迎新会', '段子', '室友', '大学生']",2024-09-05 18:50:32
《静夜灯》，无敌了！,修破赖,https://www.bilibili.com/video/BV14cp4eqE2Q,153.4万,768,-,12.3万,2176,12.3万,3.7万,"['科技', '极客DIY', 'DIY', '黑科技']",2024-09-07 19:13:00
MC当你每天睡醒就变成新的生物！该怎么生存下去？！#我的世界,一个小立丶,https://www.bilibili.com/video/BV1r4pGepEYi,116.4万,129,MC当你每天睡醒就变成新的生物！该怎么生存下去？！#我的世界,4832,1422,4832,12,"['整点电子榨菜', '游戏', '单机游戏', '沙盒游戏', '我的世界', '实况解说', '搞笑', '像素风']",2024-09-06 17:00:00
这是军训上可以看到的表演吗？ |,NAIXI酒,https://www.bilibili.com/video/BV132HSe3ECC,273.9万,298,-,15.3万,1301,15.3万,1619,"['上海视觉艺术学院', '舞蹈', '明星舞蹈', '爵士', '大学', '晚会', '大学生', '军训', '表演']",2024-09-06 14:59:54
享饮,文武俩兄弟,https://www.bilibili.com/video/BV1YSpqeyEoe,65.1万,2228,-,12.3万,2.9万,12.3万,3753,"['生活这件小事', '生活', '日常', '酒', '文喝武喝', '擦大哥', '极饮者', '八饮', '记录', '寡人', '喝酒', '生活万花筒14.0-给生活的planB']",2024-09-08 20:25:07
鬼：就这么把我提起来了？？,盒子酸奶,https://www.bilibili.com/video/BV17WpKewE9T,93.8万,1137,"相关游戏：Urayama | ウラヤマ
最近确实没什么剧情特别好的恐游，只能先做点神金游戏了，等我快快的找找素材，一定还会做那种类型的~
喜欢的话记得三连关注，感激不尽！
三连速度=更新速度！！",3.4万,3960,3.4万,131,"['整点电子榨菜', '游戏', '单机游戏', '惊悚', '单机游戏', '日常', '恐怖游戏', '高能', '搞笑', '娱乐', '恐怖', '神经']",2024-09-06 17:30:00
本瞌学历,-维C动物园-,https://www.bilibili.com/video/BV1N4HheGEsM,380.6万,3991,部分音频来自,32.7万,2.5万,32.7万,2.3万,"['动物圈', '野生动物', '狐獴']",2024-09-04 12:54:57
老师....你投屏没关,逗比的雀巢,https://www.bilibili.com/video/BV19r421K7ST,1268.1万,1.8万,"好喜欢模拟恐怖啊 就做了一期 但又不敢做的太恐怖。
我很久之前就在想，我生活中遇到的那些否定，那些贬低和不如意真的是我的问题么？
我的人生真的应该按照别人的想法来进行么？
我现在觉得应该不是的
社会把我们塑造成了我们不想成为的样子，我们无法决定去做我们喜欢的事。我们害怕群体的目光，家里人的指责，老师的期待。但这些不是你的问题，你生下来的目的 是过好你自己的人生。
希望大家都可以活出不一样的生活",105.8万,67.2万,105.8万,7.7万,"['原神UP主激励计划', '生活', '搞笑', '恐怖', '娱乐', '搞笑', '开学', '搞笑视频', '恶搞视频', '哥布林', '原神', '伪人', '原神5.0UP主激励计划']",2024-08-31 17:30:42
兄弟刚到基地，就遭遇包围，紧急拿包转移,跑酷却不酷呀,https://www.bilibili.com/video/BV119pMeEEsQ,276.8万,5,-,3246,755,3246,14,"['运动', '竞技体育', '高能', '兄弟', '跑酷', '极限运动', '小干一票', '第一人称视角', '基地', '真人cs']",2024-09-05 15:03:53
当别的男人对你的女朋友好,真子日记,https://www.bilibili.com/video/BV1BSHZe3EXS,107.7万,4291,Not Found,10.0万,3969,10.0万,2008,"['搞笑研究所', '生活', '搞笑', '搞笑研究所2024 5.0']",2024-09-08 12:00:00
如何确保决策正确，每步都对，一个开挂的方法,西一昂叨叨版,https://www.bilibili.com/video/BV1r9HXeAEh7,121.1万,198,Not Found,11.0万,1845,11.0万,850,"['搞笑研究所', '生活', '搞笑', '决策', '方法', '成长', '搞笑研究所2024 5.0']",2024-09-06 23:40:07
【玛拉妮】⚡你能忍受嘟嘟嘟的洗脑么⚡汪⚡,莉可Kurisu,https://www.bilibili.com/video/BV1KfHSeAEv4,42.0万,1026,"汪汪汪！！！
我就是玛拉妮小姐的狗Σ_(꒪ཀ꒪」∠)_

BGM：BIGPP-Laxed
Model：miHoYo/观海子
Motion：破碎面具/JohnyL/Krafton
表情包绘制：甜厨子爱做饭",16.0万,2149,16.0万,2015,"['原神玛拉妮二创', '鬼畜', '鬼畜调教', '洗脑循环', '二次元鬼畜', '可莉', '玛拉妮', '蜜汁带感', '米哈游', '原神', '原神高能团', '原神5.0', '原神5.0UP主激励计划']",2024-09-06 18:00:00
《重返未来：1999》2024箱中巡游·2.2版本PV：忧郁的热带,重返未来1999,https://www.bilibili.com/video/BV1qw4m167TH,99.1万,5849,"滚烫的日照在额头灼烧，汗水不住流下。
这片土地的夏日是如此地漫长、难以招架，正如盘踞其上的苦难与流血纷争。
暴力在这里并非解决纠纷的手段，而是一种习惯。

但无论如何，骰子已经掷出。
欢迎前往圣保罗！

《重返未来：1999》【忧郁的热带】版本将于9月19日开幕，敬请期待。
bilibili服下载：https://www.biligame.com/detail/?id=107530",4.6万,1.3万,4.6万,1.1万,"['游戏', '手机游戏', '游戏', '手机游戏', '手游', 'PV', '重返未来：1999', '深蓝互动', '重返未来2.2新主线', '2024箱中巡游', '重返未来忧郁的热带', '重返未来1999']",2024-09-06 20:35:00
从此这条路除了他自己，再也没有学生受伤。,小熊的猫meme日常,https://www.bilibili.com/video/BV1Zvpce7ESX,179.9万,4150,-,47.8万,3.1万,47.8万,1486,"['猫meme小剧场', '动画', 'MAD·AMV', '动画短片', '猫meme', '猫meme日常', '猫meme剧场', '平凡英雄']",2024-09-04 22:41:21
【听觉盛宴】近期各大游戏抽象の小曲合集，全听过的这辈子有了！,Breeze微分,https://www.bilibili.com/video/BV1ULHQegEa9,84.8万,269,Not Found,6883,839,6883,364,"['音乐分享官', '音乐', '乐评盘点', '鬼畜', 'BGM', '听歌', '游戏音乐', '游戏', '盛宴', '抽象', '合集', '听觉', '音乐分享官暑期特别企划']",2024-09-06 19:11:02
自费超2万，6个月调查搜证，1小时9分钟，我做了这堂所有人必看的性教育和防性侵课程！【超3万字深度解析】,王小七Fire,https://www.bilibili.com/video/BV1kEpMeGEps,63.2万,3328,-,7.2万,6.5万,7.2万,5441,"['知识', '社科·法律·心理', '科普', '社会', '人文', '女性', '中国', '性教育', '男性', '防性侵', '深度解析']",2024-09-05 18:00:49
大悦：很感谢我的下头室友们，让我显得不是那么下头~,我是刘大悦le,https://www.bilibili.com/video/BV16gpweWEf9,202.3万,635,Not Found,9.2万,926,9.2万,1646,"['搞笑小剧场开演了', '影视', '小剧场', '剧情', '搞笑', '原创', 'B站剧情创作人2.0']",2024-09-07 18:00:00
恐怖老奶《最高难度 一命速通》,虾仁不眨眼-游戏直播,https://www.bilibili.com/video/BV1yVpMe1END,191.7万,2979,来了宝贝,20.1万,4398,20.1万,4775,"['游戏', '单机游戏', '恐怖游戏', '单机游戏', '来了宝贝', '速通', 'steam游戏', '恐怖奶奶', '整活']",2024-09-05 17:54:52
《真正の出海打鱼》,伤心欲茄222,https://www.bilibili.com/video/BV1g9HQe5EAA,96.1万,1176,-,14.1万,3210,14.1万,1821,"['淘宝秒杀真香', '生活', '搞笑', '搞笑', '八嘎']",2024-09-06 19:00:00
只用三小时，AI换脸骗走了我妈一年的工资,滤镜粉碎机,https://www.bilibili.com/video/BV1jaHfekE18,110.0万,2225,一段15秒AI 换脸视频，三小时就骗走熊BoBo妈妈一年的收入，也有60%的受访者肉眼辨认不出AI换脸视频。现在的AI换脸新型诈骗有多逼真？,4.1万,1.1万,4.1万,2.3万,"['跟着UP主看世界', '资讯', '社会', '知识', '生活', '高能', 'AI', '诈骗', '资讯', '安全', '热点']",2024-09-07 12:03:11
换个风格,小鹿库库,https://www.bilibili.com/video/BV11bpteTEaG,76.6万,227,-,10.1万,3986,10.1万,1728,"['舞蹈', '颜值·网红舞', '热舞', '舞蹈翻跳']",2024-09-07 16:22:15
一起来学痞帅痞帅的巴郎仔呀～,兔瑞克,https://www.bilibili.com/video/BV1qQpuezEFp,69.5万,352,-,14.7万,4681,14.7万,2720,"['夏日国风舞挑战', '舞蹈', '国风舞蹈', '即兴舞蹈', '民族舞', '新疆舞', '舞蹈热点情报站4.0']",2024-09-05 22:15:59
五名工人被吸入海底石油管道，绝望之下展开自救，帕里亚管道事件,神秘园SMY,https://www.bilibili.com/video/BV1jBHSe2ELV,86.0万,2390,2022年2月25日，在中美洲的加勒比海岛国特立尼达和多巴哥，五名工人正在维修海底石油管道，结果发生意外，5人全被吸入海底石油管道，但外界的人对此还不知情，绝望之下他们决定展开自救。,6.8万,941,6.8万,819,"['人人都能聊影视', '影视', '影视杂谈', '求生', '帕里亚', '工人被困油管', '事故', '海底', '救援', '真实事件', '管道', '石油', '人人都能聊影视3.0']",2024-09-06 15:34:11
