标题,Up主,URL链接,播放量,弹幕量,简介,点赞量,投币量,收藏量,分享量,分区,上传日期
假市长去县里考察，遇到的事刷新三观，老电影太讽刺了！《江城奇事》,浮生说剧,https://www.bilibili.com/video/BV1iy411e7dY,795.7万,4524,电影：《江城奇事》,19.8万,5739,19.8万,2079,"['新剧好剧一起看', '影视', '影视杂谈', '电影解说', '经典电影', '电影剪辑', '电影', '影评杂谈', '老电影', '奇事', '江城', '人人都能聊影视3.0']",2024-08-20 09:30:00
如何错过两次金星奖章？【小约翰】,小约翰可汗,https://www.bilibili.com/video/BV1h1421t7Fc,249.5万,2.4万,本篇为小约翰之亚历山大·法丁。,20.1万,9.8万,20.1万,5493,"['坦克世界周年庆2024', '知识', '人文历史', '人文', '坦克', '苏联', '坦克世界', '德国', '战争', '知识', '历史', '世界史']",2024-08-20 11:11:05
《黑神话：悟空》全流程、剧情讲解梳理、4K最高画质攻略！【第一回：火照黑云】01,紫雨carol,https://www.bilibili.com/video/BV17Z421K7ib,506.4万,2.7万,本次攻略的视频制作思路和法环相似，但在解说方面除了必备的攻略讲解以外，我还会结合《西游记》原著来讲解和分析剧情。由于目前游戏刚刚发售，查不到任何资料，而游戏的隐藏要素又很多，我一个人能力有限，如有遗漏，请大家多多包涵，也欢迎大家在评论区留言指正，查漏补缺。,14.8万,8.2万,14.8万,3.8万,"['黑神话悟空攻略在此', '游戏', '单机游戏', '国产游戏', '西游记', '孙悟空', '紫雨', '黑神话悟空', '黑神话', '紫雨carol', '游戏科学', '黑神话攻略']",2024-08-20 10:00:00
【黑神话：悟空】4K 最高画质 全收集 全剧情流程通关攻略 西游背景动作角色扮演游戏 首款国产3A大作,11的游戏世界,https://www.bilibili.com/video/BV1AE4m1d7XT,383.8万,4.1万,游戏名：《黑神话：悟空》 是一款以中国神话为背景的动作角色扮演游戏。你将扮演一位“天命人”，为了探寻昔日传说的真相，踏上一条充满危险与惊奇的西游之路。,11.6万,7.8万,11.6万,3.2万,"['黑神话悟空攻略&黑神话悟空日常', '游戏', '单机游戏', '国产游戏', '孙悟空', '西游记', 'ARPG', '主机游戏', '黑神话悟空', '黑神话', '动作游戏', '游戏科学']",2024-08-20 10:56:03
原著中孙悟空为何输给二郎神？（玩黑神话前补一下原著）,大蜡烛,https://www.bilibili.com/video/BV1e4421Z7je,227.2万,1.0万,西游记,16.8万,9.0万,16.8万,9284,"['黑神话悟空视频创作', '知识', '人文历史', '西游记', '游戏', '单机游戏', '读书', 'steam', '黑神话悟空', '黑神话']",2024-08-20 20:24:44
2400元“应急求生食品”！重达90斤！里面都有啥？,穿毛裤的小拉泽,https://www.bilibili.com/video/BV1N4421f75Q,464.7万,7847,食测评千人千味，口味仅代表我个人，仅供大家参考！注：封神榜>名士榜>凡人榜>妖魔榜,9.7万,2.9万,9.7万,1474,"['炎炎夏日·美食解暑气', '美食', '美食测评', '荒野求生', '单兵口粮', '军粮', '末日求生', '罐头', '军粮试吃', '军粮开箱', '空投箱', '应急食品']",2024-08-20 16:50:00
黑神话：悟空  4K全流程,籽岷,https://www.bilibili.com/video/BV1Jx4y14798,335.3万,3.7万,https://store.steampowered.com/app/2358720,15.8万,5.6万,15.8万,1.9万,"['推荐宝藏游戏', '游戏', '单机游戏', '悟空', '全流程', '单机游戏', '西游记', '4K', '籽岷', '孙悟空', '黑神话', '动作游戏']",2024-08-20 10:00:00
华裔女生深夜撞死8名青少年，却有150万人为她喊冤？,报姐唠唠,https://www.bilibili.com/video/BV11U411U7Yo,204.3万,5147,Not Found,23.1万,6821,23.1万,2756,"['社会洞察计划', '知识', '人文历史', '犯罪', '社会', '故事', '案件', '法官', '判决', '请回答这个时代3.0']",2024-08-20 18:44:41
怪物唾液让人永葆青春，黑神话悟空的剧情有多离谱！,司寇眈眈,https://www.bilibili.com/video/BV1RW42197C8,174.9万,2439,怪物唾液让人永葆青春，黑神话悟空的剧情有多离谱！,22.2万,1189,22.2万,2389,"['游戏', '单机游戏', '主机游戏', '单机', '黑神话悟空', 'steam游戏', '司寇眈眈']",2024-08-21 02:33:24
看看你们的早餐,脱缰凯Kk,https://www.bilibili.com/video/BV1zH4y1c7Bo,227.9万,4982,-,24.0万,7981,24.0万,1426,"['B站小剧场', '影视', '小剧场', '生活', '校园', '搞笑', '原创', '日常', '艺术', '学生', 'B站剧情创作人2.0']",2024-08-21 17:33:27
【王老菊】黑神话悟空01：好的开始,怕上火暴王老菊,https://www.bilibili.com/video/BV1Uy411e7DW,136.1万,4.4万,不错不错！,9.7万,10.2万,9.7万,1.0万,"['游戏', '单机游戏', '黑神话']",2024-08-20 22:53:09
《崩坏：星穹铁道》Gamescom参展视频——「罗浮评书•新章速递」,崩坏星穹铁道,https://www.bilibili.com/video/BV1o4421Z7q4,149.9万,4875,"「说起这天击将军，以她为原型的传奇故事，在曜青街头巷尾可是长盛不衰。那位客官问了：总听她一人的传奇，不会听腻吗？嘿，那列位可小瞧了她创造传奇的速度——请听！」
 
中文CV：
桂乃芬——小敢
素裳——陈婷婷
藿藿——葛子瑞
西衍先生——关帅
飞霄——叶知秋
帕姆——蒋丽
Archer——吴磊
 
日文CV：
桂乃芬——直田姫奈
素裳——福圆美里
藿藿——长绳麻理亚
西衍先生——比嘉良介
飞霄——小松未可子
帕姆——长泽美树
Archer——诹访部顺一
 
英文CV：
桂乃芬——Morgan Lauré
素裳——Anjali Kunapaneni
藿藿——Megan Shipman
西衍先生——Ernesto Jason Liebrecht
飞霄——Anairis Quinones
帕姆——长泽美树
Archer——诹访部顺一
 
韩文CV：
桂乃芬——김수영
素裳——박시윤
藿藿——김채린
西衍先生——김혜성
飞霄——손정민
帕姆——长泽美树
Archer——诹访部顺一",15.1万,3.0万,15.1万,3.0万,"['游戏', '手机游戏', '崩坏：星穹铁道', '崩坏星穹铁道', '米哈游', 'Gamescom', 'miHoYo']",2024-08-21 12:00:00
黑神话创下历史记录，海外网民：谢谢大圣横扫假新闻,波士顿圆脸,https://www.bilibili.com/video/BV1H2421Z7Ls,164.1万,2.1万,Not Found,15.8万,4.3万,15.8万,5345,"['黑神话天命人来也', '资讯', '环球', '文化', '游戏', '黑神话悟空', '政治正确', '《黑神话：悟空》8.20 直面天命']",2024-08-21 19:13:35
黑神话悟空幕后的艰难创业,商业小纸条,https://www.bilibili.com/video/BV131421t7Bj,86.2万,3323,Not Found,14.5万,5.6万,14.5万,7374,"['知识', '财经商业', '创业', '幕后', '80后', '黑神话悟空', '赚钱']",2024-08-21 01:31:54
首发拆解《黑神话悟空》数据！揭秘玩家看不到的内容,离谱的东仔,https://www.bilibili.com/video/BV1sH4y1c7Tw,348.0万,4320,感谢我的好哥们,15.4万,4105,15.4万,1.0万,"['黑神话天命人来也', '游戏', '单机游戏', '游戏杂谈', 'ARPG', '单机游戏', '游戏解说', '黑神话悟空', '黑神话', '动作游戏', 'steam游戏', '《黑神话：悟空》8.20 直面天命']",2024-08-20 14:59:16
为什么“功成必在悟空”，因为我们要再闹一次天宫！,麻薯波比呀,https://www.bilibili.com/video/BV1CZ421T7kD,112.3万,1.1万,为什么“功成必在悟空”，因为我们要再闹一次天宫！,11.6万,8.0万,11.6万,7128,"['热议黑神话悟空', '知识', '社科·法律·心理', '齐天大圣', '漫威', '西游记', '三国演义', '黑神话悟空', '国产3a', '共产主义', '文化自信', '人类命运共同体']",2024-08-20 17:48:06
这灵吉菩萨显出真身也太有压迫感了,不正经的羔羊,https://www.bilibili.com/video/BV12Z421N7RH,312.3万,1341,Not Found,24.2万,881,24.2万,1764,"['黑神话悟空实况', '游戏', '单机游戏', '黑神话悟空']",2024-08-20 22:32:34
【才浅手工】一斤黄金打造黑神话金箍，竟悟出宇宙真理？！,才疏学浅的才浅,https://www.bilibili.com/video/BV1xm42137M5,110.5万,2430,期待很久的黑神话终于出来了，没有抢到实体典藏版，索性自己做一个金箍。尝试加点解说，黄金存货真的没了，最近应该不会做黄金的作品了，喜欢的话一定要三连支持一下！！,14.2万,5.6万,14.2万,4946,"['黑神话天命人来也', '游戏', '单机游戏', '手工', '单机游戏', '传统文化', '宇宙', '西游记', '黑神话悟空', '动作游戏', '非遗', 'diy', '《黑神话：悟空》8.20 直面天命']",2024-08-20 14:59:49
那些年买过的宿舍小零食！,谭井同学,https://www.bilibili.com/video/BV1KKWWehEzQ,414.4万,226,Not Found,1.6万,3870,1.6万,119,"['美食', '美食测评', '测评', '零食', '吃货']",2024-08-20 17:17:02
把柠檬切开埋进土里会发生什么？想不到柠檬树这么好种植！,种植记,https://www.bilibili.com/video/BV18w4m1k7rV,298.3万,1522,千万别把柠檬切开埋在土里，不然他就会...,16.3万,3019,16.3万,1366,"['三农繁星计划', '生活', '三农', '生活', '柠檬', '分享', '扦插', '记录', '盆栽', '三农', '高压繁殖', '种植小技巧', '三农繁星计划19.0 暑期回村奇遇记']",2024-08-21 20:30:00
14岁老弟  400块钱预算玩黑悟空  我该如何安排,DIY二手电脑,https://www.bilibili.com/video/BV1dw4m1r7Vs,249.2万,5479,-,17.7万,6497,17.7万,3.7万,"['科技', '数码', 'DIY', '悟空', '黑悟空主机', '捡垃圾', '主机', '二手电脑', '图拉丁', '预算', '电脑装机', '垃圾佬']",2024-08-20 01:46:43
极致还原！真人版黑神话悟空！这一次，终于可以扮演我们自己的英雄了！,剑客范十三,https://www.bilibili.com/video/BV1Qf421q7pM,113.5万,1439,-,19.3万,5.6万,19.3万,4046,"['黑神话天命人来也', '运动', '运动综合', '4K', '正能量', '梦想', '黑神话悟空', '武侠梦']",2024-08-19 17:17:50
帮你找到《黑神话悟空》全部Boss：小西天篇,八岐七星,https://www.bilibili.com/video/BV1f2W4efERc,307.8万,6268,帮助你找到《黑神话：悟空》的所有Boss敌人，本期为第三章小西天篇。,5.5万,2.9万,5.5万,1.4万,"['黑神话悟空攻略在此', '游戏', '单机游戏', 'ARPG', '单机游戏', '主机游戏', 'steam', '黑神话悟空', '黑神话', 'PS5', '动作游戏', '黑悟空', '《黑神话：悟空》8.20 直面天命']",2024-08-21 01:21:35
可以留步吗,歪罣_,https://www.bilibili.com/video/BV11xpUefE7X,200.0万,1.2万,"依旧是一人的生日
希望每个人都能开心快乐",27.7万,1.3万,27.7万,291,"['游戏', '网络游戏', '沙盒游戏', '我的世界', 'MC', '像素风']",2024-08-20 00:35:38
老戴《黑神话 悟空》01 序章 【全流程攻略解说】,老戴在此,https://www.bilibili.com/video/BV1iy411i7ab,342.5万,1.4万,见证历史,9.3万,5.3万,9.3万,2.9万,"['黑神话悟空攻略在此', '游戏', '单机游戏', '老戴在此', '解说', '全收集', '攻略', '黑神话悟空', '流程', '全BOSS']",2024-08-20 10:00:00
历史的缔造者！火影首位7000万战力玩家诞生！我们的故事永远不会结束！,鬼叔黍,https://www.bilibili.com/video/BV1Gz421i7gF,160.7万,2.8万,-,13.4万,6.2万,13.4万,5731,"['游戏暑期狂欢节', '游戏', '手机游戏', '直播', '手游', '鬼叔黍', '主播', '战力', '火影', '火影忍者手游', '2024游戏暑期狂欢节']",2024-08-20 09:00:31
【黑神话】版本最强流派！棍花竟成为版本之子！爽游模式启动,星漓ovo,https://www.bilibili.com/video/BV1s7WteBEmp,273.2万,1170,-,13.1万,1.1万,13.1万,4.1万,"['黑神话悟空攻略在此', '游戏', '单机游戏', '孙悟空', 'steam', '黑神话', '教程攻略', '黑神话攻略', '《黑神话：悟空》8.20 直面天命', '黑神话天命人来也']",2024-08-21 08:52:07
《黑神话：悟空》观影向全剧情丨全主线丨纯剧情精剪【4K 无UI】（更新第三回）「游影社」,游影社,https://www.bilibili.com/video/BV1RuWpezE7h,202.1万,1.0万,"游戏名：黑神话悟空
开发：游戏科学
录制平台：PS5
录制\剪辑：",5.0万,3.1万,5.0万,1.9万,"['黑神话悟空攻略在此', '游戏', '单机游戏', '悟空', '4K', '孙悟空', '剧情向', '黑神话悟空', '动作游戏', '《黑神话：悟空》8.20 直面天命']",2024-08-20 19:20:02
速通《黑神话 悟空》全剧情攻略视频 I 主线速通,司徒晓影,https://www.bilibili.com/video/BV1yBW4eNExA,329.5万,4.0万,"一个四个结局？ 直通主线只能做个坏结局  
全隐藏BOSS可以打四大天王和二郎神
81难完成（全成就？）打假玉帝 大鹏鸟 
还有个是啥条件？",4.8万,2.1万,4.8万,1.5万,"['黑神话悟空攻略在此', '游戏', '单机游戏', '黑神话 悟空', 'WeGame', '《黑神话：悟空》8.20 直面天命']",2024-08-21 00:30:07
转场合集5,Tiger西西,https://www.bilibili.com/video/BV1SE4m1R7Uu,446.6万,1358,转场合集5,24.8万,9688,24.8万,2741,"['美团外卖神抢手', '美食', '美食记录', '厨艺', '美食圈', '吃货', '搞笑', '美食vlog', '沉浸式', '转场']",2024-08-19 18:17:02
丝巾变古装,百变花央本人,https://www.bilibili.com/video/BV1yHW8eCEWm,87.0万,1100,-,18.7万,8973,18.7万,7334,"['生活', '日常', '古风', '汉服', '汉服日常']",2024-08-21 10:53:08
10帧暴涨70帧！中 低 高 显卡运行黑神话优化指南！【建议收藏】,阿狸才不是受,https://www.bilibili.com/video/BV1iw4m1k7eL,112.1万,3561,Not Found,6.0万,3.8万,6.0万,3.4万,"['黑神话天命人来也', '游戏', '单机游戏', '显卡', '掌机', '笔记本', '教程', '体验', '帧数', '优化', '4060']",2024-08-20 10:59:11
救命啊！店里已经变花果山了 老板还被黑熊精打哭了,某天的游戏小屋,https://www.bilibili.com/video/BV1yS421X7B4,234.2万,3948,今天还是给肝出来，大家给投个币吧 太不容易了 T.T,10.9万,4.1万,10.9万,5770,"['黑神话天命人来也', '生活', '日常', '生活记录', '主机游戏', '黑神话悟空', '某天的游戏小屋', '黑熊精', '虎先锋', '国产3A', '必剪创作']",2024-08-20 19:46:21
你还在等TA吗？,茶盒TBking,https://www.bilibili.com/video/BV1y4WneEEMi,97.3万,9254,"需要头像，皮肤素材的关注我进粉丝群获得
一键三连是对我最大的支持！
喜欢就点个关注吧！",7.5万,2.0万,7.5万,1131,"['游戏', '单机游戏', '回忆', '童年', '游戏', 'MINECRAFT', '我的世界', 'MC', '童年回忆', '单机游戏']",2024-08-20 14:28:22
全网最轮椅的流派！两分钟学会耍花棍！【黑神话：悟空】,FadeKnight,https://www.bilibili.com/video/BV1bbW4eGEsY,179.4万,1089,感谢王牌驾驶员：,5.4万,2.0万,5.4万,5.0万,"['黑神话悟空攻略&黑神话悟空日常', '游戏', '单机游戏', '技巧', '演示', '黑神话悟空', '教程攻略', '轮椅', '流派']",2024-08-21 02:04:12
《黑神话：作业》,进击的金厂长,https://www.bilibili.com/video/BV1yE421w7TD,121.6万,1.7万,"兄弟们都开学了吗？都玩黑神话悟空了吗？？
快把你抽到的仙丹发在评论区，投币解锁永久使用权限～",11.1万,2.6万,11.1万,1002,"['黑神话天命人来也', '游戏', '单机游戏', '作业', '搞笑动画', '搞笑', '暑假', '短片', '开学', '黑神话悟空', '学生', '金厂长', '《黑神话：悟空》8.20 直面天命']",2024-08-21 18:00:00
⚡黑神话悟空现状⚡,改BUG的TOM学长,https://www.bilibili.com/video/BV1SH4y1c7vm,102.8万,486,"什么？那猴头已经来了第二十回了？
点赞过两万，光速更新下一期！",19.3万,2.1万,19.3万,2.3万,"['黑神话玩家的精神状态', '生活', '搞笑', '娱乐', '悟空', '搞笑', '鬼畜', '计算机', '游戏', '黑神话悟空', '黑神话', '大学生']",2024-08-21 18:48:59
这一刀，劈出了整个盛夏5.0！！！,佐悠-Leisurely,https://www.bilibili.com/video/BV12E421w7yF,138.1万,2390,"喜欢本期视频就给阿婆主点个三连叭！谢谢力！
呃！我不打扰！
我走了哈！",12.1万,1.4万,12.1万,1399,"['教育优惠真香', '游戏', '电子竞技', '大学', '电子竞技', '搞笑', '娱乐', '王者荣耀', 'MOBA', '铠', '教育优惠', '哔哩哔哩开学季', 'up！新学期']",2024-08-20 18:00:00
一块残缺的玉,画画的小小桔,https://www.bilibili.com/video/BV11GWxePEDh,110.2万,1432,干活的每一个动作都很干脆利落不输任何人，战胜生活战胜自己他真的很厉害,25.7万,3.2万,25.7万,694,"['一起来画画吧！', '生活', '绘画', '励志', '一块残缺的玉', '画画', '努力', '自强不息', '一起来画画吧！暑期绘画逆袭之路2.0']",2024-08-20 20:13:58
简简单单，满足这位粉丝，吃个骆驼。#灵魂汁子教给,敦煌老马-羊头,https://www.bilibili.com/video/BV1Pf421i7Vd,82.7万,2673,-,14.2万,2.1万,14.2万,951,"['美食', '美食侦探', '逗比', '搞笑', 'Vlog']",2024-08-21 17:10:00
这也能叫唐伯虎点秋香？！！,马刀刻森,https://www.bilibili.com/video/BV1Ti421a7Fr,93.3万,4238,"来了来了来了！！！
突然的更新！！！
大伙最近是不是在玩黑神话？！！
我也在玩！！！
看完马刀再启动猿神
岂不是美滋滋！！！
创作不易！喜欢的话就给个三连吧！！！给个三连吧！！！",9.6万,4.2万,9.6万,2989,"['奇妙动画剧场', '动画', '同人·手书', '剧情', '三体', '情感', '动漫', '搞笑', '二次元', '吃鸡', '唐伯虎点秋香', '对对子', '动画嘉年华2024·无限同人']",2024-08-21 20:47:07
《猿神！启动！》,怪盗剧场,https://www.bilibili.com/video/BV1BE4m1R7gW,104.0万,2792,啥也不说了，支持一下国产3A！,17.3万,3.4万,17.3万,2.3万,"['黑神话悟空启动', '游戏', '单机游戏', '大话西游', '搞笑', '黑神话悟空', '名场面', '搞笑配音']",2024-08-19 15:39:51
独家对话《黑神话:悟空》制作人冯骥｜“踏上取经路，比抵达灵山更重要”,新华网,https://www.bilibili.com/video/BV1Gi421a74W,200.9万,1.9万,“踏上取经路，比抵达灵山更重要”｜《扬声》第三期：张扬对话冯骥,18.3万,11.3万,18.3万,4.3万,"['推荐宝藏游戏', '游戏', '单机游戏', '游戏杂谈', '单机游戏', '黑神话悟空', '纪录片扬声', '张扬对话十二行家', '踏上取经路比抵达灵山更重要', '新华网']",2024-08-19 18:35:00
爱的教育在此刻形成了完美的闭环,香蕉猫的快乐生活,https://www.bilibili.com/video/BV19uWpeBEh2,88.1万,679,-,26.1万,7708,26.1万,599,"['猫meme演我精神状态', '生活', '搞笑', '情感', '正能量', '教育', '感动', '小朋友', '搞笑新星训练营2024 3.0']",2024-08-20 18:45:25
《马达加斯加》第9集：资源极其丰富的荒岛上！这么大的龙虾见过吗？巴掌大的海螺也是直接吃到嘴软！,OK哥环球探海记,https://www.bilibili.com/video/BV1nU411S7mV,244.8万,2946,Not Found,4.5万,1.5万,4.5万,1941,"['还是淘宝香', '生活', '出行', '#海钓', '#赶海', '#抓螃蟹', '#夏日奇遇记', '#抓龙虾', '#荒岛探索', '#无人岛', '马达加斯加', '#荒岛']",2024-08-20 16:14:31
三元饭堂的人情味...,三元饭堂,https://www.bilibili.com/video/BV1Sr421M7qt,74.9万,902,"如果我是他，
肯定不如他.....",15.8万,13.5万,15.8万,2050,"['让生活动起来', '生活', '日常', '生活记录', '爱心', '汕头', '公益', '情感', '三元饭堂', '汕头公益', '吃饭', '残疾人', '生活万花筒13.0——让生活，动起来']",2024-08-19 09:15:00
好消息!hpv疫苗免费啦!,对话中的暂停,https://www.bilibili.com/video/BV1uf421B7pu,66.2万,1701,Not Found,15.3万,3.0万,15.3万,1.3万,"['B站短片计划', '影视', '短片', '女子好消息', 'B站剧情创作人2.0']",2024-08-20 19:00:00
吃 的 最 撑 的 一 集,萝太永不破防,https://www.bilibili.com/video/BV1Px4y1s7fg,139.1万,2120,-,11.3万,7094,11.3万,1.3万,"['游戏', '单机游戏', '攻略', '娱乐', '搞笑', '游戏实况', '黑神话悟空', '动作游戏', '虎先锋']",2024-08-20 22:38:26
鸡汤毫无营养95%都是水？,敖小丙1688,https://www.bilibili.com/video/BV1sn4y1f7wB,536.6万,1743,Not Found,10.9万,2378,10.9万,195,"['万物研究所', '知识', '科学科普', '省流', '敖小丙', '有趣冷知识', '万物研究所·夏日探索计划']",2024-08-19 17:00:00
重走西游！《黑神话：悟空》 究竟讲了什么样的故事？！（P1 火照黑云）,虾堡的游戏人格,https://www.bilibili.com/video/BV1US411w7SP,173.4万,2259,"游戏：《黑神话 悟空》
超绝努力肝视频！如果大家喜欢的话给个关注和三连吧！
点赞过万两天内更新下期！
求求啦求求啦求求啦求求啦求求啦求求啦求求啦求求啦求求啦",5.8万,9883,5.8万,3056,"['黑神话天命人来也', '游戏', '单机游戏', 'STEAM', '游戏', '单机游戏', '剧情', '黑神话', '黑神话 悟空', '游戏鉴赏家', '《黑神话：悟空》8.20 直面天命']",2024-08-21 10:00:00
实战对比丨一个视频告诉你面试最大的信息差！,-LKs-,https://www.bilibili.com/video/BV1ST421k7LP,74.8万,4386,"秋招在即，面试是找工作的必经考验，但它考的并不只是学习和成绩，而是存在很多思维逻辑上的信息差。本期我找来了3位不同资历的求职者，以及4位大厂现役面试官，做了一次无限接近真实的模拟面试+复盘。视频很长可以自行调整有需要的部分，希望对各位未来的面试能有所启发

1:05 - 面试官阵容&规则
3:19 - 选手自我介绍
6:31 - 经历类问题
14:18 - 业务类问题
23:39 - 职场关系问题
27:04 - 身份揭晓+复盘打分

3轮完整版音频：pan.baidu.com/s/1YE7O2pqcHLikykGIaZYRLw?pwd=1111 

*本视频不含任何广告，面试音频仅供学习参考，不可二次发布于任何平台or售卖
*选手均为临场发挥不可能做到尽善尽美，请友善评价",5.3万,2.1万,5.3万,6809,"['2024秋招季', '知识', '职业职场', '大学生', '干货', '运营', '求职', '大厂', '面试技巧', '互联网', '找工作', '校招', 'B站秋招季']",2024-08-20 12:00:00
二师兄攻击性好强 哈哈哈,SuperMing游戏,https://www.bilibili.com/video/BV1sU411U7V9,302.4万,808,Not Found,20.9万,910,20.9万,5692,"['游戏', '单机游戏', '单机游戏', '黑神话悟空', 'steam游戏']",2024-08-21 01:42:06
挑战99种技术职业.今天开锁被密室拉黑名单了,旺仔有内涵,https://www.bilibili.com/video/BV1XZ421N7uK,89.9万,431,-,14.4万,2325,14.4万,2421,"['生活', '搞笑', '技术', '黑名单', '职业', '挑战']",2024-08-21 12:29:23
