标题,Up主,URL链接,播放量,弹幕量,简介,点赞量,投币量,收藏量,分享量,分区,上传日期
全国第一人！嘴叼筷子过杨戬！,阿喵的小生活,https://www.bilibili.com/video/BV1qXpneqEBK,88.9万,2493,-,10.3万,10.0万,10.3万,1.4万,"['入坑黑神话悟空', '游戏', '电子竞技', '筷子', '黑神话二郎神', 'MOBA', '残疾人', '动作游戏']",2024-09-09 22:18:17
原本没事的 这可真是你们自找的了,星有野,https://www.bilibili.com/video/BV1ifppe3E4c,121.8万,1634,期待已久的鸡哥战斗场面来了！时隔四年鸡哥地铁神曲再度来袭！,13.0万,1.7万,13.0万,1753,"['动画', '同人·手书', '动画短片', '搞笑', '原创动画', '原创', '星有野', '星有野鸡哥', '热血', '抽象', '正义执行', '绝区零']",2024-09-10 11:26:38
这回对味儿了吧！ง •̀_•́)ง,陕北说书艺人熊竹英,https://www.bilibili.com/video/BV1C1pseZEhN,143.6万,912,-,23.4万,3.0万,23.4万,6066,"['音乐', '演奏', '传统文化', '民乐', '《黑神话•悟空》', '陕北说书熊竹英', '黑神话里的陕北说书人', '非物质文化遗产', '三弦', 'steam游戏']",2024-09-10 15:53:24
【黑神话】⚡️可笑这漫天佛神，哪个不是罪孽满身⚡️,萌宠教主,https://www.bilibili.com/video/BV1yup4ewEKz,94.6万,747,"BGM：半山腰
填词 | 剪辑：萌宠教主
调音：王牌p
音源：从铮、未抒
——————————
说什么贪嗔痴恨
说什么未净六根
——————————
谁与我 再一棒碎凌霄
——————————",10.8万,6.0万,10.8万,5712,"['全民黑神话狂欢', '游戏', '单机游戏', 'CG混剪', '填词', '翻唱', '游戏', '单机游戏', '黑神话悟空', '天命人', '燃', '生活万花筒14.0-给生活的planB']",2024-09-08 12:00:00
教师节快乐！,脱缰凯Kk,https://www.bilibili.com/video/BV1Rm48eiE6C,98.0万,2351,-,12.7万,7540,12.7万,1139,"['我在B站拍短剧', '影视', '小剧场', '原创', '作业', '校园', '短片', '剧情', '老师', '大学生', 'B站剧情创作人2.0']",2024-09-10 20:45:22
【超人杯】当五个C+对战三个魔王S,一枪超人CSGO,https://www.bilibili.com/video/BV1ZJpieLEwQ,148.3万,8470,Not Found,12.4万,7.5万,12.4万,1.5万,"['CS2创作激励', '游戏', '电子竞技', 'FPS', 'CS', '电子竞技', '超人杯', '魔王C+', 'CS2赛事暑期狂欢']",2024-09-08 18:00:00
《绝区零》外环宣传动画｜偶尔也要出去逛逛,绝区零,https://www.bilibili.com/video/BV1yqpnemERm,87.2万,2954,"「…你闻到了吗？」
「不同于新艾利都市区的陈腐空气，这是清新、灵动…自由的味道！」

—— 欢迎来到新艾利都！——
bilibili安卓端下载地址：https://www.biligame.com/detail/?id=108434bilibiliPC端下载地址：https://www.biligame.com/detail/?id=111210",9.2万,2.5万,9.2万,6332,"['游戏', '手机游戏', 'ARPG', 'PC', 'PV', '新游', '手游', '卡吕冬之子', '绝区零1.2', '火狱骑行', '米哈游', '绝区零']",2024-09-10 12:00:00
从“我来助你！”到“我已无救！”黄风大圣身上究竟发生了什么？他的怒从何来？天命为何不公？——黄风岭剧情详解《黑神话：悟空》,川同学不穿童鞋,https://www.bilibili.com/video/BV1fGpeeGEXE,189.6万,8690,"黑猴剧情十分细碎，很多内容没有给出确切答案，需要很大程度上的拓展解读
因此视频内容包含大量剧透、主观猜想，均仅代表个人观点
黄风岭可讲内容太多，且有多个诠释角度，本期主要描述黄风大圣视角
后续关卡老川也会花时间慢慢解读
如有不同见解欢迎友好讨论",10.9万,6.8万,10.9万,1.3万,"['黑神话天命人来也', '游戏', '单机游戏', '剧情', '悟空', '孙悟空', '西游记', '国产游戏', '单机游戏', '游戏', '黑神话悟空', '黑神话', '《黑神话：悟空》8.20 直面天命']",2024-09-08 15:00:00
探秘中国武器玩家的军火库！场面太震撼！都有什么枪？,老李船长,https://www.bilibili.com/video/BV1BmpEeAENT,123.6万,4784,点赞到15W！让马哥带我体验国产全自动！兄弟们！记得点啊！,7.7万,1.5万,7.7万,3329,"['我们的小城游记', '生活', '出行', '4K', '搞笑', '评测', '高能', '生活', '三角洲行动', '户外', '出行', '探店']",2024-09-10 17:05:00
老师：出去就说是我教的,新华社,https://www.bilibili.com/video/BV1SapseqEQx,94.2万,879,"视频：赵紫羽
策划：黄康懿、苏家梁、庄云凯",12.5万,1.3万,12.5万,2728,"['资讯', '热点', '学习', '校园', '教育', '教师节', '老师', '教师', '新华社']",2024-09-10 15:22:12
警察丢了枪，后果有多严重，三颗子弹，就是六条人命！,猛虎电影,https://www.bilibili.com/video/BV1wop7eMEja,261.2万,2556,国产悬疑电影《寻枪》,5.2万,1455,5.2万,536,"['影视', '影视杂谈', '电影剪辑', '国产电影', '电影解说', '影视剪辑', '悬疑电影', 'B站好片有奖种草']",2024-09-09 21:03:30
校园食堂，不能在学生和家长的红线上蹦迪！,中国食品报融媒体,https://www.bilibili.com/video/BV1W7pJekE3G,74.7万,2287,Not Found,8.9万,8723,8.9万,2232,"['知识', '科学科普', '校园', '食堂']",2024-09-09 18:34:35
最好的营销策略,远鉴字幕组,https://www.bilibili.com/video/BV1pspGeRETU,790.6万,441,tiktok,23.5万,1440,23.5万,2453,"['生活', '搞笑', '搞笑', '策略']",2024-09-08 19:00:00
“我们都是小怪兽，总有一天会…”是上杉绘梨衣唱了《最后的旅行》【龙族：卡塞尔之门公测主题曲】,鹿火CAVY,https://www.bilibili.com/video/BV17y4ae7Ezz,177.1万,1934,"“命运十字路口，谢谢你曾停留。”
“站在十字路口，再回首，世界如此温柔。”
是录歌时眼眶湿了一遍又一遍的一首555
曾为我们带来无数感动的龙族，时隔多年后得到重生！
9月12日，《龙族：卡塞尔之门》公测在即，
明天上午十点，我们准时相约卡塞尔学院！见证小怪兽们的名字再度“手牵手”！

—————————————————————————————
游戏《龙族：卡塞尔之门》主题曲
歌曲：《最后的旅行》
作词：陌离【浮声未歇】
作曲：164
演唱：鹿火Cavy
编曲：忒格路
制作人：刘鑫磊
吉他：颖琴思
Bass：颖琴思
和声：漆柚
弦乐：国际首席爱乐乐团
音频编辑：刘鑫磊/漆柚
混音：Alex
母带：Alex",5.2万,1.6万,5.2万,6976,"['音乐', '翻唱', '二次元', '上杉绘梨衣', '绘梨衣', '龙族', 'cos', '龙族：卡塞尔之门', '鹿火']",2024-09-11 10:00:00
《清风小蛇》你就是穿越大军中那0.0001%的非人类！,小清风漫谈,https://www.bilibili.com/video/BV1v84Ye1Evf,123.8万,311,Not Found,1.1万,3296,1.1万,27,"['UP！原创动画', '动画', '同人·手书', '小蛇', '原创动画', 'UP！原创动画3.0超时空高校季']",2024-09-10 21:24:55
【短的发布会】史上最无聊苹果发布会，iPhone16持续挤牙膏疑遭定身术？,短的发布会,https://www.bilibili.com/video/BV1GmpWeBEje,193.8万,5936,你敢信一个半按快门对焦功能还要等后续OTA？？？,7.5万,8814,7.5万,1.4万,"['2024苹果秋季新品', '科技', '数码', '苹果发布会', '2024苹果秋季发布会', '新品发布', '库克', '发布会', 'iPhone', 'Apple', 'AirPods', 'iPhone16']",2024-09-10 09:13:30
华哥一网回本！！我真的太替他高兴了！！,李维刚的日常,https://www.bilibili.com/video/BV1kj4YesEYt,135.8万,3803,Not Found,9.7万,1.4万,9.7万,941,"['我在b站庆丰收', '生活', '三农', '生活记录', '日常', '抓鱼', '小青年大丰收']",2024-09-10 23:05:10
享饮,文武俩兄弟,https://www.bilibili.com/video/BV1YSpqeyEoe,130.2万,3418,-,24.1万,4.5万,24.1万,5853,"['生活这件小事', '生活', '日常', '酒', '文喝武喝', '擦大哥', '极饮者', '八饮', '寡人', '记录', '喝酒', '生活万花筒14.0-给生活的planB']",2024-09-08 20:25:07
【现场视频】拿到最新的iPhone16了！,影视飓风,https://www.bilibili.com/video/BV1PPpseoEAp,160.9万,3972,【现场视频】拿到最新的iPhone16了！,8.2万,7960,8.2万,9641,"['2024苹果秋季新品', '生活', '日常', '数码', '科技', '苹果', '手机', '现场', '16pro', '16Pro', 'iPhone16Pro', 'iPhone16']",2024-09-10 07:31:16
🔨我叫王大锤，是白客，正在参加一档真人秀！🔨,业余旋手,https://www.bilibili.com/video/BV1414heoEAh,116.2万,879,万里挑一的局——大锤版！,9.5万,1.8万,9.5万,4749,"['综艺爆款大本营', '娱乐', '综艺', '万合天宜', '王大锤', '白客', '真人秀', '喜剧', '爆笑', '万万没想到', '万里挑一的局', '剧综爆款夏令营-UP影剧综指南']",2024-09-10 18:11:53
深度|| 李世民的军事水平到底恐怖在了哪？,渤海小吏,https://www.bilibili.com/video/BV1HCpneyEnv,86.9万,5011,"1、武德元年（618）四月，李建成和李密分别错失了什么？
2、武德元年，李世民的尚书令在新生的唐政权是个什么权力级别？
3、为什么入隋后尚书省被逐渐边缘化了？
4、李渊的宗室开国封王是什么算计？起到了怎样的效果？
5、突厥为什么反悔了？为什么没有帮薛举？
6、生涯唯一的一次战败，李世民是否真的生病了？
7、李渊错失了怎样的夯实“李唐国父”的机会？
8、李世民第一次“一战灭国”背后恐怖的“经济时间账本”是怎样的？
9、李渊为什么要杀降？
10、李渊封李世民陕东道行台尚书令的算计是怎样的？",4.6万,3.3万,4.6万,1503,"['万物研究所', '知识', '人文历史', '李世民', '瓦岗寨', '突厥', '唐朝', '李密', '杨广', '李渊', '大唐气象', '薛举', '万物研究所·夏日探索计划']",2024-09-10 10:30:00
【崩坏3同人大电影】主题曲「飞鸟说」,YuH_ChiliChill,https://www.bilibili.com/video/BV1XjpEeWEex,30.4万,365,"作词、作曲：ChiliChill
演唱：ChiliChill
合唱：再见动物园合唱团
音乐制作：ChiliChill
编曲：ChiliChill
吉他：枫丶CreeCai
贝斯：小伍Satori
鼓：Nik Hughes
合唱指挥：杨馥榕
合唱录音：李品一
合唱录音室：凌音音乐 Ascentone music
混音：ChiliChill
母带：ChiliChill

监督：青空-AoiSora
分镜：青空-AoiSora
演出：河豚酱酱酱 AoiSora7
角色·小物设计：河豚酱酱酱
花束·花瓶设计：河豚酱酱酱

总作画监督：左丘雏
作画监督：枣
特效作画监督：伊爱可丝exe

原画
shikaku 在火星 GzDteee 红车 84 灰色菓儿 千叶雏 河豚酱酱酱 小肥鸡 广隶 左丘雏 天蓝灰 jhl 伊爱可丝exe AoiSora7
特殊作画：鱼人

第二原画

二原
猫甲 梦叶 余灰 林凌柒lzs Echoinwind 王思语 nagi 晴天 阿king 星 风声 プロジェクト， 朱军 杨振宇 冯云霄 李欣诚 张耀邦
动画
猫甲，梦叶，余灰，月下的小面包，Echoinwind，kyle，中割君，星，安安
上色
博雅斯动漫工作室，南柯一梦，余灰
动检：G社是天

美术监督：狸太 芦苇
场景设计：狸太 AoiSora7
色彩设计·指定：芦苇

美术：狸太 耿大爷 Mumei 芦苇

摄影监督：ExDDD 二少 水豚
摄影：
紫 渡狸 阿墨 小黄鸭 伏雨雨宿 狸太 芦苇 ExDDD 文文 烤鸡 二少 水豚 子弹壳 栗栖Kurias

摄影制片：ExDDD

特殊效果：狸太

制作进行：G社是天
制片：青空-AoiSora
编集：伊爱可丝exe 青空-AoiSora",5.9万,3.0万,5.9万,4552,"['崩坏3周年环游记', '音乐', '原创音乐', '原创音乐', '琪亚娜', 'PV', '动画', '主题曲', '崩坏3', '崩坏3同人大电影', '崩坏3生日会', '七里桥']",2024-09-10 18:00:00
《终极格斗4》博伊卡vs监狱之王！超燃动作电影！肾上腺素飙升！,摩斯神探,https://www.bilibili.com/video/BV1QbpsezEjS,201.4万,1078,《终极斗士4》,2.7万,1111,2.7万,128,"['人人都能聊影视', '影视', '影视杂谈', '电影解说', '动作电影', '博伊卡', '人人都能聊影视3.0']",2024-09-11 07:00:00
假面骑士迪迦！,陈信喆Txz,https://www.bilibili.com/video/BV1QUpveiEgf,105.1万,460,第一次正式发视频 ，请多多关照！,15.8万,1.0万,15.8万,7638,"['你最喜欢的特摄', '动画', '特摄', '假面骑士', '迪迦', '帝骑', '卡面来打']",2024-09-08 17:27:35
【papi热烈欢迎】焦俊艳女士返场！！,papi酱,https://www.bilibili.com/video/BV1aLpje7Ecf,62.7万,4868,女演员日常生活在用的好东西有这——么多！（确实没想到才过半年她就返场了,7.7万,2.4万,7.7万,1723,"['生活', '搞笑', '演员', '明星', '搞笑', '吐槽', '工作', '焦俊艳', '记录']",2024-09-10 12:00:00
百川终到大海，树叶终会归根，所以我会等你回来！,罗臣臣与孙空空,https://www.bilibili.com/video/BV1Wgp4ehETC,81.8万,1689,-,12.4万,3.4万,12.4万,8989,"['生活', '搞笑', '情感', '生活记录', '感动']",2024-09-07 19:08:55
【泰拉饭】DT-EX-1至DT-EX-8突袭 摆完挂机 简单好抄,萧然Q,https://www.bilibili.com/video/BV1WapjeiEMt,232.8万,1816,"本视频为为懒人向挂机流攻略，不排斥手动开启的技能但少用，视频里大多数情况都是携带挂机技能的快速摆完的打法，少部分难打的关卡会选择简单好抄的手动打法，用一些决战技等手动技能，非低配攻略。

视频里常用的干员及技能:
ps：视频绝大多数情况都是用的都是永续/点燃/强力击类的挂机技能，手动技能用的非常少，但用的手动技能基本都是可汗玩家很常用的技能，标记出来方便大家专精
【先锋】桃金娘1、德克萨斯1、推进之王2、风笛2、伊内斯123
【近卫】拉普兰德2、山2、煌2、重岳3、棘刺3、玛恩纳3、史尔特尔3、锏3
【重装】临光1/谷米1/黍1/塞雷娅12（视频里用塞雷娅1技能的情况黍1技能绝大部分情况都能替换，现在视频里塞雷娅用2，黍1替换塞雷娅1，更方便大家看技能，省去塞雷娅换技能的时间。一般情况塞1可以替换黍1，少数情况多加个奶也能替换）、星熊2（建议开X模组加防御，平替2级X模组年，下位蛇屠箱或者泡泡开X模组多数情况开开技能也能替换）、泥岩2、号角1
【狙击】能天使3、提丰2、维什戴尔13、水陈3
【术士】澄闪23、艾雅法拉23、伊芙利特2、逻各斯13、小刻2、林13
【医疗】纯烬艾雅法拉13、夜莺23、白面鸮2、苇草3、闪灵2、华法林12、流明13（视频里纯奶绝大多数情况都可以用纯烬艾雅法拉1替换）
【辅助】铃兰23、塑心1、浊心斯卡蒂2、灵知1
【特种】水月1、伊桑1、阿斯卡纶1（地刺干员基本99%情况可以无脑用阿斯卡伦替代）、歌蕾蒂娅1、缄默德克萨斯3、麒麟R夜刀23、温蒂2、老鲤3
用到的干员不止以上这些干员，一些特殊关卡会用奇奇怪怪的干员。
视频里的主力干员基本专三技能等级，一些没有什么专精收益的默认7级
默认带模组，建议常用干员都开个1级，提升很大，如果需要带模组的时候默认1级模组
视频使用的是MuMu模拟器https://a11.gdl.netease.com/MuMuInstaller_3.1.8.0_mkdr-xrqq_zh-Hans_1719974099.exe
网易云歌单：萧然小Q wwa
直播号:萧萧然TAT",3.9万,3.5万,3.9万,1167,"['明日方舟迷宫饭联动', '游戏', '手机游戏', '明日方舟', '摆完挂机', '泰拉饭', '游戏攻略', '迷宫饭', '游戏鉴赏家', '泰拉探索协会', '明日方舟UP主应援计划 – 泰拉饭']",2024-09-09 17:03:53
超详细！华为三折屏Mate XT 开箱体验「科技美学」,科技美学,https://www.bilibili.com/video/BV1Fz4aeDEjD,150.6万,2.0万,超详细！华为三折屏Mate XT 开箱体验「科技美学」,5.7万,1.5万,5.7万,1.2万,"['科技猎手', '科技', '数码', '科技美学', '评测', '华为', '开箱', '华为三折叠', '华为三折屏', '华为MateXT非凡大师', '华为折叠屏', '科技猎手2024第2季', '华为Mate XT']",2024-09-10 23:26:51
“今天，我不想当老师”,哔哩哔哩弹幕网,https://www.bilibili.com/video/BV1EtHme1ESg,151.2万,583,"今年9月10日是第40个教师节，为何罗翔、林少华等老师突然说“今天，我不想当老师”？
来看看老师们都是怎么说的吧~

感谢",8.6万,5865,8.6万,2555,"['生活', '日常', '老师', '教师节祝福', '名师', '教师', '教师节', '谢谢老师']",2024-09-09 11:00:00
我就炫富了，炫富有什么错，六万不算富，才算刚起步,小黑诸鸣,https://www.bilibili.com/video/BV1GapLe2Eyg,86.6万,1121,-,11.2万,7883,11.2万,415,"['生活', '出行', '生活记录', '赚钱', '段子']",2024-09-09 09:47:34
贫僧广智也懂些拳脚！,麓麓有为,https://www.bilibili.com/video/BV1hqpBerEVv,140.2万,2207,"这时候有看到简介的观众可能就要问了
啊麓鸽麓鸽，你怎么这么久没更新啊
即答：实在没钱了出去打工了几天，刚回来负债做视频
请大家看到up主用爱发电的份上给个一键三连吧呜呜呜",5.7万,1.5万,5.7万,2195,"['黑神话天命人来也', '游戏', '单机游戏', '实况', '搞笑', '配音', '黑神话', '天命人', '第二章', '沙雕', '广智', '黄风大圣', '《黑神话：悟空》8.20 直面天命']",2024-09-09 12:00:00
11岁儿子被侵犯，父亲把嫌犯打到不成人形，随后霸气自首！,格斗迷官方,https://www.bilibili.com/video/BV1mc4heoErH,108.7万,2054,11岁儿子被侵犯，父亲把嫌犯打到不成人形，随后霸气自首！,13.9万,900,13.9万,919,"['运动', '竞技体育', '拳击', '格斗', '霸气', 'mma', '格斗迷']",2024-09-10 18:52:34
【对抗说唱】年轻人不要太气盛！,倒悬的橘子,https://www.bilibili.com/video/BV1fTpneMEWf,82.4万,307,"朝阳红rapper大战夕阳红rapper，谁赢谁输，你嗦啦蒜
编曲：BR/newyounggo",6.7万,9013,6.7万,1352,"['鬼畜', '鬼畜调教', '自制', '高能', '搞笑', 'FPS', '全明星', 'rap', '三角洲行动', '抽象', '编曲']",2024-09-10 11:00:00
黑神话悟空一周目解锁所有结局的方法～,深圳漫游者,https://www.bilibili.com/video/BV1jNpzepELj,189.9万,119,-,12.5万,842,12.5万,3597,"['游戏', '单机游戏', '孙悟空', '黑神话悟空', '动作游戏']",2024-09-09 02:35:00
外国人挑战杭州水上一日游，居然偶遇白娘子本人，直呼“太city”了！,YouTube精选字幕组,https://www.bilibili.com/video/BV1pxpWeXEXF,99.0万,391,Not Found,8.0万,2223,8.0万,2525,"['生活', '出行', '中国', '歪果仁', '外国人', '旅游', 'city不city', '保保熊', '记录', '白娘子', '杭州', '杭州一日游']",2024-09-10 11:05:29
“活抓”全城最脏的车，今天必须把这个车给他洗了。。,Really陈琛,https://www.bilibili.com/video/BV1RXpEefEma,259.9万,958,Not Found,6.2万,1403,6.2万,943,"['汽车', '汽车生活', '日常', '马自达', '汽车', '脏脏车', '二手车', '洗车', '汽车知识', '汽车文化', '阿B车友召集令']",2024-09-09 19:31:55
懂王哈里斯战后分析 泰勒斯威夫特正式归票民主党,波士顿圆脸,https://www.bilibili.com/video/BV15A4zebEz3,105.0万,1.4万,Not Found,6.9万,1.0万,6.9万,2548,"['环球资讯站', '资讯', '环球', '社会', '犯罪', '法律', '美国', '懂王', '美国大选', '拜登', '哈里斯', '资讯直通车4.0']",2024-09-11 19:31:21
3岁小女孩用声音震惊了大家！🥹❤️泰坦尼克号主题曲《我心永恒》,广志music,https://www.bilibili.com/video/BV1dKpjepExv,73.2万,762,"《我心永恒》原唱：席琳·迪翁，钢琴家：Emilio ，翻译：广志。
如果你喜欢❤️赶紧关注吧✅",11.8万,6170,11.8万,4540,"['演奏挑战赛', '音乐', '演奏', '泰坦尼克号', '钢琴', '快闪', '唱歌', '席琳·迪翁', '我心永恒', '海外生活', '演奏挑战赛10']",2024-09-09 09:07:27
【非遗工艺】金箍棒熔毁！既然不是最好，那就推倒重来！,金银匠人火龙师傅,https://www.bilibili.com/video/BV1Gfp8esER1,126.6万,1205,主打犟种！既然不是最好的，那就做到最好！,25.7万,5.1万,25.7万,872,"['用手工打开黑神话悟空', '生活', '手工', '手工', '中国风', '非遗', '非物质文化遗产', '金箍棒']",2024-09-08 12:00:00
如果把纸当成白天，那光就不用画了！,何大爷课堂,https://www.bilibili.com/video/BV1b7pqeiEDV,142.3万,235,-,15.1万,2928,15.1万,975,"['万物研究所', '知识', '人文历史', '人文', '绘画', '艺术', '万物研究所·夏日探索计划']",2024-09-08 21:37:37
